"Entity","Contact date","Contact end date","Contact type(s)","Subject","Action of interest","City official(s)","Lobbyist(s)",
"350PDX","03/10/2025","","Personal Meeting","Sustainable Development: energy: Stop Zenith Energy","Meeting between 350PDX, Oregon Physicians for Social Responsibility, Sierra Club, Breach Collective, and 6 City Councilors & some staff, regarding issues related to stopping Zenith Energy.  ","Andre Miller; Angelita Morillo; Candace Avalos; Dunphy, Jamie; Emory Mort; Jacq Tjaden; Jamey Evenstar; Maria Sipin; Mitch Green; Sameer Kanal; Tiffany Koyama Lane","Dineen Crowe",
"350PDX","03/14/2025","","Email","Environment: natural","Tree Code conversation","Maria Sipin","Brenna Bell",
"350PDX","03/17/2025","","Personal Meeting","Environment: natural","Urban Forest Management","Sameer Kanal","Brenna Bell",
"350PDX","03/17/2025","","Personal Meeting","Environment: natural: Climate, PCEF, budget, trees","Organized meeting with constituents who care about climate change with their councilor, discussed climate and environmental justice priorities","Sameer Kanal","Cherice Bock",
"350PDX","03/17/2025","","Personal Meeting","Environment: natural: General environmental issues meeting","Attended a Coffee with Constituents meeting with Councilor Kanal centered around environmental issues. Asked a question about issues regarding Zenith Energy. ","Sameer Kanal","Dineen Crowe",
"350PDX","03/19/2025","","Committee Meeting","Sustainable Development: energy: Stop Zenith Energy","Submitted written testimony on behalf of 23 organizations all urging Council support and passage of 37702, the resolution on Zenith Energy investigations, attended Council meeting on issue.","Angelita Morillo; Candace Avalos; Dan Ryan; Dunphy, Jamie; Elana Pirtle-Guiney,; Eric Zimmerman; Jamie Dunphy; Keith Wilson; Loretta Smith; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick","Dineen Crowe",
"ACLU of Oregon, Inc.","01/09/2025","","Text Message","Police and Public Safety","Respond to text about meeting with Portland Police Bureau","Tiffany Koyama Lane","Sandy Chung",
"ACLU of Oregon, Inc.","01/09/2025","","Meeting Preparation","Police and Public Safety","Preparation for meeting with Portland Police Bureau about public safety for City of Portland during 2025","Chris Gjovik; Robert Day","Sandy Chung",
"ACLU of Oregon, Inc.","01/09/2025","","Personal Meeting","Police and Public Safety","Meeting with Portland Police Bureau leadership to discuss public safety in City of Portland during 2024","Chris Gjovik; Robert Day","Eri Andriola; Kelly Simon; Sandy Chung",
"ACLU of Oregon, Inc.","01/21/2025","","Email","Other: Immigrant & Refugee Rights","Receive and read information about City of Portland and immigrant rights","Aisling Coghlan","Sandy Chung",
"ACLU of Oregon, Inc.","01/21/2025","","Telephone","Police and Public Safety: Public Safety","Call about public safety and immigrant & refugee rights.","Elana Pirtle-Guiney,","Sandy Chung",
"ACLU of Oregon, Inc.","01/21/2025","","Text Message","Police and Public Safety","Text about public safety and immigrant & refugee rights.","Candace Avalos","Sandy Chung",
"ACLU of Oregon, Inc.","01/21/2025","","Telephone","Police and Public Safety","Phone call about public safety and immigrant & refugee rights.","Aisling Coghlan","Sandy Chung",
"ACLU of Oregon, Inc.","01/21/2025","","Text Message","Police and Public Safety","Text about public safety and immigrant & refugee rights.","Tiffany Koyama Lane","Sandy Chung",
"ACLU of Oregon, Inc.","01/21/2025","","Text Message","Police and Public Safety","Text about public safety and immigrant & refugee rights.","Angelita Morillo","Sandy Chung",
"ACLU of Oregon, Inc.","01/21/2025","","Telephone","Police and Public Safety","Call about public safety and immigrant & refugee rights.","Angelita Morillo","Sandy Chung",
"ACLU of Oregon, Inc.","01/21/2025","","Telephone","Police and Public Safety","Call about public safety and immigrant & refugee rights.","Tiffany Koyama Lane","Sandy Chung",
"ACLU of Oregon, Inc.","01/21/2025","","Personal Meeting","Police and Public Safety","In-person conversation about public safety and immigrant rights","Aisling Coghlan","Sandy Chung",
"ACLU of Oregon, Inc.","01/21/2025","","Personal Meeting","Police and Public Safety","In-person conversation about public safety and immigrant rights","Elana Pirtle-Guiney,; Natalie Sept","Sandy Chung",
"ACLU of Oregon, Inc.","02/12/2025","","Email","Other: Homelessness","Email about technical/legal info related to City actions related to homelessness ","Aisling Coghlan","Sandy Chung",
"ACLU of Oregon, Inc.","02/13/2025","","Email","Other: Homelessness","Email about meeting on homelessness","Aisling Coghlan","Sandy Chung",
"ACLU of Oregon, Inc.","02/19/2025","","Email","Other: Homelessness","Email to confirm team attendance at meeting about homelessness","Aisling Coghlan","Sandy Chung",
"ACLU of Oregon, Inc.","02/19/2025","","Virtual Meeting","Police and Public Safety","Meeting about policing and city safety matters","Lisa Freeman; Sameer Kanal","Ethan Krow; Sandy Chung",
"ACLU of Oregon, Inc.","02/19/2025","","Telephone","Police and Public Safety","Call to discuss public safety issues in 2025 and ways to help garner community and organizational feedback","Natalie Sept; Tiffany Koyama Lane","Sandy Chung",
"ACLU of Oregon, Inc.","02/21/2025","","Email","Other: Homelessness","Email confirming last minute details about meeting related to homelessness","Aisling Coghlan","Sandy Chung",
"ACLU of Oregon, Inc.","02/21/2025","","Meeting Preparation","Other: Homelessness","Prep for meeting on homelessness","Aisling Coghlan; Keith Wilson","Alicia Leduc Montgomery; Kelly Simon; Michael Abrams",
"ACLU of Oregon, Inc.","02/21/2025","","Personal Meeting","Other: Homelessness","Meeting about potential City actions related to homelessness","Aisling Coghlan; Keith Wilson","Alicia Leduc Montgomery; Kelly Simon; Michael Abrams",
"ACLU of Oregon, Inc.","02/24/2025","","Telephone","Police Oversight","Call about change to bias standard for Community Board for Police Accountability","Lisa Freeman","Sandy Chung",
"ACLU of Oregon, Inc.","02/25/2025","","Telephone","Police Oversight","Call about change to bias standard for Community Board for Police Accountability","Lisa Freeman; Sameer Kanal; Steve Novick","Sandy Chung",
"ACLU of Oregon, Inc.","02/26/2025","","Personal Meeting","Other: democracy, civil liberties, civil rights","General meeting with Councilor Smith's office to discuss ACLU of Oregon issue areas and priorities","Joel Corcoran","Ethan Krow",
"ACLU of Oregon, Inc.","03/04/2025","","Personal Meeting","Other: democracy, civil liberties, civil rights","Meeting about impacts related to democracy, civil liberties and civil rights on Portland","Emily Hebbron; Steph Routh; Tiffany Koyama Lane","Kelly Simon; Sandy Chung",
"ACLU of Oregon, Inc.","03/04/2025","","Personal Meeting","Other: democracy, civil liberties, civil rights; rental price fixing","Meeting about ACLU of Oregon issue areas, as well as algorithmic price fixing with rental units","Andre Miller; Angelita Morillo","Kelly Simon; Sandy Chung",
"ACLU of Oregon, Inc.","03/06/2025","","Telephone","Other: algorithmic price fixing with rental units","call about policy on algorithmic price fixing with rental units","Angelita Morillo","Sandy Chung",
"ACLU of Oregon, Inc.","03/07/2025","","Telephone","Other: algorithmic price fixing with rental units","Call about algorithmic price fixing with rental units","Angelita Morillo","Sandy Chung",
"ACLU of Oregon, Inc.","03/11/2025","","Personal Meeting","Other: democracy, civil liberties, civil rights","Meeting with democracy, civil liberties, and civil rights related matters","Emily Hebbron; Steph Routh; Tiffany Koyama Lane","Eri Andriola; Sandy Chung",
"ACLU of Oregon, Inc.","03/11/2025","","Telephone","Police Oversight","Call about police oversight and public safety","Lisa Freeman","Sandy Chung",
"ACLU of Oregon, Inc.","03/12/2025","","Telephone","Other: algorithmic price fixing with rental units","Call about algorithmic price fixing policy","Angelita Morillo","Sandy Chung",
"ACLU of Oregon, Inc.","03/17/2025","","Telephone","Other: democracy, civil liberties, civil rights","Call with Koyama Lane about ACLUOR priority work related to civil liberties, including immigrant & refugee rights","Tiffany Koyama Lane","Sandy Chung",
"ACLU of Oregon, Inc.","03/18/2025","","Telephone","Other: algorithmic price fixing with rental units","Call about policy on algorithmic price fixing with rental units","Angelita Morillo","Sandy Chung",
"ACLU of Oregon, Inc.","03/18/2025","","Personal Meeting","Other: democracy, civil liberties, civil rights","Meeting about ACLUOR priority work areas including immigrant and refugee rights","Emily Hebbron; Steph Routh; Tiffany Koyama Lane","Eri Andriola; Sandy Chung",
"ACLU of Oregon, Inc.","03/18/2025","","Indirect Lobbying","Police Oversight","Action alert email about potential attempted intimidation by police towards councilors Morillo and Kanal","Angelita Morillo; Candace Avalos; Dan Ryan; Dunphy, Jamie; Elana Pirtle-Guiney,; Eric Zimmerman; Keith Wilson; Loretta Smith; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Sandy Chung",
"ACLU of Oregon, Inc.","03/19/2025","","Email","Other: algorithmic price fixing with rental units","Email about algorithmic price fixing with rental units","Andre Miller","Sandy Chung",
"ACLU of Oregon, Inc.","03/20/2025","","Email","Other: algorithmic price fixing with rental units","Email related to policy on algorithmic price fixing with rental units","Andre Miller","Sandy Chung",
"ACLU of Oregon, Inc.","03/26/2025","","Meeting Preparation","Other: democracy, civil liberties, civil rights","Prep for intro meeting with Councilor Smith's staff","Joel Corcoran","Ethan Krow",
"ACLU of Oregon, Inc.","03/28/2025","","Telephone","Other: algorithmic price fixing with rental units","Call about policy about algorithmic price fixing with rental units","Angelita Morillo","Sandy Chung",
"ACLU of Oregon, Inc.","03/28/2025","","Telephone","Other: algorithmic price fixing with rental units","Call about policy on algorithmic price fixing with rental units - call with Suzy Deuster, staffer for Councilor Morillo","Angelita Morillo","Sandy Chung",
"ACLU of Oregon, Inc.","03/31/2025","","Text Message","Other: algorithmic price fixing with rental units","Text about algorithmic price fixing with rental units - call with Suzy Deuster, staffer for Councilor Morillo","Angelita Morillo","Michael Abrams; Sandy Chung",
"Alliance for a Safe Oregon Action","01/07/2025","","Personal Meeting","Police and Public Safety","Education on Community Violence Intervention programs and reducing gun violence in Portland","Andre Miller","Asianique Savage; Emi Doumerc",
"Alliance for a Safe Oregon Action","01/14/2025","","Virtual Meeting","Police and Public Safety","Education on Community Violence Intervention programs and reducing gun violence in Portland","Olivia Clark","Asianique Savage; Emi Doumerc",
"Alliance for a Safe Oregon Action","01/14/2025","","Virtual Meeting","Police and Public Safety","Education on Community Violence Intervention programs and reducing gun violence in Portland","Tiffany Koyama Lane","Asianique Savage; Emi Doumerc",
"Alliance for a Safe Oregon Action","01/14/2025","","Virtual Meeting","Police and Public Safety","Education on Community Violence Intervention programs and reducing gun violence in Portland","Dan Ryan; Steve Novick","Asianique Savage; Emi Doumerc",
"Alliance for a Safe Oregon Action","01/22/2025","","Virtual Meeting","Police and Public Safety","Fund Community Violence Intervention","Mike Myers","Asianique Savage",
"Alliance for a Safe Oregon Action","01/27/2025","","Virtual Meeting","Police and Public Safety","Education on Community Violence Intervention programs and reducing gun violence in Portland","Dunphy, Jamie","Asianique Savage; Emi Doumerc",
"Alliance for a Safe Oregon Action","01/29/2025","","Virtual Meeting","Police and Public Safety","Education on Community Violence Intervention programs and reducing gun violence in Portland","Candace Avalos","Asianique Savage; Emi Doumerc",
"Alliance for a Safe Oregon Action","02/06/2025","","Virtual Meeting","Police and Public Safety","Education on Community Violence Intervention programs and reducing gun violence in Portland","Mitch Green","Asianique Savage; Emi Doumerc",
"Alliance for a Safe Oregon Action","02/07/2025","","Virtual Meeting","Police and Public Safety","Education on Community Violence Intervention programs and reducing gun violence in Portland","Loretta Smith","Emi Doumerc",
"Alliance for a Safe Oregon Action","02/10/2025","","Telephone","Police and Public Safety","Reduce illegal guns in our city","Mike Myers","Jess Marks",
"Alliance for a Safe Oregon Action","02/11/2025","","Virtual Meeting","Police and Public Safety","Build relationships with Community Violence Intervention groups","Mike Myers","Asianique Savage; Jess Marks",
"Alliance for a Safe Oregon Action","02/11/2025","","Virtual Meeting","Police and Public Safety","Education on Community Violence Intervention programs and reducing gun violence in Portland","Elana Pirtle-Guiney,","Asianique Savage; Emi Doumerc; Jess Marks",
"Alliance for a Safe Oregon Action","03/24/2025","","Virtual Meeting","Police and Public Safety","Education on Community Violence Intervention programs and reducing gun violence in Portland; Fund CVI programs.","Sameer Kanal","Asianique Savage",
"Breach Collective","01/10/2025","","Personal Meeting","Environment: natural","Climate policy and council actions regarding Zenith Energy","Steve Novick","Nicholas Caleb",
"Breach Collective","01/10/2025","","Personal Meeting","Environment: natural","City council actions regarding Zenith Energy","Angelita Morillo; Candace Avalos; Jamie Dunphy; Mitch Green; Sameer Kanal; Tiffany Koyama Lane","Nicholas Caleb",
"Breach Collective","01/16/2025","","Personal Meeting","Environment: natural","City council actions regarding Zenith Energy","Mitch Green","Nicholas Caleb",
"Breach Collective","01/16/2025","","Personal Meeting","Environment: natural","Discussion of potential City Council actions regarding Zenith Energy","Angelita Morillo","Nicholas Caleb",
"Breach Collective","01/17/2025","","Telephone","Environment: natural","Discussion about upcoming Zenith Work Session ","Maria Sipin","Nicholas Caleb",
"Breach Collective","01/17/2025","","Email","Environment: natural","Email to all 12 City Councilors about information reported in Street Roots about city attorneys redacting information from public records requests","Angelita Morillo; Candace Avalos; Dan Ryan; Dunphy, Jamie; Elana Pirtle-Guiney,; Eric Zimmerman; Loretta Smith; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Nicholas Caleb",
"Breach Collective","01/17/2025","","Personal Meeting","Environment: natural","Discussion of potential City Council actions regarding Zenith Energy","Elana Pirtle-Guiney,","Nicholas Caleb",
"Breach Collective","01/19/2025","","Telephone","Environment: natural","Discussion of details for upcoming Zenith Work Session, specifically community invited testimony","Maria Sipin","Nicholas Caleb",
"Breach Collective","01/20/2025","","Telephone","Environment: natural","Discussion about upcoming Zenith Work session, including invited community testimony","Mitch Green","Nicholas Caleb",
"Breach Collective","01/21/2025","","Committee Meeting","Environment: natural","Invited testimony at the Zenith Energy Work Session. ","Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney,; Eric Zimmerman; Jamie Dunphy; Keith Wilson; Loretta Smith; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Nicholas Caleb",
"Breach Collective","01/22/2025","","Personal Meeting","Environment: natural","Council actions regarding Zenith Energy, the Critical Energy Infrastructure Hub, and fossil fuel policy more generally. ","Olivia Clark","Nicholas Caleb",
"Breach Collective","01/24/2025","","Email","Environment: natural","Council Actions related to Zenith Energy","Mitch Green","Nicholas Caleb",
"Breach Collective","01/28/2025","","Telephone","Environment: natural","Potential City Council actions regarding Zenith Energy ","Angelita Morillo","Nicholas Caleb",
"Breach Collective","01/29/2025","","Telephone","Environment: natural","Potential City Council Actions regarding Zenith Energy ","Angelita Morillo; Mitch Green","Nicholas Caleb",
"Breach Collective","01/29/2025","","Telephone","Environment: natural","Potential City Council actions regarding Zenith Energy","Mitch Green","Nicholas Caleb",
"Breach Collective","01/30/2025","","Email","Environment: natural","Letter to all 12 City Councilors following up on the Jan. 21, 2025 Zenith Energy work session and arguments about the need for unbiased decisions about Zenith and Comp Plan incompatibility.","Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney,; Eric Zimmerman; Jamie Dunphy; Loretta Smith; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Nicholas Caleb",
"Breach Collective","01/30/2025","","Telephone","Environment: natural","Discussion about factual issues related to Zenith Energy's operations in Portland","Angelita Morillo","Nicholas Caleb",
"Breach Collective","01/31/2025","","Telephone","Environment: natural","Discussion of potential City Council actions regarding Zenith Energy","Mitch Green","Nicholas Caleb",
"Breach Collective","01/31/2025","","Telephone","Environment: natural","Discussion of potential City Council actions regarding Zenith Energy (2 calls with same topic)","Angelita Morillo","Nicholas Caleb",
"Breach Collective","01/31/2025","","Telephone","Environment: natural","Potential City Council actions regarding Zenith Energy","Maria Sipin","Nicholas Caleb",
"Breach Collective","02/03/2025","","Telephone","Environment: natural","Discussion of potential council actions regarding Zenith Energy (2 calls with the same topic)","Angelita Morillo","Nicholas Caleb",
"Breach Collective","02/03/2025","","Telephone","Environment: natural","Discussion about Zenith Energy and City of Portland Climate Policy","Angelita Morillo","Nicholas Caleb",
"Breach Collective","02/03/2025","","Email","Environment: natural","Letter to PP&D staff (Ken Ray and Kimberly Tallant) about the need for public process in the Zenith LUCS decision.","David Kuhnhausen","Nicholas Caleb",
"Breach Collective","02/04/2025","","Telephone","Environment: natural","Discussion about proposed Zenith Energy resolution; expression of support","Mitch Green","Nicholas Caleb",
"Breach Collective","02/04/2025","","Committee Meeting","Environment: natural","Written Testimony for City Agenda Item 2025-11; opposing appointment of city administrator","Angelita Morillo; Candace Avalos; Dan Ryan; Elana Pirtle-Guiney,; Eric Zimmerman; Jamie Dunphy; Loretta Smith; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Nicholas Caleb",
"Breach Collective","02/10/2025","","Telephone","Environment: natural","Discussion of topics for upcoming Climate, Resilience, and Land Use Committee","Angelita Morillo","Nicholas Caleb",
"Breach Collective","02/10/2025","","Telephone","Environment: natural","Discussion and questions about Zenith Energy resolution ","Mitch Green","Nicholas Caleb",
"Breach Collective","02/12/2025","","Telephone","Environment: natural","Discussion and questions about Zenith Energy resolution (item 2025-070)","Angelita Morillo","Nicholas Caleb",
"Breach Collective","02/13/2025","","Telephone","Environment: natural","Discussion and questions about Zenith Energy resolution (item 2025-070)","Angelita Morillo","Nicholas Caleb",
"Breach Collective","02/14/2025","","Telephone","Environment: natural","Discussion of possible topics for Climate, Resilience, and Land Use Committee","Angelita Morillo","Nicholas Caleb",
"Breach Collective","02/19/2025","","Telephone","Environment: natural","Discussion and questions about Zenith Energy resolution (item 2025-070)","Mitch Green","Nicholas Caleb",
"Breach Collective","02/24/2025","","Email","Environment: natural","Letter to Climate, Resilience, and Land Use Committee about building electrification","Angelita Morillo; Candace Avalos; Dan Ryan; Sameer Kanal; Steve Novick","Danny Noonan",
"Breach Collective","02/25/2025","","Telephone","Environment: natural","Discussion about upcoming Climate, Resilience, and Land Use Committee meeting about renewable fuels","Angelita Morillo","Nicholas Caleb",
"Breach Collective","02/25/2025","","Telephone","Police and Public Safety","Questions about proposal to expand the definition of ""bias"" for the purposes of the police oversight board. ","Sameer Kanal","Nicholas Caleb",
"Breach Collective","02/27/2025","","Personal Meeting","Environment: natural","Discussion about Climate, Resilience, and Land Use committee meeting about renewable fuels","Angelita Morillo","Nicholas Caleb",
"Breach Collective","03/13/2025","","Telephone","Environment: natural","Discussion about the Climate, Resilience, and Land Use Committee meeting that focused on electrification","Angelita Morillo","Nicholas Caleb",
"Breach Collective","03/14/2025","","Telephone","Environment: natural","Discussion and questions about the Zenith accountability resolution (2025-070) and upcoming Critical Energy Infrastructure Hub work session","Mitch Green","Nicholas Caleb",
"Breach Collective","03/25/2025","","Virtual Meeting","Environment: natural","Virtual meeting with Andria Jacobs from BPS about electrification policy at the City of Portland. ","Engstrom, Eric","Danny Noonan; Nicholas Caleb",
"Breach Collective","03/25/2025","","Personal Meeting","Environment: natural","In person meeting with Vivian Satterfield to discuss the role of Chief Sustainability Officer and what that means for climate policymaking at the City of Portland. ","Donnie Oliveira","Nicholas Caleb",
"CareOregon","01/17/2025","","Email","Other: Health Care","Introduction to CareOregon","Keith Wilson","Rachael Wiggins Emory",
"CareOregon","01/29/2025","","Email","Other: Health Care","Introduction to CareOregon","Angelita Morillo; Candace Avalos; Dan Ryan; Dunphy, Jamie; Elana Pirtle-Guiney,; Eric Zimmerman; Loretta Smith; Mitch Green; Olivia Clark; Sameer Kanal; Steve Novick; Tiffany Koyama Lane","Rachael Wiggins Emory",
"CareOregon","02/24/2025","","Personal Meeting","Other: Health Care","Introduction to CareOregon","Angelita Morillo","Jeremiah Rigsby",
"CareOregon","03/04/2025","","Personal Meeting","Other: Health Care","Introduction to CareOregon","Elana Pirtle-Guiney,","Jeremiah Rigsby; Rachael Wiggins Emory",
"CareOregon","03/10/2025","","Personal Meeting","Other: Health Care","Introduction to CareOregon","Steve Novick","Jeremiah Rigsby",
"CareOregon","03/20/2025","","Personal Meeting","Other: Health Care","Introduction to CareOregon","Sameer Kanal","Jeremiah Rigsby",
"CareOregon","03/25/2025","","Email","Fire, Rescue and Emergency Services","CHAT","Sameer Kanal","Jeremiah Rigsby; Rachael Wiggins Emory",
"Columbia Corridor Association","02/19/2025","","Personal Meeting","Business and Economic Development","Need for expanded industrial land supply","Dan Ryan","Alexis Elias",
"Columbia Corridor Association","02/21/2025","","Personal Meeting","Business and Economic Development","attention to Portland economy and city budget","Elana Pirtle-Guiney,","Alexis Elias; Corky Collier; Victor Roehm",
"Friends of PSR","01/12/2025","","Email","Police and Public Safety","Portland Street Response","Angelita Morillo; Candace Avalos; Sameer Kanal","Jackie Yerby",
"Friends of PSR","01/14/2025","","Email","Police and Public Safety","Portland Street Response","Angelita Morillo; Candace Avalos; Sameer Kanal","Jackie Yerby",
"Friends of PSR","01/21/2025","","Virtual Meeting","Police and Public Safety","Portland Street Response","Angelita Morillo; Candace Avalos; Sameer Kanal","Jackie Yerby",
"Friends of PSR","01/22/2025","","Email","Police and Public Safety","Portland Street Response","Keith Wilson","Jackie Yerby",
"Friends of PSR","01/26/2025","","Email","Police and Public Safety","Portland Street Response","Andre Miller; Jamey Evenstar; Lisa Freeman","Jackie Yerby",
"Friends of PSR","02/11/2025","","Email","Police and Public Safety","Portland Street Response","Andre Miller; Jamey Evenstar; Lisa Freeman","Jackie Yerby",
"Friends of PSR","02/18/2025","","Email","Police and Public Safety","Portland Street Response","Andre Miller; Jamey Evenstar; Lisa Freeman","Jackie Yerby",
"Friends of PSR","02/26/2025","","Email","Police and Public Safety","Portland Street Response","Andre Miller; Jamey Evenstar; Lisa Freeman","Jackie Yerby",
"Friends of PSR","02/28/2025","","Email","Police and Public Safety","Portland Street Response","Andre Miller; Jamey Evenstar; Lisa Freeman","Jackie Yerby",
"Friends of PSR","03/03/2025","","Email","Police and Public Safety","Portland Street Response","Andre Miller; Jamey Evenstar; Lisa Freeman","Jackie Yerby",
"Friends of PSR","03/04/2025","","Email","Police and Public Safety","Portland Street Response","Andre Miller; Jamey Evenstar; Lisa Freeman","Jackie Yerby",
"Friends of PSR","03/05/2025","","Personal Meeting","Police and Public Safety","Portland Street Response","Andre Miller; Jamey Evenstar; Lisa Freeman","Jackie Yerby",
"Friends of PSR","03/10/2025","","Email","Police and Public Safety","Portland Street Response","Andre Miller; Jamey Evenstar; Lisa Freeman","Jackie Yerby",
"Friends of PSR","03/18/2025","","Email","Police and Public Safety","Portland Street Response","Andre Miller; Jamey Evenstar; Lisa Freeman","Jackie Yerby",
"Friends of PSR","03/20/2025","","Email","Police and Public Safety","Portland Street Response","Andre Miller; Jamey Evenstar; Lisa Freeman","Jackie Yerby",
"Friends of PSR","03/20/2025","","Email","Police and Public Safety","Portland Street Response","Steve Novick","Jackie Yerby",
"Friends of PSR","03/24/2025","","Virtual Meeting","Police and Public Safety","Portland Street Response","Andre Miller; Jamey Evenstar; Lisa Freeman","Jackie Yerby",
"Friends of PSR","03/31/2025","","Virtual Meeting","Police and Public Safety","Portland Street Response","Andre Miller; Jamey Evenstar; Lisa Freeman","Jackie Yerby",
"Halprin Landscape Conservancy","02/27/2025","","Personal Meeting","Arts and Culture: Keller Restoration","Requested Arts & Economy Committee presentation date","Dan Ryan","Bob Naito; Karen Whitman",
"Halprin Landscape Conservancy","03/03/2025","","Personal Meeting","Arts and Culture: Keller Restoration","Requested Arts & Economy Committee Presentation Date","Olivia Clark","Karen Whitman; Scott Andrews",
"Halprin Landscape Conservancy","03/03/2025","","Personal Meeting","Arts and Culture: Keller Restoration","Requested Arts & Economy Committee Presentation Date","Olivia Clark","Karen Whitman; Scott Andrews",
"Halprin Landscape Conservancy","03/13/2025","","Personal Meeting","Arts and Culture","Request Arts & Economy Committee Presentation","Mitch Green","Bob Naito; Karen Whitman; Scott Andrews",
"James Beard Public Market","02/07/2025","","Email","Business and Economic Development","James Beard Public Market.","Maria Sipin","Amy Ruiz",
"James Beard Public Market","02/12/2025","","Text Message","Business and Economic Development","James Beard Public Market state funding.","Chase, Sam","Amy Ruiz",
"James Beard Public Market","02/12/2025","","Text Message","Business and Economic Development","James Beard Public Market state funding.","Chase, Sam","Amy Ruiz",
"James Beard Public Market","02/13/2025","","Virtual Meeting","Business and Economic Development","James Beard Public Market","Mitch Green","Jessica Elkan",
