"Entity","Contact date","Contact type","Subject","Action of interest","City official(s)","Lobbyist(s)",
"Columbia Corridor Association","02/10/2023","Telephone","Sustainable Development: energy","clarification of statements from Hub Study committee meeting","Schoene, Jillian","Corky Collier",
"Columbia Corridor Association","02/10/2023","Email","Sustainable Development: energy","clarification of statements at hub study committee meeting","Schoene, Jillian","Corky Collier",
"DoorDash, Inc.","01/12/2023","Email","Labor","Matters affecting DashMart","Fitzpatrick, Andrew","Anna Powell",
"Halprin Landscape Conservancy","02/09/2023","Personal Meeting","Other: Current Park Bureau Agreement","Briefing Commissioner's new Assignment Parks and Arts","Ryan, Dan","Bob Naito; Karen Whitman; Scott Andrews",
"Halprin Landscape Conservancy","02/09/2023","Personal Meeting","Other: Current Park Bureau Agreement","Brief Commissioner on mission and work scope of Halprin Landscape Conservancy","Ryan, Dan","Bob Naito; Karen Whitman; Scott Andrews",
"Home Building Association of Greater Portland","01/11/2023","Personal Meeting","Housing and Community Development","Middle Housing Implementation Forum hosted by HBA","Esau, Rebecca; Ghan, Christina; Megan (Elizabeth) Beyer ; Theisen, Terri","Preston Korst",
"Home Building Association of Greater Portland","01/03/2023","Email","Housing and Community Development","middle housing forum invite","Esau, Rebecca; Ghan, Christina; Oliveira, Donald; Rogers, Molly; Warner Chris","Preston Korst",
"Home Building Association of Greater Portland","03/13/2023","Email","Housing and Community Development","follow up items from Middle Housing forum ","Esau, Rebecca; Ghan, Christina; Megan (Elizabeth) Beyer ; Rogers, Molly; Theisen, Terri","Preston Korst",
"Home Building Association of Greater Portland","02/06/2023","Email","Housing and Community Development","HOLTE improvement updates","Guillén-Chapman, Karen; Torres, Kellie","Preston Korst",
"Home Building Association of Greater Portland","02/17/2023","Virtual Meeting","Housing and Community Development","Permit improvement discussion, middle housing follow up","Theisen, Terri","Preston Korst",
"Home Building Association of Greater Portland","02/24/2023","Telephone","Housing and Community Development","HOLTE conversation, unit cap","Ghan, Christina","Preston Korst",
"Home Building Association of Greater Portland","03/01/2023","Virtual Meeting","Housing and Community Development","HOLTE cap conversation","Schoene, Jillian","Preston Korst",
"Home Building Association of Greater Portland","03/17/2023","Virtual Meeting","Housing and Community Development","HOLTE program ","Salazar, Goldann","Preston Korst",
"Home Building Association of Greater Portland","03/14/2023","Personal Meeting","Housing and Community Development","HOLTE program improvements","Ghan, Christina; Rubio, Carmen; Schoene, Jillian","Preston Korst",
"Home Building Association of Greater Portland","03/29/2023","Personal Meeting","Housing and Community Development","SDC deferral proposal, survey review, solar permit improvements, permitting, middle housing","Esau, Rebecca","Preston Korst",
"Home Building Association of Greater Portland","03/23/2023","Personal Meeting","Housing and Community Development","HOTLE program update","Smith, Shah","Preston Korst",
"Home Building Association of Greater Portland","03/07/2023","Email","Housing and Community Development","HOLTE regulations, unit caps","Rogers, Molly","Preston Korst",
"Home Building Association of Greater Portland","03/29/2023","Email","Housing and Community Development","BuildRight Conference","Esau, Rebecca; Oliveira, Donald; Uchiyama, Dawn","Preston Korst",
"Morgan Stanley & Co. LLC","01/19/2023","Virtual Meeting","Financial Administration and Management","Market update; debt opportunities; offer bond underwriting services.","Gierach, Matthew","Esther Berg; Margaret Backstrom",
"Morgan Stanley & Co. LLC","03/24/2023","Email","Financial Administration and Management","Market update; debt opportunities; offer bond underwriting services.","Gierach, Matthew","Esther Berg; Margaret Backstrom",
"Oregon Museum of Science and Industry ","03/06/2023","Virtual Meeting","Transportation: streets, sidewalks and street lighting","OMSI Redevelopment","Wasiak, Tara","Dan Bates; Erin Graham; Preston Greene",
"Oregon Museum of Science and Industry ","02/07/2023","Email","Transportation: streets, sidewalks and street lighting","OMSI Redevelopment","Wasiak, Tara","Rachael Wiggins Emory",
"Oregon Museum of Science and Industry ","01/17/2023","Email","Development Services","OMSI redevelopment ","Gonzalez, Rene","Rachael Wiggins Emory",
"Oregon Museum of Science and Industry ","01/28/2023","Email","Development Services","OMSI Redevelopment","Galvez Mora, Grace","Rachael Wiggins Emory",
"Oregon Museum of Science and Industry ","03/06/2023","Personal Meeting","Development Services","OMSI Redevelopment ","Gonzalez, Rene; Miller, Tom; Smith, Shah","Erin Graham; Preston Greene; Rachael Wiggins Emory",
"Oregon Museum of Science and Industry ","01/04/2023","Email","Development Services","OMSI Redevelopment","Guillen-Chapman, Karen","Erin Graham",
"Oregon Smart Growth","03/27/2023","Email","Development Services","SDC Deferral","Esau, Rebecca","Amy Ruiz",
"Oregon Smart Growth","03/28/2023","Email","Development Services","SDC Deferral","Esau, Rebecca","Amy Ruiz",
"Oregon Smart Growth","03/15/2023","Email","Development Services","Office to Housing Conversion council testimony","Fitzpatrick, Andrew; Megan (Elizabeth) Beyer ","Amy Ruiz",
"Oregon Symphony","01/09/2023","Personal Meeting","Arts and Culture","Venues","Mapps, Mingus; Meyer, Katie","Scott Showalter",
"Oregon Symphony","01/10/2023","Personal Meeting","Arts and Culture","Venues","Lee, Bobby","Scott Showalter",
"Oregon Symphony","01/20/2023","Email","Arts and Culture","venues","Jones Darion; McHugh, Thomas","Amy Ruiz; Erik Sten",
"Oregon Symphony","01/26/2023","Virtual Meeting","Arts and Culture","venues","Jones Darion; McHugh, Thomas","Amy Ruiz; Erik Sten",
"Oregon Symphony","01/30/2023","Personal Meeting","Arts and Culture","venues","Jones Darion; Ryan, Dan","Alex Blosser; Scott Showalter",
"Oregon Symphony","02/09/2023","Virtual Meeting","Arts and Culture","venues","Jones Darion","Amy Ruiz; Erik Sten",
"Oregon Symphony","03/27/2023","Virtual Meeting","Arts and Culture","venues","Jones Darion","Amy Ruiz; Erik Sten",
"Oregon Symphony","03/24/2023","Telephone","Arts and Culture","venues","Jones Darion","Amy Ruiz",
"Portland Business Alliance","01/03/2023","Email","Other: Scheduling","Board retreat scheduling with Mayor's office. ","Fitzpatrick, Andrew","Andrew Hoan",
"Portland Business Alliance","01/24/2023","Email","Business and Economic Development","Invitation to annual State of the Economy for regional elected officials. ","Fitzpatrick, Andrew; Gonzalez, Rene; Lee, Bobby; Mapps, Mingus; McHugh, Thomas; Meyer, Katie; Rubio, Carmen; Ryan, Dan; Schoene, Jillian; Smith, Shah; Torres, Kellie; Wheeler, Ted","Andrew Hoan; Jon Isaacs; Meikelo Cabbage",
"Portland Business Alliance","02/09/2023","Email","Business and Economic Development","Reminder invitation to attend annual State of the Economy elected official briefing. ","Fitzpatrick, Andrew; Gonzalez, Rene; Lee, Bobby; Mapps, Mingus; McHugh, Thomas; Meyer, Katie; Rubio, Carmen; Ryan, Dan; Schoene, Jillian; Smith, Shah; Torres, Kellie; Wheeler, Ted","Andrew Hoan; Jon Isaacs; Meikelo Cabbage",
"Portland Business Alliance","02/22/2023","Email","Business and Economic Development","Scheduling a meeting concerning downtown issues, including Morrison Bridge. ","Lee, Bobby; Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","02/24/2023","Email","Business and Economic Development","Transmission of the State of the Economy, Central City and polling, along with recommendations.","Gonzalez, Rene; Mapps, Mingus; Meyer, Katie; Rubio, Carmen; Ryan, Dan; Schoene, Jillian; Smith, Shah; Torres, Kellie; Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","01/30/2023","Email","Business and Economic Development","Invitation to Portland and Seattle trip to Washington DC","Fitzpatrick, Andrew; Gonzalez, Rene; Lee, Bobby; Mapps, Mingus; McHugh, Thomas; Meyer, Katie; Rubio, Carmen; Ryan, Dan; Schoene, Jillian; Smith, Shah; Torres, Kellie; Wheeler, Ted","Andrew Hoan; Jon Isaacs; Meikelo Cabbage",
"Portland Business Alliance","03/02/2023","Email","Business and Economic Development","Scheduling details and registration. ","Lee, Bobby; Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","03/24/2023","Email","Business and Economic Development","Analysis of capital gains tax.  ","Lannom, Thomas","Andrew Hoan",
"Portland Business Alliance","03/20/2023","Email","Business and Economic Development","Request for logos in support of WNBA efforts. Coalition building request. ","Branam, Kimberly","Andrew Hoan",
"Portland Business Alliance","01/13/2023","Email","Business and Economic Development","State of Sport meeting request ","Branam, Kimberly","Andrew Hoan",
"Portland Business Alliance","01/13/2023","Email","Business and Economic Development","State of Sport meeting request ","Branam, Kimberly","Andrew Hoan",
"Portland Business Alliance","01/13/2023","Email","Business and Economic Development","State of Sport meeting request ","Branam, Kimberly","Andrew Hoan",
"Portland Business Alliance","02/14/2023","Email","Business and Economic Development","State of Sport reminder","Branam, Kimberly","Andrew Hoan",
"Portland Business Alliance","03/03/2023","Telephone","Business and Economic Development","Discussed general economic outlook and action items on Portland's economic strategy. ","Branam, Kimberly","Andrew Hoan",
"Portland Business Alliance","03/17/2023","Email","Business and Economic Development","Requesting logo and testimony support for State of Sport ","Branam, Kimberly","Andrew Hoan",
"Portland Business Alliance","03/20/2023","Email","Business and Economic Development","Responding to a request for feedback","Branam, Kimberly","Andrew Hoan",
"Portland Business Alliance","03/23/2023","Email","Business and Economic Development","Providing final one-pager and hearing details and general updates on State of Sport.","Branam, Kimberly","Andrew Hoan",
"Portland Business Alliance","02/17/2023","Personal Meeting","Business and Economic Development","Provision of voter sentiment, economic update and policy recommendations.","Fitzpatrick, Andrew; Gonzalez, Rene; McHugh, Thomas; Meyer, Katie; Rubio, Carmen; Ryan, Dan; Schoene, Jillian; Smith, Shah; Torres, Kellie; Wheeler, Ted","Andrew Hoan; Jay Clark; Jon Isaacs; Meikelo Cabbage",
"Portland Business Alliance","02/23/2023","Virtual Meeting","Business and Economic Development","Downtown Stakeholders support for service hub locations
","Eric Zimmerman; Lee, Bobby; Wheeler, Ted","Andrew Hoan; Jon Isaacs; Mark Wells",
"Portland Business Alliance","01/12/2023","Telephone","Business and Economic Development","Washington DC trip discussion","Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","02/16/2023","Telephone","Business and Economic Development","Downtown reactivation discussion","Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","02/24/2023","Telephone","Business and Economic Development","Follow up meeting on downtown reactivations. ","Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","02/15/2023","Telephone","Business and Economic Development","Preparation call for Downtown meeting
","Lee, Bobby","Andrew Hoan",
"Portland Business Alliance","02/21/2023","Email","Business and Economic Development","Mayors office requesting more information on retail crime advocacy","Lee, Bobby","Andrew Hoan",
"Portland Business Alliance","02/24/2023","Email","Business and Economic Development","Follow up on service hub with discussion on trip to LA
","Lee, Bobby","Andrew Hoan",
"Portland Business Alliance","03/06/2023","Email","Business and Economic Development","Follow up on service hub with discussion on current conditions
","Lee, Bobby","Andrew Hoan",
"Portland Business Alliance","03/24/2023","Telephone","Business and Economic Development","Revenue bureau receipt of memo, called to discuss receipt of memo from Perkins and any questions.
","Lannom, Thomas","Andrew Hoan",
"Portland Business Alliance","03/21/2023","Telephone","Business and Economic Development","Discussed the review of the Prosper strategy 
","Branam, Kimberly","Andrew Hoan",
"Portland Business Alliance","03/22/2023","Telephone","Business and Economic Development","Follow up and finished previous economic strategy conversation","Branam, Kimberly","Andrew Hoan",
"Portland Business Alliance","01/05/2023","Telephone","Business and Economic Development","Downtown revitalization, discuss support for Mayor and council's plan for service hubs
","Adams, Sam","Andrew Hoan",
"Portland Business Alliance","03/24/2023","Telephone","Business and Economic Development","Discussed various downtown Parks issues
","Ryan, Dan; Torres, Kellie","Andrew Hoan",
"Portland Business Alliance","03/02/2023","Virtual Meeting","Business and Economic Development","Discussed downtown reactivation and service hub
","Eric Zimmerman","Andrew Hoan; Jon Isaacs; Meikelo Cabbage",
"Portland Business Alliance","03/17/2023","Personal Meeting","Business and Economic Development","Discussion of current conditions of the downtown parks","Ryan, Dan","Andrew Hoan",
"Portland Business Alliance","03/01/2023","Text Message","Business and Economic Development","Downtown economic revitalization
","Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","02/16/2023","Text Message","Business and Economic Development","Washington DC trip details ","Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","03/20/2023","Text Message","Business and Economic Development","Contact information with new bureau for safe rest and service hubs","Ryan, Dan","Andrew Hoan",
"Portland Business Alliance","03/27/2023","Text Message","Business and Economic Development","Request for campaign discussion for Children's Levy renewal
","Ryan, Dan","Andrew Hoan",
"Portland Business Alliance","01/10/2023","Email","Business and Economic Development","Housing discussion","Fitzpatrick, Andrew","Jon Isaacs",
"Portland Business Alliance","01/10/2023","Email","Business and Economic Development","Housing discussion follow up. ","Fitzpatrick, Andrew","Jon Isaacs",
"Portland Business Alliance","01/11/2023","Email","Business and Economic Development","Housing discussion follow up. ","Fitzpatrick, Andrew","Jon Isaacs",
"Portland Business Alliance","01/11/2023","Email","Business and Economic Development","Scheduling ","Oliveira, Donald","Jon Isaacs",
"Portland Business Alliance","01/11/2023","Email","Business and Economic Development","Climate policy","Oliveira, Donald","Jon Isaacs",
"Portland Business Alliance","01/18/2023","Email","Business and Economic Development","Healthy Business Program","Meyer, Katie","Jon Isaacs",
"Portland Business Alliance","01/18/2023","Email","Business and Economic Development","Scheduling","McHugh, Thomas","Jon Isaacs",
"Portland Business Alliance","01/18/2023","Email","Business and Economic Development","Scheduling","Smith, Shah","Jon Isaacs",
"Portland Business Alliance","01/23/2023","Email","Business and Economic Development","Scheduling","McHugh, Thomas","Jon Isaacs",
"Portland Business Alliance","01/23/2023","Email","Business and Economic Development","Parks discussion","McHugh, Thomas","Jon Isaacs",
"Portland Business Alliance","01/24/2023","Email","Business and Economic Development","Scheduling.","Fitzpatrick, Andrew","Jon Isaacs",
"Portland Business Alliance","01/24/2023","Email","Business and Economic Development","Restaurant permitting. ","Esau, Rebecca; Miller, Tom; Schoene, Jillian","Jon Isaacs",
"Portland Business Alliance","01/26/2023","Email","Business and Economic Development","Housing discussion.","Fitzpatrick, Andrew","Jon Isaacs",
"Portland Business Alliance","01/30/2023","Email","Business and Economic Development","Econ. development.","Fitzpatrick, Andrew","Jon Isaacs",
"Portland Business Alliance","01/30/2023","Email","Business and Economic Development","Scheduling","Schoene, Jillian","Jon Isaacs",
"Portland Business Alliance","01/31/2023","Email","Business and Economic Development","Housing legislation.","Fitzpatrick, Andrew","Jon Isaacs",
"Portland Business Alliance","01/31/2023","Email","Business and Economic Development","Healthy Business Program","Carney, Shannon","Jon Isaacs",
"Portland Business Alliance","01/31/2023","Email","Business and Economic Development","Econ. development. ","Branam, Kimberly","Jon Isaacs",
"Portland Business Alliance","02/01/2023","Email","Business and Economic Development","Scheduling.","Carney, Shannon","Jon Isaacs",
"Portland Business Alliance","02/01/2023","Email","Business and Economic Development","Scheduling.","Miller, Tom","Jon Isaacs",
"Portland Business Alliance","02/01/2023","Email","Business and Economic Development","Scheduling","Eric Zimmerman","Jon Isaacs",
"Portland Business Alliance","02/06/2023","Email","Business and Economic Development","Econ. development. ","Fitzpatrick, Andrew","Jon Isaacs",
"Portland Business Alliance","02/06/2023","Email","Business and Economic Development","Econ. development","Schoene, Jillian","Jon Isaacs",
"Portland Business Alliance","02/07/2023","Email","Business and Economic Development","Restaurant permitting ","Schoene, Jillian","Jon Isaacs",
"Portland Business Alliance","02/07/2023","Email","Business and Economic Development","Restaurant permitting","Smith, Shah","Jon Isaacs",
"Portland Business Alliance","02/08/2023","Email","Business and Economic Development","Scheduling","Carney, Shannon","Jon Isaacs",
"Portland Business Alliance","02/08/2023","Email","Business and Economic Development","Healthy Business Program","Carney, Shannon; Meyer, Katie","Jon Isaacs",
"Portland Business Alliance","02/22/2023","Email","Business and Economic Development","Downtown recovery","Eric Zimmerman","Jon Isaacs",
"Portland Business Alliance","02/24/2023","Email","Business and Economic Development","Housing legislation","Fitzpatrick, Andrew; Ghan, Christina","Jon Isaacs",
"Portland Business Alliance","02/28/2023","Email","Business and Economic Development","Healthy Business Program","Carney, Shannon","Jon Isaacs",
"Portland Business Alliance","02/28/2023","Email","Business and Economic Development","Healthy Business Program","Carney, Shannon","Jon Isaacs",
"Portland Business Alliance","02/28/2023","Email","Business and Economic Development","Healthy Business Program","Carney, Shannon","Jon Isaacs",
"Portland Business Alliance","03/02/2023","Email","Business and Economic Development","Housing legislation","Fitzpatrick, Andrew","Jon Isaacs",
"Portland Business Alliance","03/07/2023","Email","Business and Economic Development","Downtown recovery","Eric Zimmerman","Jon Isaacs",
"Portland Business Alliance","03/08/2023","Email","Business and Economic Development","Climate discussion","Oliveira, Donald; Schoene, Jillian","Jon Isaacs",
"Portland Business Alliance","03/09/2023","Email","Business and Economic Development","Parks legislation","Ryan, Dan; Torres, Kellie","Jon Isaacs",
"Portland Business Alliance","03/09/2023","Email","Business and Economic Development","Housing, econ. development","Ghan, Christina; Schoene, Jillian","Jon Isaacs",
"Portland Business Alliance","03/09/2023","Email","Business and Economic Development","Parks legislation","McHugh, Thomas; Souede, Jill","Jon Isaacs",
"Portland Business Alliance","03/09/2023","Email","Business and Economic Development","Housing legislation","Fitzpatrick, Andrew; Salazar, Goldann","Jon Isaacs",
"Portland Business Alliance","03/16/2023","Email","Business and Economic Development","Sanctioned campsites discussion","Brocker-Knapp, Skyler; Fitzpatrick, Andrew","Jon Isaacs",
"Portland Business Alliance","03/19/2023","Email","Business and Economic Development","Public safety ","Eric Zimmerman; Fitzpatrick, Andrew; Howard, Stephanie","Jon Isaacs",
"Portland Business Alliance","03/20/2023","Email","Business and Economic Development","Scheduling","Meyer, Katie","Jon Isaacs",
"Portland Business Alliance","03/22/2023","Email","Business and Economic Development","Scheduling","Souede, Jill","Jon Isaacs",
"Portland Business Alliance","01/10/2023","Personal Meeting","Business and Economic Development","Downtown recovery conversation","Eric Zimmerman","Jon Isaacs",
"Portland Business Alliance","01/26/2023","Personal Meeting","Business and Economic Development","Public safety","Smith, Shah","Jon Isaacs",
"Portland Business Alliance","01/26/2023","Personal Meeting","Business and Economic Development","Parks discussion","McHugh, Thomas","Jon Isaacs",
"Portland Business Alliance","02/01/2023","Personal Meeting","Business and Economic Development","Housing legislation","Fitzpatrick, Andrew","Jon Isaacs",
"Portland Business Alliance","02/06/2023","Virtual Meeting","Business and Economic Development","Econ development ","Branam, Kimberly","Jon Isaacs",
"Portland Business Alliance","02/07/2023","Personal Meeting","Business and Economic Development","Downtown recovery ","Eric Zimmerman","Jon Isaacs",
"Portland Business Alliance","02/07/2023","Personal Meeting","Business and Economic Development","Healthy Business program","Meyer, Katie","Jon Isaacs",
"Portland Business Alliance","02/09/2023","Virtual Meeting","Business and Economic Development","Public Safety ","Eric Zimmerman; Miller, Tom","Jon Isaacs",
"Portland Business Alliance","02/15/2023","Virtual Meeting","Business and Economic Development","Downtown recovery","Eric Zimmerman","Jon Isaacs",
"Portland Business Alliance","03/01/2023","Virtual Meeting","Business and Economic Development","Downtown recovery","Eric Zimmerman","Jon Isaacs",
"Portland Business Alliance","03/02/2023","Virtual Meeting","Business and Economic Development","Shelter siting ","Eric Zimmerman","Jon Isaacs",
"Portland Business Alliance","03/03/2023","Personal Meeting","Business and Economic Development","Climate discussion","Oliveira, Donald","Jon Isaacs",
"Portland Business Alliance","03/07/2023","Virtual Meeting","Business and Economic Development","Downtown recovery","Eric Zimmerman","Jon Isaacs",
"Portland Business Alliance","03/10/2023","Virtual Meeting","Business and Economic Development","Public safety","Eric Zimmerman; Fitzpatrick, Andrew","Jon Isaacs",
"Portland Business Alliance","03/14/2023","Virtual Meeting","Business and Economic Development","Safe Rest Villages","Torres, Kellie","Jon Isaacs",
"Portland Business Alliance","03/16/2023","Personal Meeting","Business and Economic Development","Quarterly meeting","Lovell, Chuck","Andrew Hoan; Jay Clark; Jon Isaacs; Mark Wells; Meikelo Cabbage; Steve Wytcherley; Sydney Mead",
"Portland Business Alliance","03/21/2023","Virtual Meeting","Business and Economic Development","Quarterly meeting","Mapps, Mingus; Meyer, Katie","Andrew Hoan; Jay Clark; Jon Isaacs; Mark Wells; Meikelo Cabbage; Steve Wytcherley; Sydney Mead",
"Portland Business Alliance","03/23/2023","Virtual Meeting","Business and Economic Development","Shelter siting","Brocker-Knapp, Skyler; Eric Zimmerman; Fitzpatrick, Andrew","Jon Isaacs",
"Portland Business Alliance","03/24/2023","Personal Meeting","Business and Economic Development","Children's Levy Renewal presentation","Ryan, Dan; Torres, Kellie","Andrew Hoan; Jay Clark; Jon Isaacs; Meikelo Cabbage",
"Portland Business Alliance","01/10/2023","Telephone","Business and Economic Development","Intergovernmental relations","Lee, Bobby","Jon Isaacs",
"Portland Business Alliance","01/16/2023","Telephone","Business and Economic Development","Healthy Business program ","Schoene, Jillian","Jon Isaacs",
"Portland Business Alliance","01/16/2023","Telephone","Business and Economic Development","Healthy Business program ","Schoene, Jillian","Jon Isaacs",
"Portland Business Alliance","02/06/2023","Text Message","Business and Economic Development","Econ. Development","Schoene, Jillian","Jon Isaacs",
"Portland Business Alliance","01/04/2023","Personal Meeting","Business and Economic Development","Econ. development","Schoene, Jillian","Jon Isaacs",
"Portland Business Alliance","01/18/2023","Telephone","Business and Economic Development","Econ. development","Schoene, Jillian","Jon Isaacs",
"Portland Business Alliance","02/15/2023","Telephone","Business and Economic Development","Public Safety","Smith, Shah","Jon Isaacs",
"Portland Business Alliance","01/30/2023","Text Message","Business and Economic Development","Scheduling","Smith, Shah","Jon Isaacs",
"Portland Business Alliance","01/26/2023","Personal Meeting","Business and Economic Development","Public safety","Smith, Shah","Jon Isaacs",
"Portland Business Alliance","03/14/2023","Text Message","Business and Economic Development","Safe Rest Villages","McHugh, Thomas","Jon Isaacs",
"Portland Business Alliance","02/28/2023","Text Message","Business and Economic Development","Charter reform","McHugh, Thomas","Jon Isaacs",
"Portland Business Alliance","02/28/2023","Telephone","Business and Economic Development","Charter reform ","McHugh, Thomas","Jon Isaacs",
"Portland Business Alliance","01/18/2023","Telephone","Business and Economic Development","Safe Rest Villages ","McHugh, Thomas","Jon Isaacs",
"Portland Business Alliance","03/16/2023","Text Message","Business and Economic Development","Climate discussion","Oliveira, Donald","Jon Isaacs",
"Portland Business Alliance","02/10/2023","Text Message","Business and Economic Development","Climate discussion","Oliveira, Donald","Jon Isaacs",
"Portland Business Alliance","01/09/2023","Telephone","Business and Economic Development","Climate discussion","Oliveira, Donald","Jon Isaacs",
"Portland Business Alliance","01/13/2023","Text Message","Business and Economic Development","Public Safety","Adams, Sam","Jon Isaacs",
"Portland Business Alliance","01/03/2023","Text Message","Business and Economic Development","Scheduling","Fitzpatrick, Andrew","Jon Isaacs",
"Portland Business Alliance","01/04/2023","Personal Meeting","Business and Economic Development","Econ. development ","Fitzpatrick, Andrew","Jon Isaacs",
