"Entity","Contact date","Contact type","Subject","Action of interest","City official(s)","Lobbyist(s)",
"Beam Development & Colas Development","08/15/2024","Text Message","Arts and Culture","Central Eastside venue","Branam, Kimberly","Amy Ruiz",
"Beam Development & Colas Development","08/21/2024","Telephone","Arts and Culture","Central Eastside venue","Smith, Shah","Amy Ruiz",
"Beam Development & Colas Development","09/10/2024","Text Message","Arts and Culture","Central Eastside venue","Robert Fitzpatrick","Amy Ruiz",
"Beam Development & Colas Development","09/17/2024","Telephone","Arts and Culture","Central Eastside venue","Branam, Kimberly","Amy Ruiz",
"Beam Development & Colas Development","09/17/2024","Telephone","Arts and Culture","Central Eastside venue","Cynthia Castro","Amy Ruiz",
"Beam Development & Colas Development","09/17/2024","Telephone","Arts and Culture","Central Eastside venue","Robert Fitzpatrick","Amy Ruiz",
"Beam Development & Colas Development","09/17/2024","Telephone","Arts and Culture","Central Eastside venue","Robert Fitzpatrick","Amy Ruiz",
"Beam Development & Colas Development","09/17/2024","Telephone","Arts and Culture","Central Eastside venue","McHugh, Thomas","Amy Ruiz",
"Beam Development & Colas Development","09/17/2024","Telephone","Arts and Culture","Central Eastside venue","Rodriguez, Michelle","Amy Ruiz",
"Beam Development & Colas Development","09/17/2024","Text Message","Arts and Culture","Central Eastside venue","Rodriguez, Michelle","Amy Ruiz",
"Beam Development & Colas Development","09/17/2024","Telephone","Arts and Culture","Central Eastside venue","Smith, Shah","Amy Ruiz",
"Beam Development & Colas Development","09/17/2024","Telephone","Arts and Culture","Central Eastside venue","Smith, Shah","Amy Ruiz",
"Beam Development & Colas Development","09/17/2024","Email","Arts and Culture","Central Eastside venue","McHugh, Thomas","Amy Ruiz",
"Beam Development & Colas Development","09/18/2024","Telephone","Arts and Culture","Central Eastside venue","Robert Fitzpatrick","Amy Ruiz",
"Beam Development & Colas Development","09/18/2024","Telephone","Arts and Culture","Central Eastside venue","McHugh, Thomas","Amy Ruiz",
"Beam Development & Colas Development","09/18/2024","Email","Arts and Culture","Central Eastside venue","Christina Ghan; McHugh, Thomas; Robert Fitzpatrick; Rodriguez, Michelle; Schoene, Jillian; Smith, Shah","Amy Ruiz",
"Beam Development & Colas Development","09/19/2024","Text Message","Arts and Culture","Central Eastside venue","Robert Fitzpatrick","Amy Ruiz",
"Beam Development & Colas Development","09/19/2024","Text Message","Arts and Culture","Central Eastside venue","McHugh, Thomas","Amy Ruiz",
"Beam Development & Colas Development","09/19/2024","Text Message","Arts and Culture","Central Eastside venue","Rodriguez, Michelle","Amy Ruiz",
"Beam Development & Colas Development","09/19/2024","Text Message","Arts and Culture","Central Eastside venue","Schoene, Jillian","Amy Ruiz",
"Beam Development & Colas Development","09/19/2024","Text Message","Arts and Culture","Central Eastside venue","Smith, Shah","Amy Ruiz",
"Beam Development & Colas Development","09/06/2024","Text Message","Development Services","Central Eastside venue conditional use review","Ryan, Dan","Andrew Colas",
"Beam Development & Colas Development","09/06/2024","Text Message","Development Services","Central Eastside venue conditional use review","Schoene, Jillian","Andrew Colas",
"Beam Development & Colas Development","09/09/2024","Personal Meeting","Development Services","Central Eastside venue conditional use review","Smith, Shah","Andrew Colas",
"Beam Development & Colas Development","09/05/2024","Virtual Meeting","Development Services","Central Eastside venue conditional use review","Branam, Kimberly","Andrew Colas",
"Beam Development & Colas Development","08/14/2024","Telephone","Arts and Culture","Central Eastside venue conditional use review decision","Branam, Kimberly","Amy Ruiz",
"Beam Development & Colas Development","09/17/2024","Telephone","Arts and Culture","Beam & Colas Land Use appeal","Schoene, Jillian","Kari Chisholm",
"Columbia Corridor Association","07/17/2024","Personal Meeting","Business and Economic Development","deputy administrator public forum","Oliveira, Donald","Corky Collier",
"Columbia Corridor Association","07/19/2024","Email","Urban Renewal","Parkrose TIF decision","Branam, Kimberly","Corky Collier",
"Columbia Corridor Association","07/22/2024","Telephone","Business and Economic Development","Parkrose TIF district options to move forward","Branam, Kimberly","Corky Collier",
"Columbia Corridor Association","07/22/2024","Email","Other: arranging a meeting","setting up meeting for August 13","Schoene, Jillian","Corky Collier",
"Columbia Corridor Association","08/13/2024","Email","Transportation: streets, sidewalks and street lighting","requesting a meeting regarding Willamette Blvd","Williams, Millicent","Corky Collier",
"Columbia Corridor Association","09/30/2024","Personal Meeting","Urban Renewal","Prosper Portland assistance with industrial symbiosis.","Shea Flaherty Betin","Corky Collier",
"Columbia Corridor Association","09/30/2024","Personal Meeting","Business and Economic Development","changes at Prosper Portland, new hires.","Shea Flaherty Betin","Corky Collier",
"Monqui Presents","09/19/2024","Email","Development Services","Conditional use permit for Live Nation/Ticketmaster venue. ","Schoene, Jillian","Erik Sten; Marshall Runkel",
"Monqui Presents","09/19/2024","Email","Development Services","Conditional use permit for Live Nation/Ticketmaster venue","Rodriguez, Michelle","Erik Sten; Marshall Runkel",
"Monqui Presents","09/13/2024","Email","Development Services","Conditional use permit for Live Nation/Ticketmaster venue","Rodriguez, Michelle","Erik Sten; Marshall Runkel",
"Monqui Presents","09/03/2024","Email","Development Services","Conditional use permit for Live Nation/Ticketmaster venue.","Lee, Bobby","Erik Sten",
"Monqui Presents","08/27/2024","Email","Development Services","Conditional use permit for Live Nation/Ticketmaster venue","Lee, Bobby","Erik Sten; Marshall Runkel",
"Monqui Presents","09/03/2024","Personal Meeting","Development Services","Conditional use permit for Live Nation/Ticketmaster venue","Robert Fitzpatrick","Marshall Runkel",
"Monqui Presents","08/27/2024","Email","Development Services","Conditional use permit for Live Nation/Ticketmaster venue","Adelina (Maria) Cano Rodriquez","Marshall Runkel",
"Monqui Presents","08/27/2024","Email","Development Services","Conditional use permit for Live Nation/Ticketmaster venue","Monsignac, Nalie (Aravnalie)","Marshall Runkel",
"Monqui Presents","09/19/2024","Email","Development Services","Conditional use permit for Live Nation/Ticketmaster venue","McHugh, Thomas","Erik Sten; Marshall Runkel",
"Monqui Presents","09/06/2024","Email","Development Services","Conditional use permit for Live Nation/Ticketmaster venue.","Weeke, Margaux","Marshall Runkel",
"Monqui Presents","09/10/2024","Personal Meeting","Development Services","Conditional use permit for Live Nation/Ticketmaster venue.","Cynthia Castro; Rodriguez, Michelle","Marshall Runkel",
"Monqui Presents","09/10/2024","Virtual Meeting","Development Services","Conditional use permit for Live Nation/Ticketmaster venue.","Cynthia Castro; Rodriguez, Michelle","Erik Sten",
"Monqui Presents","09/12/2024","Personal Meeting","Development Services","Conditional use permit for Live Nation/Ticketmaster venue.","McHugh, Thomas; Souede, Jill","Marshall Runkel",
"Monqui Presents","09/12/2024","Virtual Meeting","Development Services","Conditional use permit for Live Nation/Ticketmaster venue.","McHugh, Thomas; Souede, Jill","Erik Sten",
"Monqui Presents","09/09/2024","Virtual Meeting","Development Services","Conditional use permit for Live Nation/Ticketmaster venue.","Schoene, Jillian","Erik Sten; Marshall Runkel",
"Oregon Museum of Science and Industry ","07/26/2024","Personal Meeting","Other: Redevelopment","OMSI Project ","Branam, Kimberly","Erin Graham; Preston Greene",
"Oregon Museum of Science and Industry ","08/01/2024","Personal Meeting","Urban Renewal","Central City","Branam, Kimberly","Erin Graham",
"Oregon Museum of Science and Industry ","08/29/2024","Personal Meeting","Other: City Council","Preparing for City Council hearing for OMSI Term Sheet","Branam, Kimberly","Erin Graham",
"Oregon Museum of Science and Industry ","07/26/2024","Email","Other: Parks","Coordinating OMSI Tour including Waterfront Education Park","Schmanski, Sonia","Rachael Wiggins Emory",
"Oregon Smart Growth","07/23/2024","Virtual Meeting","Planning","Housing Production","Christina Ghan","Amy Ruiz",
"Oregon Smart Growth","08/20/2024","Telephone","Planning","Housing Production Strategy","Christina Ghan","Amy Ruiz",
"Oregon Smart Growth","08/06/2024","Text Message","Planning","Housing Production","Christina Ghan","Amy Ruiz",
"Oregon Smart Growth","08/06/2024","Virtual Meeting","Planning","Housing Production strategy","Christina Ghan","Amy Ruiz",
"Oregon Smart Growth","08/23/2024","Text Message","Housing and Community Development","Inclusionary Housing","Christina Ghan","Amy Ruiz",
"Oregon Smart Growth","08/28/2024","Text Message","Planning","Housing Production strategy","Christina Ghan","Amy Ruiz",
"Oregon Smart Growth","08/28/2024","Email","Planning","Housing Production strategy","Christina Ghan; McHugh, Thomas; Robert Fitzpatrick; Rodriguez, Michelle; Schoene, Jillian; Smith, Shah","Amy Ruiz; Tom Rinehart",
"Oregon Symphony","07/01/2024","Email","Arts and Culture","Arlene Schnitzer Concert Hall","Souede, Jill","Isaac Thompson",
"Oregon Symphony","07/01/2024","Email","Arts and Culture","Arlene Schnitzer Concert Hall","Schmanski, Sonia","Isaac Thompson",
"Oregon Symphony","07/29/2024","Email","Arts and Culture","Arlene Schnitzer Concert Hall","Schmanski, Sonia","Isaac Thompson",
"Oregon Symphony","08/07/2024","Personal Meeting","Arts and Culture","Arlene Schnitzer Concert Hall","Schmanski, Sonia","Isaac Thompson",
"Oregon Symphony","08/26/2024","Personal Meeting","Arts and Culture","Arlene Schnitzer Concert Hall","Schmanski, Sonia","Isaac Thompson",
"Oregon Symphony","08/26/2024","Email","Arts and Culture","Arlene Schnitzer Concert Hall","Schmanski, Sonia","Isaac Thompson",
"Oregon Symphony","09/09/2024","Email","Arts and Culture","Arlene Schnitzer Concert Hall","Schmanski, Sonia","Isaac Thompson",
"Oregon Symphony","09/12/2024","Email","Arts and Culture","Arlene Schnitzer Concert Hall","Schmanski, Sonia","Isaac Thompson",
"Oregon Symphony","09/30/2024","Virtual Meeting","Arts and Culture","Arlene Schnitzer Concert Hall","Schmanski, Sonia","Isaac Thompson; Marshall Runkel",
"Portland Business Alliance","08/16/2024","Telephone","Business and Economic Development","Prosper Portland announcement.","Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","08/20/2024","Telephone","Business and Economic Development","Prosper Portland announcement follow-up.","Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","07/18/2024","Telephone","Business and Economic Development","State of the City/Mayor event","Robert Fitzpatrick","Andrew Hoan",
"Portland Business Alliance","07/26/2024","Telephone","Business and Economic Development","Construction issues on Marine Drive.","Robert Fitzpatrick","Andrew Hoan",
"Portland Business Alliance","07/09/2024","Telephone","Business and Economic Development","Construction issues on Marine Drive.","Robert Fitzpatrick","Andrew Hoan",
"Portland Business Alliance","09/17/2024","Telephone","Business and Economic Development","Support for concert venue.","Ryan, Dan","Andrew Hoan",
"Portland Business Alliance","07/31/2024","Telephone","Business and Economic Development","Progress/status of Tax Increment Financing district.","Branam, Kimberly","Andrew Hoan",
"Portland Business Alliance","07/17/2024","Telephone","Business and Economic Development","Downtown Portland Clean & Safe expansion - inclusion of Broadway Corridor. ","Branam, Kimberly","Andrew Hoan",
"Portland Business Alliance","08/01/2024","Telephone","Business and Economic Development","Deflection and sobering center plans. ","Robert Day","Andrew Hoan",
"Portland Business Alliance","08/01/2024","Telephone","Business and Economic Development","Deflection and sobering center plans. ","Robert Day","Andrew Hoan",
"Portland Business Alliance","07/25/2024","Telephone","Business and Economic Development","Deflection and sobering center plans. ","Robert Day","Andrew Hoan",
"Portland Business Alliance","07/11/2024","Telephone","Business and Economic Development","Election violence plans.","Robert Day","Andrew Hoan",
"Portland Business Alliance","07/09/2024","Email","Business and Economic Development","State of the City invitation.","Bowman, Cody","Andrew Hoan",
"Portland Business Alliance","07/12/2024","Email","Business and Economic Development","Festival and events discussion.","Schmanski, Sonia","Andrew Hoan",
"Portland Business Alliance","07/21/2024","Email","Business and Economic Development","Request for meeting. Discussing trade, sister cities, and festivals.","Souede, Jill","Andrew Hoan",
"Portland Business Alliance","07/24/2024","Email","Business and Economic Development","Economic development/Bridge lighting.","Robert Fitzpatrick","Andrew Hoan",
"Portland Business Alliance","07/29/2024","Email","Business and Economic Development","Invitation to Best Practices Trip - Sacramento","Gonzalez, Rene; Mapps, Mingus; Rubio, Carmen; Ryan, Dan; Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","09/05/2024","Email","Business and Economic Development","State of the Economy Alignment","Branam, Kimberly","Andrew Hoan",
"Portland Business Alliance","09/08/2024","Email","Business and Economic Development","Mayoral Debate Forum and State of the City.","Gonzalez, Rene; Mapps, Mingus; Rubio, Carmen; Ryan, Dan; Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","09/08/2024","Email","Business and Economic Development","Mayoral Debate Forum and State of the City.","Gonzalez, Rene; Mapps, Mingus; Rubio, Carmen; Ryan, Dan; Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","09/11/2024","Email","Business and Economic Development","US Bank meeting request. ","Robert Fitzpatrick","Andrew Hoan",
"Portland Business Alliance","09/17/2024","Email","Business and Economic Development","Invitation to Best Practices Trip dinner.","Rubio, Carmen","Andrew Hoan",
"Portland Business Alliance","09/19/2024","Email","Business and Economic Development","3rd and Alder parking garage.","Robert Fitzpatrick","Andrew Hoan",
"Portland Business Alliance","07/20/2024","Personal Meeting","Business and Economic Development","Darcelle XV Park groundbreaking ceremony","Gonzalez, Rene; McHugh, Thomas; Ryan, Dan","Andrew Hoan; Mark Wells; Steve Wytcherley; Sydney Mead",
"Portland Business Alliance","07/23/2024","Personal Meeting","Business and Economic Development","Variety of topics - Sister cities, trade, downtown events. ","Souede, Jill","Andrew Hoan",
"Portland Business Alliance","07/29/2024","Personal Meeting","Business and Economic Development","Discussion regarding Central City Tax Increment Financing district.  ","Branam, Kimberly","Andrew Hoan",
"Portland Business Alliance","07/31/2024","Personal Meeting","Business and Economic Development","Planning discussion, State of the City event. ","Bowman, Cody; Lee, Bobby; Robert Fitzpatrick","Andrew Hoan",
"Portland Business Alliance","09/27/2024","Personal Meeting","Business and Economic Development","Request for improvements and activations around 3rd & Alder parking garage. ","Robert Fitzpatrick; Williams, Millicent","Andrew Hoan",
"Portland Business Alliance","09/10/2024","Personal Meeting","Business and Economic Development","Full-day training within Portland Metro Chamber offices. ","Robert Day","Andrew Hoan",
"Portland Business Alliance","09/15/2024","Personal Meeting","Business and Economic Development","Albina Vision Trust dinner. ","Branam, Kimberly; Mapps, Mingus; Smith, Shah","Andrew Hoan",
"Portland Business Alliance","09/18/2024","Personal Meeting","Business and Economic Development","Best Practices Trip - Pre-briefing","Christina Ghan; Rico Cornwell, Angela; Robert Fitzpatrick","Andrew Hoan",
"Portland Business Alliance","09/19/2024","Personal Meeting","Business and Economic Development","Public-private partnership discussion, US Bank","Robert Fitzpatrick; Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","09/25/2024","Personal Meeting","Business and Economic Development","Kimberly Branam farewell gathering","Branam, Kimberly; Shea Flaherty Betin","Andrew Hoan",
"Portland Business Alliance","09/26/2024","Personal Meeting","Business and Economic Development","Advance Portland Plan; State of the Economy collaboration","Shea Flaherty Betin","Andrew Hoan; Jon Isaacs",
"Portland Business Alliance","09/29/2024","Personal Meeting","Business and Economic Development","Best Practices Trip - Sacramento: 9/29-10/2 Gathering of Portland leaders in Sacramento. ","Christina Ghan; Rico Cornwell, Angela; Robert Fitzpatrick","Andrew Hoan; Jon Isaacs; Mark Wells; Sydney Mead",
"Portland Business Alliance","07/01/2024","Email","Business and Economic Development","Monthly public safety report ","Howard, Stephanie","Mark Wells",
"Portland Business Alliance","07/01/2024","Email","Business and Economic Development","Following up on updated city org chart following government transition. ","Robert Fitzpatrick","Mark Wells",
"Portland Business Alliance","07/07/2024","Email","Business and Economic Development","Received update email regarding city government transition. ","Robert Fitzpatrick","Mark Wells",
"Portland Business Alliance","07/02/2024","Personal Meeting","Business and Economic Development","Mayor and Commissioner Gonzalez at annual Downtown Portland Clean & Safe appreciation event. ","Gonzalez, Rene; Nicholas Coffey; Robert Fitzpatrick; Wheeler, Ted","Mark Wells; Meikelo Cabbage; Steve Wytcherley; Sydney Mead",
"Portland Business Alliance","08/06/2024","Personal Meeting","Business and Economic Development","National Night Out event at Director Park. ","Gonzalez, Rene","Mark Wells; Steve Wytcherley; Sydney Mead",
"Portland Business Alliance","08/06/2024","Personal Meeting","Business and Economic Development","National Night Out event at Director Park. ","Gonzalez, Rene","Mark Wells; Steve Wytcherley; Sydney Mead",
"Portland Business Alliance","08/05/2024","Email","Business and Economic Development","Email regarding 3rd & Alder parking garage potential re-opening.","Robert Fitzpatrick","Mark Wells",
"Portland Business Alliance","08/12/2024","Email","Business and Economic Development","CC'd onto email regarding tent movements.","Smith, Shah","Mark Wells",
"Portland Business Alliance","09/05/2024","Email","Business and Economic Development","Old Town revitalization efforts.","Howard, Stephanie; Robert Fitzpatrick; Thompson, Dakotah","Mark Wells",
"Portland Business Alliance","09/06/2024","Email","Business and Economic Development","CC'd onto email regarding hotel event support.","Brocker-Knapp, Skyler; Robert Fitzpatrick","Mark Wells",
"Portland Business Alliance","09/12/2024","Email","Business and Economic Development","Scheduling meeting with Commissioner Ryan ","McHugh, Thomas","Mark Wells",
"Portland Business Alliance","09/10/2024","Email","Business and Economic Development","CC'd onto email regarding Downtown Portland Clean & Safe expansion and West Side Security District.","Howard, Stephanie; Robert Fitzpatrick; Thompson, Dakotah","Mark Wells",
"Portland Business Alliance","09/10/2024","Email","Business and Economic Development","Quarterly meeting between membership and city Commissioners. ","Andrew Baker; Mapps, Mingus; Rodriguez, Michelle","Andrew Hoan; Jon Isaacs; Mark Wells; Meikelo Cabbage; Steve Wytcherley; Sydney Mead",
"Portland Business Alliance","09/27/2024","Email","Business and Economic Development","Request to meet and discuss a city-hosted Downtown safety forum related to potential unrest surrounding elections. ","Thompson, Dakotah","Mark Wells",
"Portland Business Alliance","07/11/2024","Email","Business and Economic Development","Seeking information regarding deflection center.","Robert Day","Jay Clark",
"Portland Business Alliance","07/04/2024","Telephone","Business and Economic Development","4th of July celebratory message.","Ryan, Dan","Jay Clark",
"Portland Business Alliance","07/03/2024","Email","Business and Economic Development","Coordination around Darcelle XV Groundbreaking ceremony. ","McHugh, Thomas","Steve Wytcherley",
"Portland Business Alliance","07/03/2024","Virtual Meeting","Business and Economic Development","Weekly behavioral health coordination call.","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","07/06/2024","Virtual Meeting","Business and Economic Development","Joint Office of Homeless Services weekly public health call.","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","07/10/2024","Committee Meeting","Business and Economic Development","Weekly Behavioral Health Coordination call. ","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","07/11/2024","Email","Business and Economic Development","Logistical preparation for upcoming public safety forum.","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","07/12/2024","Committee Meeting","Business and Economic Development","Joint Office of Homeless Services weekly public health call","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","07/17/2024","Committee Meeting","Business and Economic Development","Weekly behavioral health coordination call.","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","07/17/2024","Email","Business and Economic Development","Darcelle XV park groundbreaking ceremony coordination.","McHugh, Thomas","Steve Wytcherley",
"Portland Business Alliance","07/19/2024","Email","Business and Economic Development","Street closure concerns.","Thompson, Dakotah","Steve Wytcherley",
"Portland Business Alliance","07/22/2024","Email","Business and Economic Development","Coordinating for upcoming safety forum.","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","07/24/2024","Committee Meeting","Business and Economic Development","Weekly behavioral health call. ","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","09/26/2024","Committee Meeting","Business and Economic Development","Joint Office of Homeless Services weekly call","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","07/29/2024","Email","Business and Economic Development","Safety Forum Preparation - Travel and Logistics
","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","07/31/2024","Committee Meeting","Business and Economic Development","Weekly Behavioral Health Call
","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","08/02/2024","Committee Meeting","Business and Economic Development","JOHS Weekly Public Health Call
","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","08/02/2024","Email","Business and Economic Development","CC'd onto an email thread containing photos of the Darcelle XV Groundbreaking ceremony.","McHugh, Thomas; Ryan, Dan","Steve Wytcherley",
"Portland Business Alliance","08/07/2024","Committee Meeting","Business and Economic Development","Weekly Behavioral Health Call
","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","08/09/2024","Committee Meeting","Business and Economic Development","Joint Office of Homeless Services Weekly Public Health Call
","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","08/10/2024","Committee Meeting","Business and Economic Development","cc'd on email to property owner regarding Darcelle XV Plaza 
","McHugh, Thomas; Ryan, Dan","Steve Wytcherley",
"Portland Business Alliance","08/14/2024","Committee Meeting","Business and Economic Development","Weekly Behavioral Health Call
","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","08/15/2024","Email","Business and Economic Development","Safety Forum Preparation
","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","08/15/2024","Virtual Meeting","Business and Economic Development","Safety Forum Preparation","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","08/16/2024","Committee Meeting","Business and Economic Development","JOHS Weekly Public Health Call","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","08/16/2024","Email","Business and Economic Development","Safety Forum Preparation
","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","08/19/2024","Email","Business and Economic Development","Cc'd on email regarding Darcelle XV Plaza","McHugh, Thomas; Ryan, Dan","Steve Wytcherley",
"Portland Business Alliance","08/19/2024","Email","Business and Economic Development","Safety Forum Preparation
","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","08/21/2024","Committee Meeting","Business and Economic Development","Weekly Behavioral Health Call
","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","08/21/2024","Virtual Meeting","Business and Economic Development","Consulate Visit prep ","Thompson, Dakotah","Steve Wytcherley",
"Portland Business Alliance","08/27/2024","Email","Business and Economic Development","Central City hotel visit by company considering investing in Portland
","Brocker-Knapp, Skyler; Howard, Stephanie; Robert Fitzpatrick; Thompson, Dakotah","Steve Wytcherley",
"Portland Business Alliance","09/04/2024","Virtual Meeting","Business and Economic Development","Weekly Behavioral Health Call
","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","09/05/2024","Email","Business and Economic Development","Hotel Visit by incoming company considering investing in Portland follow-up","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","09/05/2024","Email","Business and Economic Development","Cc'd onto West End Security District email thread
","Robert Fitzpatrick","Steve Wytcherley",
"Portland Business Alliance","09/06/2024","Committee Meeting","Business and Economic Development","Joint Office of Homeless Services Weekly Public Health Call
","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","09/11/2024","Meeting Preparation","Business and Economic Development","Meeting Schedule Changes
","McHugh, Thomas","Steve Wytcherley",
"Portland Business Alliance","09/12/2024","Email","Business and Economic Development","Safety Forum Preparation
","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","09/18/2024","Committee Meeting","Business and Economic Development","Weekly Behavioral Health Call
","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","09/19/2024","Email","Business and Economic Development","Safety Forum Preparation follow up emails","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","09/20/2024","Committee Meeting","Business and Economic Development","Joint Office of Homeless Services Weekly Public Health Call
","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","09/26/2024","Virtual Meeting","Business and Economic Development","Safety Forum Preparation
","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","09/30/2024","Email","Business and Economic Development","Meeting request regarding Darcelle XV Updates 
","Alexa Croft","Steve Wytcherley",
"Portland Business Alliance","09/30/2024","Personal Meeting","Business and Economic Development","Safety Forum Presentation 
","Brocker-Knapp, Skyler","Steve Wytcherley",
"Portland Business Alliance","07/02/2024","Email","Business and Economic Development","""Summer is here, Portland"" campaign, summer events discussion","Ryan, Dan","Sydney Mead",
"Portland Business Alliance","07/19/2024","Email","Business and Economic Development","RFI/host committee discussion, Sundance Festival potential","Robert Fitzpatrick","Sydney Mead",
"Portland Business Alliance","07/19/2024","Email","Business and Economic Development","CrowdStrike Press release","Wheeler, Ted","Sydney Mead",
"Portland Business Alliance","07/25/2024","Email","Business and Economic Development","Regularly scheduled quarterly meeting between PMC membership and Mayor Wheeler.","Lee, Bobby; Robert Fitzpatrick; Wheeler, Ted","Andrew Hoan; Jay Clark; Jon Isaacs; Mark Wells; Meikelo Cabbage; Steve Wytcherley; Sydney Mead",
"Portland Business Alliance","08/01/2024","Virtual Meeting","Business and Economic Development","Central City Tax Increment Financing district discussion.","Robert Fitzpatrick","Sydney Mead",
"Portland Business Alliance","08/12/2024","Email","Business and Economic Development","Downtown recovery, Commercial real estate recruitment","Robert Fitzpatrick","Sydney Mead",
"Portland Business Alliance","08/30/2024","Email","Business and Economic Development","Thank you message - TIF Steering committee","Rubio, Carmen","Sydney Mead",
"Portland Business Alliance","09/04/2024","Email","Business and Economic Development","Citywide grants","Ryan, Dan","Sydney Mead",
"Portland Business Alliance","09/10/2024","Email","Business and Economic Development","Thank you message - Four years of service","Ryan, Dan","Sydney Mead",
