"Entity","Contact date","Contact type","Subject","Action of interest","City official(s)","Lobbyist(s)",
"Living Cully","08/20/2018","Email","Housing and Community Development","manufactured housing park zoning","Dunphy, Jamie","Cameron Herrington",
"Living Cully","08/22/2018","Committee Meeting","Housing and Community Development","manufactured housing park zoning - City Council hearing and vote","Adamsick, Claire; Duhamel, Jamey; Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Plambeck, Michelle; Saltzman, Dan; Wheeler, Ted","Cameron Herrington",
"Living Cully","09/24/2018","Email","Housing and Community Development","Arbor Mobile Home Park","Callahan, Shannon","Cameron Herrington",
"Living Cully","09/25/2018","Email","Housing and Community Development","Arbor Mobile Home Park","Alexander, Cupid","Cameron Herrington",
"Living Cully","09/19/2018","Committee Meeting","Housing and Community Development","Accessory Dwelling Units","Eudaly, Chloe; Runkel, Marshall","Cameron Herrington",
"Lyft, Inc.","07/02/2018","Telephone","Transportation: streets, sidewalks and street lighting","Biketown/Motivate","Chisek, Kyle ","Amy Ruiz",
"Lyft, Inc.","07/02/2018","Email","Transportation: streets, sidewalks and street lighting","Biketown/Motivate","Chisek, Kyle ; Cox, Michael; Henderson, Maurice","Amy Ruiz",
"Lyft, Inc.","07/02/2018","Email","Transportation: streets, sidewalks and street lighting","Biketown/Motivate","Runkel, Marshall","Amy Ruiz",
"Lyft, Inc.","08/08/2018","Personal Meeting","Transportation: streets, sidewalks and street lighting","Biketown/Motivate","Grumm, Matthew; Runkel, Marshall; Warner Chris","Amy Ruiz",
"Lyft, Inc.","08/08/2018","Email","Transportation: streets, sidewalks and street lighting","Biketown/Motivate","Runkel, Marshall; Warner Chris","Amy Ruiz",
"Multifamily NW","07/31/2018","Personal Meeting","Other: Proposed Screening Criteria","Listened and discussed overview of Commissioner Eudaly's applicant screening proposals.","Duhamel, Jamey","Deborah Imse; Nellie deVries",
"Multifamily NW","08/13/2018","Email","Other: Rental Registration Program","Asked for consideration of particular issues during the rule-making process.","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Saltzman, Dan; Wheeler, Ted","Deborah Imse; Nellie deVries",
"Multifamily NW","09/06/2018","Personal Meeting","Other: Proposed screening criteria","Discussed particular issues with the implementation of the proposed screening criteria.","Alexander, Cupid; Valderrama, Andrea","Deborah Imse; Nellie deVries",
"Multifamily NW","09/07/2018","Personal Meeting","Other: Proposed screening criteria","Discussed particular issues with the implementation of the proposed screening criteria.","Dunphy, Jamie","Deborah Imse; Nellie deVries",
"Multifamily NW","09/07/2018","Personal Meeting","Other: Proposed screening criteria","Discussed particular issues with the implementation of the proposed screening criteria.","Saltzman, Dan","Deborah Imse; Nellie deVries",
"Neutron Holdings, Inc dba Lime","09/06/2018","Personal Meeting","Business Licenses","e-scooter sharing pilot in Portland ","Cox, Michael; Runkel, Marshall; Schmanski, Sonia; Warner Chris","Gabriel Scheer; Leonard Bergstein  ",
"Oregon Citizens' Utility Board","07/19/2018","Committee Meeting","Other: water","Meeting of Portland Utility Board","Jordan, Michael; Lofgren, Todd","Janice Thompson",
"Oregon Citizens' Utility Board","07/19/2018","Personal Meeting","Other: Office for Community Technology","Importance of a stronger Office for Community Technology","Runkel, Marshall","Janice Thompson",
"Oregon Citizens' Utility Board","08/02/2018","Personal Meeting","Environment: sewer/storm water","Bureau of Environmental Services budget","Lofgren, Todd","Janice Thompson",
"Oregon Citizens' Utility Board","08/07/2018","Committee Meeting","Other: water","Meeting of Public Utility Board","Lofgren, Todd","Janice Thompson",
"Oregon Citizens' Utility Board","09/04/2018","Committee Meeting","Other: water","Meeting of Public Utility Board","Campuzano, Claudio; Lofgren, Todd","Janice Thompson",
"Oregon Citizens' Utility Board","09/19/2018","Meeting Preparation","Environment: sewer/storm water","CUB support for Bureau of Environmental Services rate study at City Council","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Lofgren, Todd; Wheeler, Ted","Janice Thompson",
"Oregon Citizens' Utility Board","09/27/2018","Personal Meeting","Environment: sewer/storm water","Bureau of Environmental Services and transition of liaison staff in office of Commissioner Fish","Dunphy, Jamie; Lofgren, Todd","Janice Thompson",
"Oregon Citizens' Utility Board","09/27/2018","Personal Meeting","Other: Office for Community Technology","Need for stronger Office for Community Technology and wireless carrier related community benefits","Runkel, Marshall","Janice Thompson; Samuel Pastrick",
"Pacific Northwest Regional Council of Carpenters","07/02/2018","Meeting Preparation","Other: Community Benefit Agreement","Implementing CBA on PDX Harbor Cleanup","Fish, Nick; Schmanski, Sonia","Matt Malmsheimer",
"Pacific Northwest Regional Council of Carpenters","07/02/2018","Personal Meeting","Other: Community Benefit Agreement","Implementing CBA on PDX Harbor Cleanup","Fish, Nick; Schmanski, Sonia","Matt Malmsheimer",
"Pacific Northwest Regional Council of Carpenters","07/26/2018","Email","Other: Community Benefit Agreement","Implementing CBA on PDX Harbor Cleanup","Schmanski, Sonia","Matt Malmsheimer",
"Pacific Northwest Regional Council of Carpenters","07/26/2018","Email","Other: Community Benefit Agreement","Implementing CBA on PDX Capital projects","Cox, Michael","Matt Malmsheimer",
"Pacific Northwest Regional Council of Carpenters","08/16/2018","Meeting Preparation","Other: Community Benefit Agreement","Implementing CBA on PDX Harbor Cleanup","Fish, Nick; Schmanski, Sonia","Matt Malmsheimer",
"Pacific Northwest Regional Council of Carpenters","08/24/2018","Meeting Preparation","Other: Community Benefit Agreement","Implementing CBA on PDX Harbor Cleanup","Fish, Nick; Schmanski, Sonia","Matt Malmsheimer",
"Portland Business Alliance","07/30/2018","Email","Business and Economic Development","Garbage","Arguinzoni, Jennifer ","Lisa Frisch",
"Portland Business Alliance","08/17/2018","Personal Meeting","Business and Economic Development","Check In: Gross Receipts Tax, Unreinforced Masonry, Inclusionary Zoning, Innovation, Municipal Broadband, Bureaus, Recent Protest","Cox, Michael; Wheeler, Ted","Andrew Hoan; Lisa Frisch",
"Portland Business Alliance","07/03/2018","Direct Mail","Business and Economic Development","River Transit","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Saltzman, Dan; Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","07/20/2018","Personal Meeting","Business and Economic Development","Check In: Development, Gross Receipts Tax, Transportation, Bureaus ","Arguinzoni, Jennifer ; Wheeler, Ted","Lynnae Berg; Nathaniel Brown",
"Portland Business Alliance","07/24/2018","Email","Business and Economic Development","O'Bryant Square","Crail, Tim","Marion Haynes",
"Portland Business Alliance","07/25/2018","Direct Mail","Business and Economic Development","Portland Marathon","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Saltzman, Dan; Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","07/30/2018","Email","Business and Economic Development","Garbage","Arguinzoni, Jennifer ","Lisa Frisch",
"Portland Business Alliance","08/23/2018","Personal Meeting","Business and Economic Development","Transit Funding, Central City in Motion","Warner Chris","Marion Haynes",
"Portland Business Alliance","08/30/2018","Personal Meeting","Business and Economic Development","Check In: Bureaus, Unreiforced Masonry, Central City in Motion, Value Pricing","Eudaly, Chloe; Runkel, Marshall","Andrew Hoan; Lisa Frisch; Lynnae Berg; Marion Haynes; Nathaniel Brown",
"Portland Business Alliance","08/30/2018","Email","Business and Economic Development","Garbage","Schmanski, Sonia","Marion Haynes",
"Portland Business Alliance","08/30/2018","Personal Meeting","Business and Economic Development","Central City in Motion","Grumm, Matthew","Marion Haynes",
"Portland Business Alliance","09/05/2018","Personal Meeting","Business and Economic Development","Garbage Coordination","Cox, Michael; Runkel, Marshall; Schmanski, Sonia","Lisa Frisch",
"Portland Business Alliance","09/05/2018","Telephone","Business and Economic Development","Garbage Coordination","Schmanski, Sonia","Lisa Frisch",
"Portland Business Alliance","09/06/2018","Email","Business and Economic Development","Garbage Op-ed","Schmanski, Sonia","Lisa Frisch",
"Portland Business Alliance","09/11/2018","Direct Mail","Business and Economic Development","Unreinforced Masonry","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Saltzman, Dan; Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","09/11/2018","Direct Mail","Business and Economic Development","Plastics","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Saltzman, Dan; Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","09/11/2018","Email","Business and Economic Development","Garbage Op-ed","Schmanski, Sonia","Lisa Frisch",
"Portland Business Alliance","09/17/2018","Email","Business and Economic Development","Garbage Op-ed","Schmanski, Sonia","Lisa Frisch",
"Portland Business Alliance","09/18/2018","Email","Business and Economic Development","Garbage Op-ed","Schmanski, Sonia","Lisa Frisch",
"Portland Business Alliance","09/28/2018","Direct Mail","Business and Economic Development","Bicycle Parking","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Saltzman, Dan; Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","07/16/2018","Email","Business and Economic Development","Meeting Intro","Arguinzoni, Jennifer ","Andrew Hoan",
"Portland Business Alliance","07/16/2018","Email","Business and Economic Development","Meeting Intro","Arguinzoni, Jennifer ","Andrew Hoan",
"Portland Business Alliance","07/18/2018","Personal Meeting","Business and Economic Development","Meeting Intro","Arguinzoni, Jennifer ; Cox, Michael","Andrew Hoan",
"Portland Business Alliance","07/18/2018","Telephone","Business and Economic Development","Downtown Livability","Arguinzoni, Jennifer ","Andrew Hoan",
"Portland Business Alliance","08/20/2018","Personal Meeting","Business and Economic Development","Check In: Bureaus, O'Bryant Square, Protests, Unreiforced Masonry","Crail, Tim; Fritz, Amanda","Andrew Hoan; Lisa Frisch; Marion Haynes; Nathaniel Brown",
"Portland Diamond Project","09/20/2018","Personal Meeting","Business and Economic Development","Project briefing","Fish, Nick","Gary Oxley",
"Portland Diamond Project","08/08/2018","Personal Meeting","Business and Economic Development","Project Update","Wheeler, Ted","Evyan Andries; Gary Oxley",
"Portland Diamond Project","08/07/2018","Personal Meeting","Business and Economic Development","Project briefing.","Fish, Nick","Gary Oxley",
"Portland Diamond Project","08/03/2018","Personal Meeting","Business and Economic Development","Project update","Wheeler, Ted","Gary Oxley",
"Portland Diamond Project","08/20/2018","Personal Meeting","Business and Economic Development","Current Status update","Saltzman, Dan","Evyan Andries; Gary Oxley",
"Portland Diamond Project","08/09/2018","Personal Meeting","Business and Economic Development","Current status briefing","Rinehart, Tom","Evyan Andries; Gary Oxley",
"Portland Diamond Project","08/17/2018","Personal Meeting","Business and Economic Development","Project update","Arguinzoni, Jennifer ; Fish, Nick","Gary Oxley",
"Portland State University","08/07/2018","Personal Meeting","Education","General meeting with Mayor","Wheeler, Ted","Kevin Neely; Rahmat Shoureshi",
"Portland State University","07/02/2018","Telephone","Police and Public Safety","Discussion of PSU campus public safety","Cox, Michael","Kevin Neely",
"Portland State University","09/11/2018","Committee Meeting","Neighborhood Livability: general","SW Corridor","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Saltzman, Dan; Wheeler, Ted","Dan Zalkow",
"Portland State University","09/07/2018","Meeting Preparation","Neighborhood Livability: general","Prepare for commission testimony","Wheeler, Ted","Dan Zalkow; Jason Franklin",
"Portland State University","09/24/2018","Meeting Preparation","Housing and Community Development","Preparation for meetings on ADUs","Fish, Nick; Runkel, Marshall; Schmanski, Sonia","Robert Liberty",
"Portland State University","09/25/2018","Personal Meeting","Housing and Community Development","Discussion of ADU proposal","Runkel, Marshall","Robert Liberty",
"Portland State University","09/19/2018","Personal Meeting","Housing and Community Development","ADU discussion at open house","Runkel, Marshall","Robert Liberty",
"Portland Tenants United","07/24/2018","Personal Meeting","Other: Tenant Opportunity to Purchase","On the feasibility of proposed law for right of tenants to purchase apartment buildings and other dwellings from owner.","Duhamel, Jamey","Anthony Bencivengo ; Evan Wellington; Margot Black; Soren Impey ",
"Portland Tenants United","08/28/2018","Telephone","Housing and Community Development","On changes to Exemptions to the Portland Relocation Assistance Ordinance.","Duhamel, Jamey","Evan Wellington",
"Portland Tenants United","08/17/2018","Telephone","Housing and Community Development","On changes to Exemptions to the Portland Relocation Assistance Ordinance.","Duhamel, Jamey","Evan Wellington",
"Rip City Management/TBI","08/28/2018","Personal Meeting","Other: Plastic container policies","plastic container policies","Arguinzoni, Jennifer ; Cox, Michael","Dan Jarman",
"SEIU Local 49","07/20/2018","Personal Meeting","Labor","Met with Commissioner Saltzman about Sustainable Procurement Policy","Saltzman, Dan","Felisa Hagins",
"SEIU Local 49","08/14/2018","Personal Meeting","Labor","Met with Commissioner Fish about Sustainable Procurement Policy","Fish, Nick","Felisa Hagins",
"SEIU Local 49","08/17/2018","Personal Meeting","Labor","Met with Commissioner Fritz about Sustainable Procurement Policy","Fritz, Amanda","Felisa Hagins",
"SEIU Local 49","08/29/2018","Personal Meeting","Labor","Met with Mayor Wheeler about Sustainable Procurement Policy","Wheeler, Ted","Felisa Hagins",
"SEIU Local 49","08/31/2018","Personal Meeting","Labor","Met with Commissioner Eudaly about Sustainable Procurement Policy","Eudaly, Chloe","Felisa Hagins",
"SEIU Local 49","09/19/2018","Email","Labor","Wrote to Commissioner Fritz to ask that the Water Bureau limit its office leasing to buildings cleaned by union janitors.","Fritz, Amanda","Nicole Knudsen Mathews",
"Skip Transport, Inc.","09/23/2018","Email","Other: e-scooters","e-scooter permit and implementation, email to Shaina Hobbs","Saltzman, Dan","Justin Freeeman",
"Skip Transport, Inc.","08/14/2018","Telephone","Other: e-scooter permit","e-scooter permit and implementation issues. Telephone contact to Michael Cox.","Wheeler, Ted","Justin Freeeman",
"Skip Transport, Inc.","08/15/2018","Telephone","Other: e-scooter","e-scooter permit and implementation issues.  Contact to Berk Nelson.","Wheeler, Ted","Justin Freeeman",
"Skip Transport, Inc.","08/20/2018","Email","Other: e-scooter","e-scooter permit and implementation issues, email contact to Berk Nelson.","Wheeler, Ted","Justin Freeeman",
"Skip Transport, Inc.","08/15/2018","Personal Meeting","Other: e-scooters","e-scooter permit and implementation issues; personal meeting with C. Warner.","Warner Chris","Justin Freeeman",
"Uber Technologies, Inc.","07/19/2018","Personal Meeting","Other: Private for Hire Regulations","Discussion","Grumm, Matthew","Jon Isaacs",
"Uber Technologies, Inc.","08/13/2018","Personal Meeting","Other: Private for Hire Regulations","Bureau assignments","Cox, Michael","Jon Isaacs",
"Uber Technologies, Inc.","09/06/2018","Personal Meeting","Other: Private for Hire Regulations","Discussion","Runkel, Marshall","Jon Isaacs",
"Uber Technologies, Inc.","09/25/2018","Telephone","Other: Private for Hire Regulations","Testimony","Dunphy, Jamie","Jon Isaacs",
"Uber Technologies, Inc.","09/25/2018","Telephone","Other: Private for Hire Regulations","Legislative testimony","Runkel, Marshall","Jon Isaacs",
"Uber Technologies, Inc.","08/01/2018","Personal Meeting","Other: Private for Hire Regulations","Discussion","Grumm, Matthew","Nels Johnson",
"Verizon","07/09/2018","Telephone","Business and Economic Development","Telecom permits","Arguinzoni, Jennifer ","Amy Ruiz",
"Verizon","07/10/2018","Personal Meeting","Business and Economic Development","Telecom permits","Arguinzoni, Jennifer ","Alex M. Leupp ; Amy Ruiz",
"Verizon","07/10/2018","Personal Meeting","Business and Economic Development","Telecom permits","Branam, Kimberly","Alex M. Leupp ; Amy Ruiz",
"Verizon","07/13/2018","Telephone","Business and Economic Development","Telecom permits","Perez, Elisabeth","Amy Ruiz",
"Verizon","07/13/2018","Telephone","Business and Economic Development","Telecom permits","Perez, Elisabeth","Amy Ruiz",
"Verizon","07/23/2018","Email","Business and Economic Development","Telecom permits","Perez, Elisabeth","Amy Ruiz",
"Verizon","07/26/2018","Telephone","Business and Economic Development","Telecom permits","Perez, Elisabeth","Amy Ruiz",
"Verizon","07/26/2018","Email","Business and Economic Development","Telecom permits","Branam, Kimberly","Amy Ruiz",
"Verizon","07/26/2018","Email","Business and Economic Development","Telcom permits","Arguinzoni, Jennifer ; Perez, Elisabeth","Amy Ruiz",
"Verizon","08/02/2018","Telephone","Business and Economic Development","Telecom permits","Grumm, Matthew","Amy Ruiz",
"Verizon","08/07/2018","Telephone","Business and Economic Development","Telecom permits","Runkel, Marshall","Amy Ruiz",
"Verizon","08/08/2018","Telephone","Business and Economic Development","Telecom permits","Grumm, Matthew","Amy Ruiz",
"Verizon","08/09/2018","Personal Meeting","Business and Economic Development","Telecom permits","Branam, Kimberly","Alex M. Leupp ; Amy Ruiz",
"Verizon","08/14/2018","Telephone","Business and Economic Development","Telecom permits","Perez, Elisabeth","Amy Ruiz",
"Verizon","08/14/2018","Telephone","Business and Economic Development","Telecom permits","Perez, Elisabeth","Amy Ruiz",
"Verizon","08/15/2018","Email","Business and Economic Development","Telecom permits","Perez, Elisabeth","Amy Ruiz",
"Verizon","08/28/2018","Telephone","Business and Economic Development","Telecom permits","Perez, Elisabeth","Amy Ruiz",
"Verizon","08/29/2018","Telephone","Business and Economic Development","Telecom permits","Perez, Elisabeth","Amy Ruiz",
"Verizon","08/30/2018","Telephone","Business and Economic Development","Telecom permits","Perez, Elisabeth","Amy Ruiz",
"Verizon","08/30/2018","Telephone","Business and Economic Development","Telecom permits","Perez, Elisabeth","Amy Ruiz",
"Verizon","08/30/2018","Personal Meeting","Business and Economic Development","Telecom permits","Runkel, Marshall","Alex M. Leupp ; Amy Ruiz",
"Verizon","09/07/2018","Telephone","Business and Economic Development","Telecom permits","Perez, Elisabeth","Amy Ruiz",
"Verizon","09/19/2018","Text Message","Business and Economic Development","Telecom permits","Runkel, Marshall","Amy Ruiz",
"Verizon","09/20/2018","Telephone","Business and Economic Development","Telecom permits","Runkel, Marshall","Amy Ruiz",
"Verizon","09/20/2018","Telephone","Business and Economic Development","Telecom permits","Perez, Elisabeth","Amy Ruiz",
"Verizon","09/20/2018","Telephone","Business and Economic Development","Telecom permits","Cox, Michael","Amy Ruiz",
"Verizon","09/20/2018","Telephone","Business and Economic Development","Telecom permits","Perez, Elisabeth","Amy Ruiz",
"Verizon","09/21/2018","Telephone","Business and Economic Development","Telecom permits","Cox, Michael","Amy Ruiz",
"Verizon","09/24/2018","Telephone","Business and Economic Development","Telecom permits","Runkel, Marshall","Amy Ruiz",
"Verizon","09/25/2018","Telephone","Business and Economic Development","Telecom permits","Runkel, Marshall","Amy Ruiz",
"Verizon","09/26/2018","Telephone","Business and Economic Development","Telecom permits","Perez, Elisabeth","Amy Ruiz",
"ZRZ Realty Co.","07/05/2018","Personal Meeting","Business and Economic Development","Discuss Zidell Yards development","Rinehart, Tom","Dina Alexander/Radler White Parks & Alexander",
"ZRZ Realty Co.","07/09/2018","Telephone","Business and Economic Development","Discuss Zidell Yards development","Rinehart, Tom","Dina Alexander/Radler White Parks & Alexander",
"ZRZ Realty Co.","07/10/2018","Telephone","Business and Economic Development","Discuss Zidell Yards development","Rinehart, Tom","Dina Alexander/Radler White Parks & Alexander",
"ZRZ Realty Co.","07/12/2018","Email","Business and Economic Development","Discuss Zidell Yards development","Rinehart, Tom","Dina Alexander/Radler White Parks & Alexander",
"ZRZ Realty Co.","08/09/2018","Personal Meeting","Business and Economic Development","Discuss Zidell Yards development","Rinehart, Tom","Dina Alexander/Radler White Parks & Alexander; Jay Zidell",
"ZRZ Realty Co.","08/13/2018","Email","Business and Economic Development","Discuss Zidell Yards development","Rinehart, Tom","Dina Alexander/Radler White Parks & Alexander",
"ZRZ Realty Co.","08/14/2018","Personal Meeting","Business and Economic Development","Discuss Zidell Yards development","Rinehart, Tom","Dina Alexander/Radler White Parks & Alexander; Tom Henneberry / ZRZ Realty Co.",
"ZRZ Realty Co.","08/16/2018","Personal Meeting","Business and Economic Development","Discuss Zidell Yards development","Rinehart, Tom; Wheeler, Ted","Charlene Zidell / Zidell Marine Corp.; Dina Alexander/Radler White Parks & Alexander; Jay Zidell",
"ZRZ Realty Co.","08/17/2018","Telephone","Business and Economic Development","Discuss Zidell Yards development","Rinehart, Tom","Dina Alexander/Radler White Parks & Alexander",
"ZRZ Realty Co.","08/20/2018","Telephone","Business and Economic Development","Discuss Zidell Yards development","Rinehart, Tom","Dina Alexander/Radler White Parks & Alexander",
"ZRZ Realty Co.","08/23/2018","Personal Meeting","Business and Economic Development","Discuss Zidell Yards development","Rinehart, Tom","Dina Alexander/Radler White Parks & Alexander",
"ZRZ Realty Co.","08/23/2018","Telephone","Business and Economic Development","Discuss Zidell Yards development","Rinehart, Tom","Dina Alexander/Radler White Parks & Alexander",
"ZRZ Realty Co.","08/24/2018","Telephone","Business Licenses","Discuss Zidell Yards development","Rinehart, Tom","Dina Alexander/Radler White Parks & Alexander",
"ZRZ Realty Co.","08/27/2018","Telephone","Business and Economic Development","Discuss Zidell Yards development","Rinehart, Tom","Dina Alexander/Radler White Parks & Alexander",
"ZRZ Realty Co.","08/28/2018","Telephone","Business Licenses","Discuss Zidell Yards development","Rinehart, Tom","Dina Alexander/Radler White Parks & Alexander",
"ZRZ Realty Co.","08/31/2018","Telephone","Business and Economic Development","Discuss Zidell Yards development","Rinehart, Tom","Dina Alexander/Radler White Parks & Alexander",
"ZRZ Realty Co.","09/04/2018","Telephone","Business and Economic Development","Discuss Zidell Yards development","Wheeler, Ted","Jay Zidell",
"ZRZ Realty Co.","09/06/2018","Telephone","Business and Economic Development","Discuss Zidell Yards development","Rinehart, Tom","Dina Alexander/Radler White Parks & Alexander",
"ZRZ Realty Co.","09/21/2018","Telephone","Business and Economic Development","Discuss Zidell Yards development","Wheeler, Ted","Jay Zidell",
"ZRZ Realty Co.","09/21/2018","Telephone","Business and Economic Development","Discuss Zidell Yards development","Rinehart, Tom","Dina Alexander/Radler White Parks & Alexander",
"ZRZ Realty Co.","09/26/2018","Telephone","Business and Economic Development","Discuss Zidell Yards development","Rinehart, Tom","Dina Alexander/Radler White Parks & Alexander",
"ZRZ Realty Co.","09/28/2018","Telephone","Business and Economic Development","Discuss Zidell Yards development","Rinehart, Tom","Dina Alexander/Radler White Parks & Alexander",
