"Entity","Contact date","Contact type","Subject","Action of interest","City official(s)","Lobbyist(s)",
"Columbia Corridor Association","02/20/2015","Personal Meeting","Human Resources: general","Focus group for BES director search","Blackwood, Jim; Fish, Nick","Corky Collier",
"Columbia Corridor Association","01/21/2015","Personal Meeting","Other: memorial service","Fritz tree planting at children's arboretum","Fish, Nick; Fritz, Amanda; Hales, Charlie; Novick, Steve","Corky Collier",
"Columbia Corridor Association","02/25/2015","Personal Meeting","Transportation: streets, sidewalks and street lighting","BAC and upcoming transportation issues","Treat, Leah","Corky Collier",
"Columbia Corridor Association","03/03/2015","Committee Meeting","Water","Oregon Solution levee repairs","Dingfelder, Jackie; Hales, Charlie","Corky Collier",
"Columbia Corridor Association","03/12/2015","Personal Meeting","Planning","middle income presentation to Planning & Development Directors meeting","Quinton, Patrick; Shaff, David","Corky Collier",
"League of Women Voters of Portland","01/05/2015","Telephone","Housing and Community Development","meet low-income housing goals in South Waterfront ","Manning, Traci","Debbie Aiona",
"League of Women Voters of Portland","01/09/2015","Personal Meeting","Housing and Community Development","meet low-income housing goals in South Waterfront ","Callahan, Shannon; Detweiler, Jillian; Manning, Traci; Quinton, Patrick","Debbie Aiona",
"League of Women Voters of Portland","01/09/2015","Personal Meeting","Other: affordable housing","oppose Central Eastside urban renewal area expansion/extension
meet low-income housing goals in South Waterfront 
remove more acres/assessed value from River District urban renewal area","Crail, Tim; Fritz, Amanda","Debbie Aiona; Shelley Lorenzen",
"League of Women Voters of Portland","01/12/2015","Email","Other: affordable housing ","oppose Central Eastside urban renewal area expansion/extension
meet low-income housing goals in South Waterfront","Smith, Chris","Debbie Aiona",
"League of Women Voters of Portland","01/12/2015","Email","Housing and Community Development","meet low-income housing goals in South Waterfront ","Smith, Chris","Debbie Aiona",
"League of Women Voters of Portland","01/14/2015","Personal Meeting","Housing and Community Development","meet low-income housing goals in South Waterfront","Frost, Liam","Debbie Aiona",
"League of Women Voters of Portland","01/20/2015","Email","Other: affordable housing ","oppose Central Eastside urban renewal area expansion/extension
meet low-income housing goals in South Waterfront","Dickson, Aneshka; Edlen, Mark; Kelly, Tom; Mohlis, John; Wilhoite, Charles","Debbie Aiona; Kathleen Hersh; Margaret Noel",
"League of Women Voters of Portland","01/20/2015","Email","Other: affordable housing ","oppose Central Eastside urban renewal area amendment
meet low-income housing goals in South Waterfront","Crail, Tim; Frost, Liam","Debbie Aiona; Kathleen Hersh; Margaret Noel",
"League of Women Voters of Portland","01/20/2015","Personal Meeting","Other: affordable housing ","oppose Central Eastside urban renewal area amendment
remove more acres/assessed value from River District urban renewal area
meet low-income housing goals in South Waterfront ","Novick, Steve; Shriver, Katie","Debbie Aiona; Kathleen Hersh; Shelley Lorenzen",
"League of Women Voters of Portland","01/21/2015","Email","Other: affordable housing ","oppose Central Eastside urban renewal area amendment
meet low-income housing goals in South Waterfront","Bizeau, Tom; Fritz, Amanda","Debbie Aiona; Kathleen Hersh; Margaret Noel",
"League of Women Voters of Portland","01/26/2015","Personal Meeting","Housing and Community Development","meet low-income housing goals in South Waterfront ","Frost, Liam","Debbie Aiona",
"League of Women Voters of Portland","01/27/2015","Email","Other","urge caution in reassigning Water Bureau and Bureau of Environmental Services ","Dingfelder, Jackie","Debbie Aiona; Kathleen Hersh; Margaret Noel",
"League of Women Voters of Portland","02/03/2015","Email","Urban Renewal","Zidell Development Agreement - City should secure items of public benefit, such as affordable housing and park sites before adopting North Macadam urban renewal area amendment ","Callahan, Shannon; Crail, Tim; Detweiler, Jillian; Fish, Nick; Fritz, Amanda; Frost, Liam; Hales, Charlie; Novick, Steve; Saltzman, Dan; Shriver, Katie","Debbie Aiona; Kathleen Hersh; Margaret Noel",
"League of Women Voters of Portland","02/05/2015","Telephone","Housing and Community Development","meet low-income housing goals in South Waterfront","Detweiler, Jillian","Debbie Aiona",
"League of Women Voters of Portland","02/12/2015","Personal Meeting","Other: affordable housing ","oppose Central Eastside urban renewal area amendment
remove more acres/assessed value from River District
meet low-income housing goals in South Waterfront ","Callahan, Shannon; Saltzman, Dan","Debbie Aiona; Shelley Lorenzen",
"League of Women Voters of Portland","02/13/2015","Telephone","Housing and Community Development","meet low-income housing goals in South Waterfront ","Crail, Tim","Debbie Aiona",
"League of Women Voters of Portland","02/13/2015","Email","Housing and Community Development","meet low-income housing goals in South Waterfront ","Detweiler, Jillian","Debbie Aiona",
"League of Women Voters of Portland","02/24/2015","Personal Meeting","Other: access to hearings office for appeals","code changes for access to hearings office","Hull Caballero, Mary","Debbie Aiona; Mary McWilliams",
"League of Women Voters of Portland","03/11/2015","Email","Housing and Community Development","meet low-income housing goals in South Waterfront ","Crail, Tim; Fritz, Amanda","Debbie Aiona",
"League of Women Voters of Portland","03/11/2015","Email","Housing and Community Development","meet low-income housing goals in South Waterfront 
","Fish, Nick; Frost, Liam","Debbie Aiona",
"League of Women Voters of Portland","03/13/2015","Email","Planning","Comprehensive Plan:  affordable housing policies - clearly defined goals for low and very low-income housing ","Baugh, Andre; Cortese, Amy; Gray, Karen; Hanson, Don; Houck, Mike; Ovalles, Lai-Lani; Oxman, Gary; Rudd, Michelle; Schultz, Katherine; Shapiro, Howard; Sherman, Jill; Smith, Chris; St Martin, Teresa; Tallmadge, Margaret; Valdez, Irma","Debbie Aiona; Margaret Noel",
"League of Women Voters of Portland","03/31/2015","Telephone","Housing and Community Development","meet low-income housing goals in South Waterfront","Frost, Liam","Debbie Aiona",
"Oregon Citizens' Utility Board","01/05/2015","Telephone","Environment: sewer/storm water","BES BAC and budget","Blackwood, Jim","Janice Thompson",
"Oregon Citizens' Utility Board","01/05/2015","Telephone","Other: Sewer","ARC Process","Schmanski, Sonia","Janice Thompson",
"Oregon Citizens' Utility Board","01/14/2015","Telephone","Other: Sewer","monthly billing","Schmanski, Sonia","Janice Thompson",
"Oregon Citizens' Utility Board","01/22/2015","Personal Meeting","Other: Sewer","Bureau budgets and BRC implementation","Blackwood, Jim; Schmanski, Sonia","Janice Thompson; Jeff Bissonnette",
"Oregon Citizens' Utility Board","01/06/2015","Personal Meeting","Environment: sewer/storm water","BES BAC Meeting","Jordan, Michael","Jeff Bissonnette",
"Oregon Citizens' Utility Board","01/23/2015","Personal Meeting","Other: Sewer","BES/PWB issues/mayoral bureau action","Dingfelder, Jackie","Jeff Bissonnette",
"Oregon Citizens' Utility Board","01/23/2015","Telephone","Environment: sewer/storm water","budget and Superfund","Jordan, Michael","Janice Thompson",
"Oregon Citizens' Utility Board","01/27/2015","Telephone","Water","Lucid Energy","Shaff, David","Janice Thompson",
"Oregon Citizens' Utility Board","01/28/2015","Telephone","Water","Lucid Energy","Shaff, David","Janice Thompson",
"Oregon Citizens' Utility Board","02/03/2015","Telephone","Water","budget process and BRC implementation","Schmanski, Sonia","Janice Thompson",
"Oregon Citizens' Utility Board","02/03/2015","Telephone","Water","Lucid Energy","Shaff, David","Janice Thompson",
"Oregon Citizens' Utility Board","02/18/2015","Telephone","Environment: sewer/storm water","Barran Liebman report/Fish-Marriott letter/Oregonian article","Blackwood, Jim","Janice Thompson",
"Oregon Citizens' Utility Board","02/23/2015","Telephone","Water","low-income discount workgroup and budget process","Schmanski, Sonia","Janice Thompson",
"Oregon Citizens' Utility Board","02/23/2015","Personal Meeting","Other: Sewer","general issues/administrative justice","Hull Caballero, Mary","Janice Thompson; Jeff Bissonnette",
"Oregon Citizens' Utility Board","02/27/2015","Telephone","Water","Historic Landmarks Commission and Mt. Tabor","Shaff, David","Janice Thompson",
"Oregon Citizens' Utility Board","03/09/2015","Personal Meeting","Water","budget and rate hearing","Shaff, David","Janice Thompson",
"Oregon Citizens' Utility Board","03/10/2015","Personal Meeting","Environment: sewer/storm water","budget and rate hearing","Jordan, Michael","Janice Thompson",
"Oregon Citizens' Utility Board","03/12/2015","Personal Meeting","Other: Sewer","Utility Rate Hearing","Fish, Nick; Fritz, Amanda; Hales, Charlie; Jordan, Michael; Novick, Steve; Saltzman, Dan; Shaff, David","Janice Thompson",
"Oregon Citizens' Utility Board","03/25/2015","Telephone","Environment: sewer/storm water","budget","Jordan, Michael","Janice Thompson",
"Oregon Citizens' Utility Board","03/25/2015","Personal Meeting","Other: Sewer","budget and PUB implementation","Dingfelder, Jackie","Janice Thompson",
"Oregon Citizens' Utility Board","03/26/2015","Personal Meeting","Other: Sewer","budgets and PUB implementation","Schmanski, Sonia","Janice Thompson; Jeff Bissonnette",
"Oregon Citizens' Utility Board","03/26/2015","Telephone","Environment: sewer/storm water","budget","Jordan, Michael","Janice Thompson",
"Oregon Food Bank","02/03/2015","Email","Other","Budget request from Oregon Food Bank for Link2Feed","Alpert, Josh","Anneliese Koehler",
"Oregon Health & Science University","01/19/2015","Telephone","Urban Renewal","Construction of Bond Avenue and Greenway","Detweiler, Jillian","Michael Harrison",
"Oregon Health & Science University","02/03/2015","Personal Meeting","Urban Renewal","Construction of Bond Avenue and Greenway","Detweiler, Jillian","Michael Harrison",
"Oregon Health & Science University","02/10/2015","Telephone","Urban Renewal","Construction of Bond Avenue and Greenway","Detweiler, Jillian","Michael Harrison",
"Oregon Health & Science University","02/16/2015","Telephone","Urban Renewal","Construction of Bond Avenue and Greenway","Shriver, Katie","Michael Harrison",
"Oregon Health & Science University","02/19/2015","Telephone","Urban Renewal","Construction of Bond Avenue and Greenway","Blackwood, Jim","Michael Harrison",
"Oregon Health & Science University","02/22/2015","Meeting Preparation","Urban Renewal","Construction of Bond Avenue and Greenway","Fish, Nick","Michael Harrison",
"Oregon Health & Science University","02/22/2015","Telephone","Urban Renewal","Construction of Bond Avenue and Greenway","Shriver, Katie","Michael Harrison",
"Oregon Health & Science University","02/24/2015","Meeting Preparation","Urban Renewal","Construction of Bond Avenue and Greenway","Fish, Nick","Michael Harrison",
"Oregon Health & Science University","02/24/2015","Personal Meeting","Urban Renewal","Construction of Bond Avenue and Greenway","Fish, Nick; Frost, Liam","Michael Harrison",
"Oregon Health & Science University","02/24/2015","Personal Meeting","Urban Renewal","Construction of Bond Avenue and Greenway","Shriver, Katie","Michael Harrison",
"Oregon Health & Science University","02/25/2015","Telephone","Urban Renewal","Construction of Bond Avenue and Greenway","Detweiler, Jillian","Michael Harrison",
"Oregon Health & Science University","03/04/2015","Telephone","Urban Renewal","Construction of Bond Avenue and Greenway","Detweiler, Jillian","Michael Harrison",
"Oregon Health & Science University","03/06/2015","Telephone","Urban Renewal","Construction of Bond Avenue and Greenway","Warner, Chris","Michael Harrison",
"Oregon Health & Science University","03/06/2015","Telephone","Urban Renewal","Construction of Bond Avenue and Greenway","Frost, Liam","Michael Harrison",
"Oregon Health & Science University","03/09/2015","Telephone","Urban Renewal","Construction of Bond Avenue and Greenway","Fritz, Amanda","Michael Harrison",
"Oregon Health & Science University","03/09/2015","Email","Urban Renewal","Construction of Bond Avenue and Greenway","Hockaday Bryan; Novick, Steve; Shriver, Katie","Michael Harrison",
"Oregon Health & Science University","03/09/2015","Email","Urban Renewal","Construction of Bond Avenue and Greenway","Detweiler, Jillian","Michael Harrison",
"Oregon Health & Science University","03/11/2015","Email","Urban Renewal","Construction of Bond Avenue and Greenway","Hockaday Bryan; Novick, Steve; Shriver, Katie; Warner, Chris","Michael Harrison",
"Oregon Health & Science University","03/11/2015","Telephone","Urban Renewal","Construction of Bond Avenue and Greenway","Frost, Liam","Michael Harrison",
"Oregon Health & Science University","03/11/2015","Telephone","Urban Renewal","Construct Bond Avenue and Greenway","Detweiler, Jillian","Michael Harrison",
"Oregon Health & Science University","03/11/2015","Meeting Preparation","Transportation: streets, sidewalks and street lighting","Improve SW Trail #1 between Terwilliger and Barbur","Alpert, Josh","Michael Harrison",
"Oregon Health & Science University","03/12/2015","Personal Meeting","Transportation: streets, sidewalks and street lighting","Improve SW Trail #1 between Terwilliger and Barbur","Alpert, Josh","Michael Harrison",
"Oregon Health & Science University","03/12/2015","Telephone","Urban Renewal","Construct Bond Avenue and Greenway","Detweiler, Jillian","Michael Harrison",
"Oregon Health & Science University","03/13/2015","Meeting Preparation","Transportation: streets, sidewalks and street lighting","Improve SW Trail #1 between Terwilliger and Barbur","Alpert, Josh","Michael Harrison",
"Pembina","01/07/2015","Email","Planning","Code Amendment","Smith, Chris","Laura Lunt",
"Pembina","01/07/2015","Email","Planning","Code Amendment","Anderson, Susan","Laura Lunt",
"Pembina","01/07/2015","Email","Planning","Code Amendment","Shapiro, Howard","Laura Lunt",
"Pembina","01/07/2015","Email","Planning","Code Amendment","Schultz, Katherine","Laura Lunt",
"Pembina","01/07/2015","Email","Planning","Code Amendment
","Schultz, Katherine","Laura Lunt",
"Pembina","01/07/2015","Email","Planning","Code Amendment","Anderson, Susan","Laura Lunt",
"Pembina","01/07/2015","Email","Planning","Code Amendment","Shapiro, Howard","Laura Lunt",
"Pembina","01/07/2015","Email","Planning","Code Amendment","Smith, Chris","Laura Lunt",
"Pembina","01/08/2015","Personal Meeting","Planning","Code Amendment","Baugh, Andre","Eric Dyck; Laura Lunt; Tanis Fiss",
"Pembina","01/08/2015","Personal Meeting","Planning","Code Amendment","Dingfelder, Jackie; Robinson, Matthew","Eric Dyck; Harry Andersen; Laura Lunt; Stu Taylor; Tanis Fiss",
"Pembina","01/08/2015","Personal Meeting","Planning","Code Amendment","Baugh, Andre","Eric Dyck; Laura Lunt; Tanis Fiss",
"Pembina","01/08/2015","Email","Planning","Code Amendment","Anderson, Susan","Laura Lunt",
"Pembina","01/08/2015","Email","Planning","Code Amendment","St Martin, Teresa","Laura Lunt",
"Pembina","01/08/2015","Email","Planning","Code Amendment","Anderson, Susan","Laura Lunt",
"Pembina","01/08/2015","Email","Planning","Code Amendment","Anderson, Susan","Laura Lunt",
"Pembina","01/12/2015","Email","Planning","Code Amendment","St Martin, Teresa","Laura Lunt",
"Pembina","01/12/2015","Email","Planning","Code Amendment","Anderson, Susan","Laura Lunt",
"Pembina","01/12/2015","Email","Planning","Code Amendment","Anderson, Susan","Laura Lunt",
"Pembina","01/15/2015","Personal Meeting","Planning","Code Amendment","Grumm, Matthew","Chris Hayes; Gail Feltham",
"Pembina","01/23/2015","Email","Planning","Code Amendment","Anderson, Susan","Laura Lunt",
"Pembina","01/23/2015","Email","Planning","Code Amendment","Anderson, Susan","Laura Lunt",
"Pembina","01/23/2015","Email","Planning","Code Amendment","Anderson, Susan","Laura Lunt",
"Pembina","01/23/2015","Email","Planning","Code Amendment","Anderson, Susan","Laura Lunt",
"Pembina","01/26/2015","Email","Planning","Code Amendment","Anderson, Susan","Laura Lunt",
"Pembina","01/28/2015","Email","Planning","Code Amendment","Anderson, Susan","Laura Lunt",
"Pembina","01/28/2015","Email","Planning","Code Amendment","Anderson, Susan","Laura Lunt",
"Pembina","01/28/2015","Email","Planning","Code Amendment","Anderson, Susan","Eric Dyck; Laura Lunt",
"Pembina","01/28/2015","Email","Planning","Code Amendment","Anderson, Susan","Eric Dyck; Laura Lunt",
"Pembina","01/29/2015","Email","Planning","Code Amendment","Gray, Karen","Laura Lunt",
"Pembina","01/29/2015","Email","Planning","Code Amendment","Oxman, Gary","Laura Lunt",
"Pembina","01/29/2015","Email","Planning","Code Amendment","St Martin, Teresa","Laura Lunt",
"Pembina","01/29/2015","Email","Planning","Code Amendment","Schultz, Katherine","Laura Lunt",
"Pembina","01/29/2015","Email","Planning","Code Amendment","Schultz, Katherine","Laura Lunt",
"Pembina","01/29/2015","Email","Planning","Code Amendment","Schultz, Katherine","Laura Lunt",
"Pembina","01/29/2015","Email","Planning","Code Amendment","Smith, Chris","Laura Lunt",
"Pembina","01/29/2015","Email","Planning","Code Amendment","Shapiro, Howard","Laura Lunt",
"Pembina","01/29/2015","Email","Planning","Code Amendment","Houck, Mike","Laura Lunt",
"Pembina","01/29/2015","Email","Planning","Code Amendment","Baugh, Andre","Eric Dyck; Laura Lunt",
"Pembina","01/29/2015","Email","Planning","Code Amendment","Gray, Karen","Laura Lunt",
"Pembina","01/29/2015","Email","Planning","Code Amendment","Gray, Karen","Laura Lunt",
"Pembina","01/29/2015","Email","Planning","Code Amendment","Baugh, Andre","Eric Dyck; Laura Lunt",
"Pembina","01/29/2015","Email","Planning","Code Amendment","Baugh, Andre","Eric Dyck; Laura Lunt",
"Pembina","01/29/2015","Email","Planning","Code Amendment","Shapiro, Howard","Laura Lunt",
"Pembina","01/29/2015","Email","Planning","Code Amendment","Shapiro, Howard","Laura Lunt",
"Pembina","01/30/2015","Email","Planning","Code Amendment","Gray, Karen","Laura Lunt",
"Pembina","01/30/2015","Email","Planning","Code Amendment","Baugh, Andre","Eric Dyck; Laura Lunt",
"Pembina","01/30/2015","Email","Planning","Code Amendment","Baugh, Andre","Eric Dyck; Jason Fydirchuk",
"Pembina","01/30/2015","Email","Planning","Code Amendment","Shapiro, Howard","Laura Lunt",
"Pembina","01/30/2015","Email","Planning","Code Amendment","Schultz, Katherine","Eric Dyck; Laura Lunt; Tanis Fiss",
"Pembina","01/30/2015","Email","Planning","Code Amendment","Schultz, Katherine","Laura Lunt",
"Pembina","02/02/2015","Email","Planning","Code Amendment","Anderson, Susan","Laura Lunt",
"Pembina","02/03/2015","Email","Planning","Code Amendment","St Martin, Teresa","Laura Lunt",
"Pembina","02/04/2015","Email","Planning","Code Amendment","Anderson, Susan","Eric Dyck; Laura Lunt",
"Pembina","02/04/2015","Email","Planning","Code Amendment","Anderson, Susan","Eric Dyck; Laura Lunt",
"Pembina","02/06/2015","Email","Planning","Code Amendment","Anderson, Susan","Laura Lunt",
"Pembina","02/09/2015","Email","Planning","Code Amendment","Anderson, Susan","Laura Lunt",
"Pembina","02/09/2015","Email","Planning","Code Amendment","Anderson, Susan","Laura Lunt",
"Pembina","02/10/2015","Personal Meeting","Planning","Code Amendment","Anderson, Susan; Dingfelder, Jackie; Robinson, Matthew; Smith, Chris","Eric Dyck; Laura Lunt",
"Pembina","02/18/2015","Email","Planning","Code Amendment","Shapiro, Howard","Laura Lunt; Tanis Fiss",
"Pembina","02/18/2015","Personal Meeting","Planning","Code Amendment","Bizeau, Tom","Eric Dyck; Laura Lunt",
"Pembina","02/18/2015","Personal Meeting","Planning","Code Amendment","Gray, Karen; Shapiro, Howard","Laura Lunt",
"Pembina","02/18/2015","Telephone","Planning","Code Amendment","Dingfelder, Jackie","Eric Dyck; Harry Andersen; Tanis Fiss",
"Pembina","02/19/2015","Email","Planning","Code Amendment","Anderson, Susan; Dingfelder, Jackie; Shibley, Gail","Harry Andersen",
"Pembina","02/19/2015","Email","Planning","Code Amendment","Anderson, Susan; Dingfelder, Jackie; Shibley, Gail","Harry Andersen",
"Pembina","02/19/2015","Email","Planning","Code Amendment","Anderson, Susan","Harry Andersen",
"Pembina","02/20/2015","Email","Planning","Code Amendment","Anderson, Susan; Dingfelder, Jackie; Shibley, Gail","Harry Andersen",
"Pembina","02/20/2015","Email","Planning","Code Amendment","Shapiro, Howard","Laura Lunt",
"Pembina","02/20/2015","Email","Planning","Code Amendment","Dingfelder, Jackie","Harry Andersen",
"Pembina","02/20/2015","Email","Planning","Code Amendment","Dingfelder, Jackie","Harry Andersen",
"Pembina","02/20/2015","Email","Planning","Code Amendment","Dingfelder, Jackie","Harry Andersen",
"Pembina","02/20/2015","Email","Planning","Code Amendment","Dingfelder, Jackie","Eric Dyck; Harry Andersen",
"Pembina","02/20/2015","Email","Planning","Code Amendment","Diana Nunez","Eric Dyck; Harry Andersen",
"Pembina","02/20/2015","Email","Planning","Code Amendment","Dingfelder, Jackie","Eric Dyck; Harry Andersen; Laura Lunt",
"Pembina","02/20/2015","Email","Planning","Code Amendment","Gray, Karen; Shapiro, Howard","Laura Lunt",
"Pembina","02/23/2015","Personal Meeting","Planning","Code Amendment","Anderson, Susan; Dingfelder, Jackie; Robinson, Matthew; Smith, Chris","Harry Andersen; Laura Lunt; Tanis Fiss",
"Pembina","02/23/2015","Telephone","Planning","Code Amendment","Anderson, Susan; Dingfelder, Jackie; Robinson, Matthew; Smith, Chris","Harry Andersen; Laura Lunt; Tanis Fiss",
"Pembina","02/24/2015","Email","Planning","Code Amendment","Baugh, Andre; Gray, Karen; Shapiro, Howard","Laura Lunt; Tanis Fiss",
"Pembina","02/24/2015","Email","Planning","Code Amendment","Baugh, Andre; Gray, Karen; Shapiro, Howard","Laura Lunt; Tanis Fiss",
"Pembina","02/24/2015","Email","Planning","Code Amendment","Baugh, Andre; Gray, Karen; Shapiro, Howard","Laura Lunt; Tanis Fiss",
"Pembina","02/24/2015","Email","Planning","Code Amendment","Baugh, Andre","Eric Dyck",
"Pembina","02/25/2015","Email","Planning","Code Amendment","Gray, Karen; Shapiro, Howard","Laura Lunt",
"Pembina","02/25/2015","Email","Planning","Code Amendment","Gray, Karen","Laura Lunt",
"Pembina","02/25/2015","Email","Planning","Code Amendment","Shapiro, Howard","Laura Lunt",
"Pembina","02/25/2015","Email","Planning","Code Amendment","Baugh, Andre","Laura Lunt",
"Pembina","02/25/2015","Email","Planning","Code Amendment","Baugh, Andre","Eric Dyck; Laura Lunt",
"Pembina","02/25/2015","Email","Planning","Code Amendment","Baugh, Andre","Laura Lunt",
"Pembina","02/26/2015","Email","Planning","Code Amendment","Gray, Karen","Laura Lunt; Tanis Fiss",
"Pembina","02/26/2015","Telephone","Planning","Code Amendment","Dingfelder, Jackie","Eric Dyck; Harry Andersen; Tanis Fiss",
"Pembina","03/02/2015","Telephone","Planning","Code Amendment","Dingfelder, Jackie","Eric Dyck; Harry Andersen; Laura Lunt",
"Pembina","03/02/2015","Email","Planning","Code Amendment","Dingfelder, Jackie","Harry Andersen",
"Pembina","03/02/2015","Email","Planning","Code Amendment","Dingfelder, Jackie","Harry Andersen",
"Pembina","03/02/2015","Email","Planning","Code Amendment","Dingfelder, Jackie","Harry Andersen",
"Pembina","03/02/2015","Email","Planning","Code Amendment","Dingfelder, Jackie","Harry Andersen",
"Pembina","03/02/2015","Email","Planning","Code Amendment","Dingfelder, Jackie","Harry Andersen",
"Pembina","03/02/2015","Email","Planning","Code Amendment","Dingfelder, Jackie","Harry Andersen",
"Pembina","03/03/2015","Telephone","Planning","Code Amendment","Dingfelder, Jackie","Harry Andersen",
"Pembina","03/05/2015","Email","Planning","Code Amendment","Tallmadge, Margaret","Laura Lunt",
"Pembina","03/05/2015","Email","Planning","Code Development","Tallmadge, Margaret","Laura Lunt",
"Pembina","03/05/2015","Personal Meeting","Planning","Code Amendment","Tallmadge, Margaret","Laura Lunt",
"Pembina","03/05/2015","Personal Meeting","Planning","Code Amendment","Hanson, Don","Laura Lunt",
"Pembina","03/06/2015","Email","Planning","Code Amendment","Gray, Karen","Tanis Fiss",
"Pembina","03/06/2015","Email","Planning","Code Amendment","Gray, Karen","Tanis Fiss",
"Pembina","03/06/2015","Email","Planning","Code Amendment","Baugh, Andre","Eric Dyck",
"Pembina","03/06/2015","Email","Planning","Code Amendment","Baugh, Andre","Eric Dyck",
"Pembina","03/07/2015","Email","Planning","Code Amendment","Gray, Karen","Tanis Fiss",
"Pembina","03/07/2015","Email","Planning","Code Amendment","Gray, Karen","Tanis Fiss",
"Pembina","03/07/2015","Email","Planning","Code Amendment","Gray, Karen","Tanis Fiss",
"Pembina","03/07/2015","Email","Planning","Code Amendment","Gray, Karen","Tanis Fiss",
"Pembina","03/08/2015","Email","Planning","Code Amendment","Shapiro, Howard","Laura Lunt",
"Pembina","03/09/2015","Telephone","Planning","Code Amendment","Baugh, Andre","Laura Lunt",
"Pembina","03/09/2015","Email","Planning","Code Amendment","Baugh, Andre","Laura Lunt",
"Pembina","03/09/2015","Telephone","Planning","Code Amendment","Baugh, Andre","Laura Lunt",
"Pembina","03/09/2015","Personal Meeting","Planning","Code Amendment","Gray, Karen","Tanis Fiss",
"Pembina","03/10/2015","Email","Planning","Code Amendment","Dingfelder, Jackie","Harry Andersen",
"Pembina","03/10/2015","Email","Planning","Code Amendment","Dingfelder, Jackie","Harry Andersen",
"Pembina","03/10/2015","Email","Planning","Code Amendment","Dingfelder, Jackie","Harry Andersen",
"Pembina","03/30/2015","Personal Meeting","Planning","Code Amendment","Novick, Steve","Eric Dyck",
"Pembina","03/30/2015","Personal Meeting","Planning","Code Amendment","Finn, Brendan; Grumm, Matthew; Saltzman, Dan","Eric Dyck",
"Pembina","03/30/2015","Personal Meeting","Planning","Code Amendment","Fish, Nick; Frost, Liam","Eric Dyck",
"Pembina","01/05/2015","Telephone","Planning","Code Amendment","Dingfelder, Jackie","Gary L. Conkling",
