"Entity","Contact date","Contact type","Subject","Action of interest","City official(s)","Lobbyist(s)",
"Lyft, Inc.","06/08/2017","Personal Meeting","Transportation: streets, sidewalks and street lighting","TNCs","Runkel, Marshall","Amy Ruiz; Laura Bisesto; Rena Davis",
"Lyft, Inc.","06/08/2017","Personal Meeting","Transportation: streets, sidewalks and street lighting","TNCs","Chisek, Kyle ; Williams, Tia","Amy Ruiz; Laura Bisesto; Rena Davis",
"Lyft, Inc.","06/16/2017","Telephone","Transportation: streets, sidewalks and street lighting","TNCs","Chisek, Kyle ","Amy Ruiz",
"Lyft, Inc.","06/20/2017","Personal Meeting","Transportation: streets, sidewalks and street lighting","TNCs","Williams, Tia","Amy Ruiz",
"Lyft, Inc.","06/23/2017","Email","Transportation: streets, sidewalks and street lighting","TNCs","Williams, Tia","Amy Ruiz",
"Multifamily NW","06/02/2017","Personal Meeting","Other: Office of Landlord/Tenant Affairs","Discussion of proposal of office of landlord/tenant affairs ","Valderrama, Andrea; Wheeler, Ted","Deborah Imse; Evyan Andries; Gary Oxley",
"Old Town Pizza & Brewing","04/03/2017","Personal Meeting","Financial Administration and Management","Trademark issue","Arguinzoni, Jennifer ; Dennis, Kristin; Henderson, Maurice; Wheeler, Ted","Dan Jarman",
"Old Town Pizza & Brewing","04/21/2017","Direct Mail","Financial Administration and Management","Trademark issue","Arguinzoni, Jennifer ","Dan Jarman",
"Old Town Pizza & Brewing","05/03/2017","Telephone","Financial Administration and Management","Trademark issue","Arguinzoni, Jennifer ","Dan Jarman",
"Old Town Pizza & Brewing","05/15/2017","Email","Financial Administration and Management","Trademark issue","Arguinzoni, Jennifer ","Dan Jarman",
"Old Town Pizza & Brewing","05/23/2017","Email","Financial Administration and Management","Trademark issue","Arguinzoni, Jennifer ","Dan Jarman",
"Old Town Pizza & Brewing","05/30/2017","Email","Financial Administration and Management","Trademark issue","Arguinzoni, Jennifer ","Dan Jarman",
"Old Town Pizza & Brewing","06/12/2017","Email","Financial Administration and Management","Trademark issue","Arguinzoni, Jennifer ","Dan Jarman",
"Old Town Pizza & Brewing","06/13/2017","Telephone","Financial Administration and Management","Trademark issue","Arguinzoni, Jennifer ","Dan Jarman",
"Old Town Pizza & Brewing","06/15/2017","Email","Financial Administration and Management","Trademark issue","Arguinzoni, Jennifer ","Dan Jarman",
"Old Town Pizza & Brewing","06/16/2017","Telephone","Financial Administration and Management","Trademark issue","Arguinzoni, Jennifer ","Dan Jarman",
"Old Town Pizza & Brewing","06/20/2017","Telephone","Financial Administration and Management","Trademark issue","Arguinzoni, Jennifer ","Dan Jarman",
"Old Town Pizza & Brewing","06/20/2017","Telephone","Financial Administration and Management","Trademark issue","Arguinzoni, Jennifer ","Dan Jarman",
"Old Town Pizza & Brewing","06/21/2017","Telephone","Financial Administration and Management","Trademark issue","Arguinzoni, Jennifer ","Dan Jarman",
"Old Town Pizza & Brewing","06/23/2017","Personal Meeting","Financial Administration and Management","Trademark issue","Dennis, Kristin","Dan Jarman",
"Old Town Pizza & Brewing","06/27/2017","Email","Financial Administration and Management","Trademark issue","Arguinzoni, Jennifer ","Dan Jarman",
"Old Town Pizza & Brewing","06/30/2017","Email","Financial Administration and Management","Trademark issue","Arguinzoni, Jennifer ","Dan Jarman",
"Open Signal","05/25/2017","Personal Meeting","Other: Also, Cable Franchise, and Education","Introductory meeting.","Adamsick, Claire; Fritz, Amanda","Justen Harn; Natalie Sept; Rebecca Burrell",
"Open Signal","04/18/2017","Personal Meeting","Other: Also, Cable Franchise, and Education","Introductory meeting.","Arguinzoni, Jennifer ; Wheeler, Ted","Andre Middleton; Justen Harn; Lisa Faust; Natalie Sept; Rebecca Burrell",
"Open Signal","05/11/2017","Telephone","Other: Also, Cable Franchise, and Education","Clarify budget question.","Fish, Nick","Natalie Sept",
"Open Signal","05/06/2017","Personal Meeting","Other: Also, Cable Franchise, and Education","Commissioner Fish attended our spring open house event and met staff, saw the space and learned about our new programs.","Fish, Nick","Andre Middleton; Justen Harn; Natalie Sept; Rebecca Burrell",
"Open Signal","06/13/2017","Personal Meeting","Other: Also, Cable Franchise, and Education","Follow up meeting to answer additional questions on our programs, future goals, background and scope of Open Signal's work. ","Adamsick, Claire","Natalie Sept",
"Open Signal","05/03/2017","Personal Meeting","Other: Also, Cable Franchise, and Education","Discussing follow up from meeting with the Mayor's office on potential next steps for Open Signal.","Chisek, Kyle ","Natalie Sept",
"Open Signal","05/01/2017","Telephone","Other: Also, Cable Franchise, and Education","Scheduling a follow up meeting.","Chisek, Kyle ","Natalie Sept",
"Open Signal","05/01/2017","Telephone","Other: Also, Cable Franchise, and Education","Scheduling a follow up meeting.","Chisek, Kyle ","Natalie Sept",
"Open Signal","05/12/2017","Text Message","Other: Also, Cable Franchise, and Education","Asked for a time to discuss follow up question about the budget note for Office for Community Technology audit.","Chisek, Kyle ","Natalie Sept",
"Open Signal","05/12/2017","Telephone","Other: Also, Cable Franchise, and Education","Discussion about timeline and process of budget note and potential Office for Community Technology audit","Chisek, Kyle ","Natalie Sept",
"Open Signal","05/16/2017","Text Message","Other: Also, Cable Franchise, and Education","Scheduling a time for a follow up question about community outreach goals for the mayor's office.","Chisek, Kyle ","Natalie Sept",
"Open Signal","05/17/2017","Telephone","Other: Also, Cable Franchise, and Education","Follow up question and discussion about community outreach goals for the mayor's office.","Chisek, Kyle ","Natalie Sept",
"Open Signal","04/13/2017","Personal Meeting","Other: Also, Cable Franchise, and Education","Scheduling conflicts: discussed new time for meeting with Commissioner Fritz.","Salazar, Goldann","Justen Harn; Natalie Sept; Rebecca Burrell",
"Open Signal","04/13/2017","Email","Other: Also, Cable Franchise, and Education","Email outreach to reschedule 4/13 meeting with Commissioner Fritz.","Salazar, Goldann","Natalie Sept",
"Open Signal","04/20/2017","Email","Other: Also, Cable Franchise, and Education","Confirming May as a month for meeting with Commissioner Fritz.","Salazar, Goldann","Natalie Sept",
"Open Signal","04/26/2017","Telephone","Other: Also, Cable Franchise, and Education","Called to follow up on dates for Commissioner Fritz meeting.","Salazar, Goldann","Natalie Sept",
"Open Signal","04/26/2017","Email","Other: Also, Cable Franchise, and Education","Followed up on my voicemail to Goldann to secure a time to meet with Commissioner Fritz.","Salazar, Goldann","Natalie Sept",
"Open Signal","04/27/2017","Email","Other: Also, Cable Franchise, and Education","Tentative acceptance of new dates for meeting with Commissioner Fritz.","Salazar, Goldann","Natalie Sept",
"Open Signal","04/28/2017","Email","Other: Also, Cable Franchise, and Education","Confirmation of 5/25/17 meeting date with Commissioner Fritz.","Salazar, Goldann","Natalie Sept",
"Open Signal","05/01/2017","Email","Other: Also, Cable Franchise, and Education","Final confirmation of time and date of meeting with Commissioner Fritz.","Adamsick, Claire; Salazar, Goldann","Natalie Sept",
"Open Signal","04/19/2017","Email","Other: Also, Cable Franchise, and Education","Thank you to Jennifer Arguinzoni for the meeting with Mayor Wheeler. Invited them to the spring open house at Open Signal.","Arguinzoni, Jennifer ","Andre Middleton; Justen Harn; Lisa Faust; Natalie Sept; Rebecca Burrell",
"Open Signal","05/25/2017","Email","Other: Also, Cable Franchise, and Education","Thank you for meeting with us, and for their advocacy for our community. Followed up on Claire's offer to discuss our mission and vision more in-depth.","Adamsick, Claire; Fritz, Amanda","Justen Harn; Natalie Sept; Rebecca Burrell",
"Open Signal","06/02/2017","Email","Other: Also, Cable Franchise, and Education","Scheduling a time to meet up to discuss our mission and vision more in-depth.","Adamsick, Claire","Natalie Sept",
"Open Signal","06/06/2017","Email","Other: Also, Cable Franchise, and Education","Confirming time and place for follow up meeting to discuss our mission and vision more in-depth.","Adamsick, Claire","Natalie Sept",
"Open Signal","06/13/2017","Email","Other: Also, Cable Franchise, and Education","Verifying location, and meeting to follow up on mission and vision.","Adamsick, Claire","Natalie Sept",
"Open Signal","06/13/2017","Email","Other: Also, Cable Franchise, and Education","Thank you for meeting in person to discuss Open Signal's mission, vision and hope for the future.","Adamsick, Claire","Natalie Sept",
"Open Signal","04/03/2017","Email","Other: Also, Cable Franchise, and Education","Confirming Commissioner Fish's attendance at our spring open house, May 6th.","Lawrence, Asena","Natalie Sept",
"Open Signal","04/13/2017","Email","Other: Also, Cable Franchise, and Education","Providing information on parking, timeline and what to expect for Commissioner's visit to Open Signal's spring open house.","Lawrence, Asena","Natalie Sept",
"Open Signal","05/05/2017","Email","Other: Also, Cable Franchise, and Education","Providing map, parking information and additional event details to Commissioner Fish for his visit to Open Signal's spring open house.","Lawrence, Asena","Natalie Sept",
"Open Signal","05/08/2017","Email","Other: Also, Cable Franchise, and Education","Thank you for helping organize Commissioner Fish's attendance at our open house. Follow up call request.","Lawrence, Asena","Natalie Sept",
"Open Signal","05/09/2017","Email","Other: Also, Cable Franchise, and Education","Thank you, and confirmation of call time with Commissioner Fish.","Lawrence, Asena","Natalie Sept",
"Open Signal","05/08/2017","Telephone","Other: Also, Cable Franchise, and Education","Question regarding idea from Commissioner Fish to move Portland Film Office to Open Signal, brought up during his visit to the open house 5/6/17.","Dunphy, Jamie","Natalie Sept",
"Open Signal","06/12/2017","Email","Other: Also, Cable Franchise, and Education","Follow up email to check in on Film Office move meetings and process.","Dunphy, Jamie","Natalie Sept",
"Open Signal","06/12/2017","Email","Other: Also, Cable Franchise, and Education","Agree to push conversation around film office move to next week.","Dunphy, Jamie","Natalie Sept",
"Open Signal","06/21/2017","Telephone","Other: Also, Cable Franchise, and Education","Discussion around process of film office move: next steps and comment periods.","Dunphy, Jamie","Natalie Sept",
"Open Signal","05/17/2017","Email","Other: Also, Cable Franchise, and Education","Thank you to all Commissioners for the amendment that preserved Open Signal's budget in the upcoming 2017-18 fiscal year.","Arguinzoni, Jennifer ; Birge, Pollyanne; Brewster, Stacy; Chisek, Kyle ; Dunphy, Jamie; Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Runkel, Marshall; Saltzman, Dan; Schmanski, Sonia; Wheeler, Ted","Justen Harn",
"Open Signal","05/18/2017","Personal Meeting","Other: Also, Cable Franchise, and Education","Meeting to follow up and thank her for her advocacy and interest in Open Signal.","Birge, Pollyanne","Justen Harn",
"Open Signal","05/17/2017","Email","Other: Also, Cable Franchise, and Education","Following up on Kyle's request to discuss future placement of Office for Community Technology within OMF.","Chisek, Kyle ","Natalie Sept",
"Open Signal","05/20/2017","Email","Other: Also, Cable Franchise, and Education","Verifying next steps of process with Office for Community Technology budget note.","Chisek, Kyle ","Natalie Sept",
"Open Signal","05/12/2017","Email","Other: Also, Cable Franchise, and Education","Submitted clarification letter providing additional information on Executive Director Justen Harn's answer to the question posed by Commissioner Fish at the City Council Budget Committee Hearing.","Fish, Nick; Schmanski, Sonia","Justen Harn; Natalie Sept",
"Open Signal","05/16/2017","Telephone","Other: Also, Cable Franchise, and Education","Conversation on Mayor's priorities for amendments in the final budget.","Chisek, Kyle ","Natalie Sept",
"Oregon Citizens' Utility Board","04/04/2017","Committee Meeting","Other: water","Portland Utility Board Meeting","Frost, Liam; Jordan, Michael","Janice Thompson",
"Oregon Citizens' Utility Board","04/07/2017","Personal Meeting","Other: water","BES and PWB Budgets","Chisek, Kyle ","Janice Thompson",
"Oregon Citizens' Utility Board","05/02/2017","Committee Meeting","Other: Water","Portland Utility Board Meeting","Frost, Liam; Jordan, Michael","Janice Thompson",
"Oregon Citizens' Utility Board","05/08/2017","Telephone","Other: water","BES and PWB budgets and budget process","Frost, Liam","Janice Thompson",
"Oregon Citizens' Utility Board","05/18/2017","Committee Meeting","Other: water","Preparation and presentation of testimony at May 2017 utility rate hearing","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Saltzman, Dan; Wheeler, Ted","Janice Thompson",
"Oregon Citizens' Utility Board","05/31/2017","Committee Meeting","Water","Portland Utility Board-Water Quality Special Meeting","Frost, Liam; Stuhr, Michael","Janice Thompson",
"Oregon Citizens' Utility Board","06/01/2017","Committee Meeting","Sustainable Development: energy","Preparation and presentation of testimony in support of 100% renewables by 2050 resolution","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Saltzman, Dan; Wheeler, Ted","Janice Thompson",
"Oregon Citizens' Utility Board","06/06/2017","Committee Meeting","Other: Water","Portland Utility Board Meeting","Frost, Liam; Jordan, Michael; Stuhr, Michael","Janice Thompson",
"Oregon Citizens' Utility Board","06/17/2017","Committee Meeting","Other","Preparation and presentation of testimony in support of Smart Cities Resolution","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Saltzman, Dan; Wheeler, Ted","Samuel Pastrick",
"Oregon Citizens' Utility Board","06/22/2017","Personal Meeting","Water","Water Quality","Lofgren, Todd","Janice Thompson",
"Oregon Citizens' Utility Board","06/26/2017","Email","Water","Emailed memo with CUB questions/observations before June 27 2017 Water Quality City Council Work Session","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Saltzman, Dan; Wheeler, Ted","Janice Thompson",
"Oregon Citizens' Utility Board","06/27/2017","Committee Meeting","Water","Invited comment at June 27 2017 Water Quality City Council Work Session","Eudaly, Chloe; Fish, Nick; Fritz, Amanda; Saltzman, Dan; Wheeler, Ted","Janice Thompson",
"Oregon Citizens' Utility Board","06/28/2017","Personal Meeting","Other","Net Neutrality and Office for Community Technology","Finn, Brendan","Janice Thompson; Samuel Pastrick",
"Oregon Health & Science University","04/06/2017","Email","Transportation: streets, sidewalks and street lighting","red light enforcement at SW 6th","Arguinzoni, Jennifer ","Michael Harrison",
"Oregon Health & Science University","04/07/2017","Email","Transportation: streets, sidewalks and street lighting","red light enforcement at SW 6th","Chisek, Kyle ","Michael Harrison",
"Oregon Health & Science University","04/10/2017","Telephone","Other: Planning & Sustainability","Support two city staff positions: Increased density of natural plantings in northern portion of Willamette Greenway and retaining existing floor area transfer provisions in South Waterfront","Houck, Mike","Michael Harrison",
"Oregon Health & Science University","04/12/2017","Email","Other: Sister City: Laos","Potential sister city partnership with city in Laos","Arguinzoni, Jennifer ","Michael Harrison",
"Oregon Health & Science University","04/27/2017","Email","Other: sister city","Potential sister city partnership with city in Laos","Arguinzoni, Jennifer ","Michael Harrison",
"Oregon Health & Science University","05/03/2017","Email","Urban Renewal","renewing existing agreement to share potential proceeds from sale of property with the city","Arguinzoni, Jennifer ; Chisek, Kyle ","Michael Harrison",
"Oregon Health & Science University","05/03/2017","Telephone","Urban Renewal","renewing existing agreement to share potential proceeds from sale of property with the city","Chisek, Kyle ","Michael Harrison",
"Oregon Health & Science University","05/04/2017","Email","Transportation: streets, sidewalks and street lighting","reconstruction of SW Sam Jackson Park Road","Arguinzoni, Jennifer ; Chisek, Kyle ; Rinehart, Tom; Scott, Andrew","Michael Harrison",
"Oregon Health & Science University","05/08/2017","Telephone","Development Services","request to eliminate land use review for temporary retaining wall and fill for SW Meade construction","Runkel, Marshall","Michael Harrison",
"Oregon Health & Science University","05/08/2017","Email","Development Services","request to eliminate land use review for temporary retaining wall and fill for SW Meade construction","Runkel, Marshall","Michael Harrison",
"Oregon Health & Science University","05/10/2017","Meeting Preparation","Urban Renewal","renewing existing agreement to share potential proceeds from sale of property with the city","Wheeler, Ted","Brian Newman; Michael Harrison",
"Oregon Health & Science University","05/10/2017","Telephone","Development Services","request to eliminate land use review for temporary retaining wall and fill for SW Meade construction","Schmanski, Sonia","Michael Harrison",
"Oregon Health & Science University","05/22/2017","Personal Meeting","Other: and Development Review and Urban Renewal","eliminate land use review for SW Meade. renew agreement to share proceeds from sale of property. request full extension of SW Bond through South Waterfront.","Chisek, Kyle ; Wheeler, Ted","Brian Newman; Michael Harrison",
"Oregon Health & Science University","05/22/2017","Meeting Preparation","Other: and Development Review","eliminate land use review for SW Meade. renew agreement to share proceeds from sale of property. ","Eudaly, Chloe; Runkel, Marshall","Brian Newman; Michael Harrison",
"Oregon Health & Science University","05/23/2017","Personal Meeting","Other: and Development Review","eliminate land use review for SW Meade. renew agreement to share proceeds from sale of property. ","Eudaly, Chloe; Runkel, Marshall","Brian Newman; Michael Harrison",
"Oregon Health & Science University","05/23/2017","Email","Development Services","request to eliminate land use review for temporary retaining wall and fill for SW Meade construction","Chisek, Kyle ; Grumm, Matthew; Runkel, Marshall","Michael Harrison",
"Oregon Health & Science University","05/23/2017","Email","Transportation: streets, sidewalks and street lighting","request full extension of SW Bond through South Waterfront","Chisek, Kyle ","Michael Harrison",
"Oregon Health & Science University","05/24/2017","Telephone","Other: and Design Review","eliminate land use review for SW Meade. Request full extension of SW Bond through South Waterfront. request city partnership on improving SW Trail #1.","Grumm, Matthew","Michael Harrison",
"Oregon Health & Science University","05/24/2017","Email","Transportation: streets, sidewalks and street lighting","request city partnership on improving SW Trail #1.","Grumm, Matthew","Michael Harrison",
"Oregon Health & Science University","06/02/2017","Email","Development Services","eliminate land use review for SW Meade fill and temporary retaining walls.","Chisek, Kyle ; Grumm, Matthew","Michael Harrison",
"Oregon Health & Science University","06/14/2017","Personal Meeting","Transportation: streets, sidewalks and street lighting","request city partnership on improving SW Trail #1.","Grumm, Matthew","Michael Harrison",
"Oregon Health & Science University","06/14/2017","Personal Meeting","Transportation: streets, sidewalks and street lighting","request city partnership on improving SW Trail #1.","Schmanski, Sonia","Michael Harrison",
"Oregon Health & Science University","06/23/2017","Email","Other: NIH grant support letter","requested letter of support for NIH grant application","Chisek, Kyle ","Michael Harrison",
"Oregon Health & Science University","04/13/2017","Personal Meeting","Transportation: streets, sidewalks and street lighting","Support for Bond Extension and South Portal project in South Waterfront","Grumm, Matthew","Michael Harrison",
"Oregon Health & Science University","04/21/2017","Email","Other: Sister City","Potential sister city partnership with city in Laos","Arguinzoni, Jennifer ","Michael Harrison",
"Pacific Power","04/07/2017","Personal Meeting","Other: Renewables Resolution","Meeting with City and County to learn about the resolutions","Chisek, Kyle ; Howard, Nathan","Sheila Holden",
"Pacific Power","04/24/2017","Text Message","Other: 100% Renewables Resolution","Follow-up on renewable resolution and  potential meeting with 
 city leads via email and text. ","Howard, Nathan","Sheila Holden",
"Pacific Power","05/08/2017","Meeting Preparation","Other: 100% Renewables Resolution","Prep and review of resolutions for meeting with city and county on   May 9th.","Chisek, Kyle ; Duhamel, Jamey; Henderson, Maurice; Howard, Nathan","Jessica Zahnow; Mary Wiencke; Scott Bolton; Sheila Holden",
"Pacific Power","05/09/2017","Committee Meeting","Other: 100% Renewables Resolution","Review of Resolutions content and process status","Chisek, Kyle ; Duhamel, Jamey; Henderson, Maurice; Howard, Nathan","Jessica Zahnow; Mary Wiencke; Sheila Holden",
"Pacific Power","05/17/2017","Personal Meeting","Other: 100% Renewable Resolution","Review of proposed changes and additions by all parties with city and county reps.","Howard, Nathan","Jessica Zahnow; Mary Wiencke; Sheila Holden",
"Pacific Power","05/25/2017","Email","Other: 100% Renewables Resolution","Clarification on clean energy definitions for community based renewables.","Howard, Nathan","Mary Wiencke",
"Pacific Power","05/25/2017","Telephone","Other: 100% Renewables Resolution","Discuss proposed additions to the resolutions  ","Howard, Nathan","Scott Bolton",
"Pacific Power","05/25/2017","Telephone","Other: 100% Renewables Resolution","Discussion of proposed changes to the resolution","Chisek, Kyle ","Scott Bolton",
"Pacific Power","05/24/2017","Email","Other: 100% Renewables Resolution","Discussion of proposed changes to the resolution","Henderson, Maurice","Scott Bolton",
"Pacific Power","05/30/2017","Committee Meeting","Other: 100% Renewables Resoluton","Review of City and County resolution final drafts status ","Howard, Nathan","Jessica Zahnow; Sheila Holden",
"Pacific Power","05/22/2017","Committee Meeting","Other: 100% Renewables Resolution","Meeting with all stakeholders","Duhamel, Jamey; Howard, Nathan; Rinehart, Tom","Jessica Zahnow; Sheila Holden",
"Pacific Power","05/30/2017","Email","Other: 100% Renewables Resolution","Email prep and its forwarding to City Council and staff on expanded clean renewable energy options for community based renewable energy projects. ","Chisek, Kyle ; Duhamel, Jamey; Eudaly, Chloe; Finn, Brendan; Fish, Nick; Fritz, Amanda; Henderson, Maurice; Howard, Nathan; Saltzman, Dan; Schmanski, Sonia; Wheeler, Ted","Sheila Holden",
"Pacific Power","05/31/2017","Email","Other: 100% Renewables Resolution","Status request for draft language","Schmanski, Sonia","Sheila Holden",
"Pacific Power","05/04/2017","Email","Other: Meeting with Mayor","Scheduled meeting with Mayor for 6/6 through Lisa Taylor","James, Angel; Wheeler, Ted","Scott Bolton; Sheila Holden",
