"Entity","Contact date","Contact type","Subject","Action of interest","City official(s)","Lobbyist(s)",
"Home Building Association of Greater Portland","08/31/2023","Personal Meeting","Housing and Community Development","housing policy discussion--regulator relief project","Ghan, Christina","Preston Korst",
"Home Building Association of Greater Portland","07/28/2023","Email","Housing and Community Development","Portland builders group meeting invite","Williams, Millicent","Preston Korst",
"Home Building Association of Greater Portland","08/23/2023","Virtual Meeting","Housing and Community Development","BDS / HBA check in on permit consolidation, middle housing, single point of contact, etc.","Esau, Rebecca","Preston Korst",
"John Doe Lobbying, Inc.","09/13/2023","Email","Other: The thing you didn't list","Froi Gras","Blonsley, Hayley","John Doe Lobbyist",
"Lumen Technologies","07/31/2023","Meeting Preparation","Cable and Franchise","Internal planning for discussion on Portland ROW","Oliveira, Donald","Jared Wiener",
"Lumen Technologies","08/01/2023","Personal Meeting","Cable and Franchise","Met with BPS Staff to understand current status of Portland ROW and next steps. ","Oliveira, Donald","Jared Wiener",
"Lumen Technologies","08/28/2023","Meeting Preparation","Cable and Franchise","Internal meeting to discuss potential of a Portland ROW Code","Oliveira, Donald","Jared Wiener",
"Lumen Technologies","09/01/2023","Personal Meeting","Cable and Franchise","Meeting with BPS staff and members of Portland Metro Chamber to discuss Portland ROW Code next steps. ","Oliveira, Donald","Jared Wiener",
"Lyft, Inc.","08/24/2023","Personal Meeting","Other: Check-In","Introduction","Carney, Shannon; Mapps, Mingus","Amy Ruiz",
"Lyft, Inc.","09/07/2023","Virtual Meeting","Other: Lyft, Inc. force for good in Portland, OR","Brainstorming ways Lyft, Inc. can assist Portland","Fitzpatrick, Andrew","Amy Ruiz",
"Oregon Museum of Science and Industry ","09/11/2023","Personal Meeting","Other: OMSI Redevelopment","OMSI District Redevelopment Project","Branam, Kimberly","Erin Graham",
"Oregon Museum of Science and Industry ","09/13/2023","Personal Meeting","Transportation: streets, sidewalks and street lighting","OMSI Redevelopment Project infrastructure","Williams, Millicent","Dan Bates; Erin Graham; Preston Greene; Rachael Wiggins Emory",
"Oregon Smart Growth","08/10/2023","Virtual Meeting","Housing and Community Development","IH Admin rules, permitting consolidation","Ghan, Christina; Rubio, Carmen","Amy Ruiz",
"Oregon Smart Growth","08/21/2023","Email","Housing and Community Development","IH Recommendations","Carney, Shannon; Fitzpatrick, Andrew; Ghan, Christina; Gonzalez, Rene; Lee, Bobby; Mapps, Mingus; McHugh, Thomas; Meyer, Katie; Miller, Tom; Rogers, Molly; Rubio, Carmen; Ryan, Dan; Schoene, Jillian; Smith, Shah; Torres, Kellie; Wheeler, Ted","Amy Ruiz; Tom Rinehart",
"Oregon Smart Growth","08/21/2023","Text Message","Housing and Community Development","annual meeting","Schoene, Jillian","Amy Ruiz",
"Oregon Smart Growth","08/22/2023","Telephone","Housing and Community Development","permitting consolidation","Schoene, Jillian","Amy Ruiz",
"Oregon Smart Growth","08/23/2023","Virtual Meeting","Housing and Community Development","Inclusionary housing and regulatory relief next steps","Ghan, Christina","Amy Ruiz; Marshall Runkel",
"Oregon Smart Growth","08/24/2023","Personal Meeting","Housing and Community Development","permitting consolidation, IH study","Mapps, Mingus; Meyer, Katie","Amy Ruiz",
"Oregon Smart Growth","08/28/2023","Personal Meeting","Housing and Community Development","permitting consolidation, IH study, housing production","Ghan, Christina; Rubio, Carmen","Amy Ruiz; Tom Rinehart",
"Oregon Smart Growth","08/31/2023","Personal Meeting","Housing and Community Development","permitting consolidation","Mapps, Mingus","Amy Ruiz",
"Oregon Smart Growth","09/07/2023","Email","Housing and Community Development","permitting consolidation","Mapps, Mingus","Amy Ruiz; Julie Flint; Tom Rinehart",
"Oregon Smart Growth","09/18/2023","Personal Meeting","Housing and Community Development","permitting consolidation","Esau, Rebecca","Tom Rinehart",
"Oregon Smart Growth","09/20/2023","Telephone","Housing and Community Development","permitting consolidation","Schoene, Jillian","Amy Ruiz",
"Oregon Smart Growth","09/26/2023","Email","Housing and Community Development","permitting consolidation","Esau, Rebecca","Amy Ruiz; Tom Rinehart",
"Oregon Smart Growth","09/28/2023","Telephone","Housing and Community Development","OSG member meeting","Schoene, Jillian","Amy Ruiz",
"Oregon Smart Growth","09/07/2023","Email","Housing and Community Development","permitting consolidation","Wheeler, Ted","Amy Ruiz; Julie Flint; Tom Rinehart",
"Oregon Smart Growth","09/07/2023","Email","Housing and Community Development","permitting consolidation","Rubio, Carmen","Amy Ruiz; Julie Flint; Tom Rinehart",
"Oregon Smart Growth","09/07/2023","Email","Housing and Community Development","permitting consolidation","Ryan, Dan","Amy Ruiz; Julie Flint; Tom Rinehart",
"Oregon Smart Growth","09/07/2023","Email","Housing and Community Development","permitting consolidation","Gonzalez, Rene","Amy Ruiz; Julie Flint; Tom Rinehart",
"Oregon Smart Growth","08/15/2023","Personal Meeting","Housing and Community Development","Central City Task Force","Chase, Sam; Fitzpatrick, Andrew","Amy Ruiz",
"Portland Business Alliance","07/13/2023","Email","Business and Economic Development","General updates regarding homeless response, request to meet","Brocker-Knapp, Skyler; Lee, Bobby; Wendelbo, Amanda","Andrew Hoan",
"Portland Business Alliance","07/23/2023","Email","Business and Economic Development","Safety issues in downtown","Fitzpatrick, Andrew; Howard, Stephanie; Lee, Bobby; Wendelbo, Amanda","Andrew Hoan",
"Portland Business Alliance","07/31/2023","Email","Business and Economic Development","Homelessness","Fitzpatrick, Andrew; Howard, Stephanie; Lee, Bobby; Wendelbo, Amanda","Andrew Hoan",
"Portland Business Alliance","08/18/2023","Email","Business and Economic Development","Portland Central City Taskforce meeting prep","Fitzpatrick, Andrew","Andrew Hoan",
"Portland Business Alliance","08/21/2023","Email","Business and Economic Development","Invitation to join Best Practices Trip ","Branam, Kimberly; Gonzalez, Rene; Mapps, Mingus; Rubio, Carmen; Ryan, Dan; Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","09/06/2023","Email","Business and Economic Development","Reminder - Requesting attendance at Best Practices Trip  
","Gonzalez, Rene; Mapps, Mingus; Rubio, Carmen; Ryan, Dan; Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","08/21/2023","Email","Business and Economic Development","Darcelle XV RFI ","Torres, Kellie","Andrew Hoan",
"Portland Business Alliance","08/23/2023","Email","Business and Economic Development","Committing to serve on Advance Portland Advisory Committee
","Rico Cornwell, Angela; Rubio, Carmen","Andrew Hoan",
"Portland Business Alliance","08/23/2023","Email","Business and Economic Development","Darcelle XV responding to request for meeting
","Lofgren, Todd","Andrew Hoan",
"Portland Business Alliance","08/23/2023","Email","Business and Economic Development","Darcelle XV meeting response ","Lofgren, Todd","Andrew Hoan",
"Portland Business Alliance","09/05/2023","Email","Business and Economic Development","Small Business Economic Report invitation ","Gonzalez, Rene; Mapps, Mingus; Rubio, Carmen; Ryan, Dan; Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","09/05/2023","Email","Business and Economic Development","Response to request for meeting ","Morrison, Taylor","Andrew Hoan",
"Portland Business Alliance","09/06/2023","Email","Business and Economic Development","Darcelle XV response to MOU ","Lofgren, Todd","Andrew Hoan",
"Portland Business Alliance","09/09/2023","Email","Business and Economic Development","Reminder - invitation and aligning communications for small business economic report 
","Kwon, MeeSeon; Rico Cornwell, Angela; Rubio, Carmen; Schoene, Jillian","Andrew Hoan",
"Portland Business Alliance","09/12/2023","Email","Business and Economic Development","Request attendance to A Place With No Ceiling honoring women and companies in business
","Gonzalez, Rene; Mapps, Mingus; Rubio, Carmen; Ryan, Dan; Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","09/14/2023","Email","Business and Economic Development","Dissemination of Small Business Economic Report
","Gonzalez, Rene; Mapps, Mingus; Rubio, Carmen; Ryan, Dan; Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","09/15/2023","Email","Business and Economic Development","Request for city to jointly present to Greater Portland Inc
","Branam, Kimberly; Fitzpatrick, Andrew","Andrew Hoan",
"Portland Business Alliance","09/19/2023","Email","Business and Economic Development","Logistics support for Commissioner Attendance at best practices trip ","Kwon, MeeSeon","Andrew Hoan",
"Portland Business Alliance","09/21/2023","Email","Business and Economic Development","Response to Parks & Recreation's proposed MOU
","Lofgren, Todd","Andrew Hoan",
"Portland Business Alliance","09/22/2023","Email","Business and Economic Development","Final approvals for MOU for Portland Parks & Recreation request for MOU
","Lofgren, Todd","Andrew Hoan",
"Portland Business Alliance","09/25/2023","Email","Business and Economic Development","Portland Central City Taskforce Rescheduled planning conversations
","Branam, Kimberly; Fitzpatrick, Andrew","Andrew Hoan",
"Portland Business Alliance","09/28/2023","Email","Business and Economic Development","Request for city to provide marketing materials for Business Licensing Tax ","Branam, Kimberly; Fitzpatrick, Andrew","Andrew Hoan",
"Portland Business Alliance","09/28/2023","Email","Business and Economic Development","ESD Audit Response Responding to city's request for a meeting
","Fitzpatrick, Andrew","Andrew Hoan",
"Portland Business Alliance","09/29/2023","Email","Business and Economic Development","Connection to food truck initiative in Milwaukee
","Branam, Kimberly; Fitzpatrick, Andrew; Rico Cornwell, Angela","Andrew Hoan",
"Portland Business Alliance","09/29/2023","Email","Business and Economic Development","Scheduling change for Mayor's meeting at the request of the city
","Fitzpatrick, Andrew","Andrew Hoan; Meikelo Cabbage",
"Portland Business Alliance","09/30/2023","Email","Business and Economic Development","Support for logistics for Commissioners office for Best Practices Trip
","Rico Cornwell, Angela","Andrew Hoan",
"Portland Business Alliance","07/10/2023","Meeting Preparation","Business and Economic Development","Portland Central City Taskforce
","Branam, Kimberly","Andrew Hoan",
"Portland Business Alliance","07/11/2023","Personal Meeting","Business and Economic Development","Downtown Business Support meeting
","Fitzpatrick, Andrew; Schoene, Jillian","Andrew Hoan; Jon Isaacs",
"Portland Business Alliance","07/21/2023","Personal Meeting","Business and Economic Development","Meeting for city updates on response to homelessness
","Brocker-Knapp, Skyler; Lee, Bobby","Andrew Hoan",
"Portland Business Alliance","07/24/2023","Personal Meeting","Business and Economic Development","Meeting to discuss downtown safety issues
","Fitzpatrick, Andrew; Howard, Stephanie; Lee, Bobby; Thompson, Dakotah","Andrew Hoan; Jon Isaacs",
"Portland Business Alliance","07/28/2023","Personal Meeting","Business and Economic Development","Meeting to prepare for Portland central city taskforce
","Branam, Kimberly","Andrew Hoan",
"Portland Business Alliance","08/04/2023","Personal Meeting","Business and Economic Development","Portland 'Forward'/Central City Taskforce prep
","Branam, Kimberly","Andrew Hoan",
"Portland Business Alliance","08/22/2023","Personal Meeting","Business and Economic Development","Portland Central City Taskforce
","Branam, Kimberly; Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","08/29/2023","Personal Meeting","Business and Economic Development","Meeting to discuss Park & Recreation request for response to RFI
","Lofgren, Todd","Andrew Hoan",
"Portland Business Alliance","09/13/2023","Personal Meeting","Business and Economic Development","Portland Central City Taskforce Taxes for Services Committee
","Lee, Bobby","Andrew Hoan",
"Portland Business Alliance","09/19/2023","Personal Meeting","Business and Economic Development","Advance Portland Advisory Committee meeting at the request of the Commissioner","Branam, Kimberly; Rubio, Carmen","Andrew Hoan",
"Portland Business Alliance","09/20/2023","Personal Meeting","Business and Economic Development","Downtown recovery and economic planning
","Branam, Kimberly","Andrew Hoan; Jon Isaacs",
"Portland Business Alliance","09/26/2023","Personal Meeting","Business and Economic Development","Portland Central City Taskforce
","Branam, Kimberly; Lee, Bobby; Wheeler, Ted","Andrew Hoan",
"Portland Business Alliance","07/11/2023","Telephone","Business and Economic Development","Discussing results in Directors Park and potential for O'Bryant - Darcelle
","Ryan, Dan","Andrew Hoan",
"Portland Business Alliance","09/23/2023","Telephone","Business and Economic Development","Downtown Parks updates, discussion and next steps ","Ryan, Dan","Andrew Hoan",
"Portland Business Alliance","07/21/2023","Telephone","Business and Economic Development","Discussion of progress on Parks & Recreation RFI
","Torres, Kellie","Andrew Hoan",
"Portland Business Alliance","08/21/2023","Telephone","Business and Economic Development","Discussion of progress on Parks & Recreation RFI
","Torres, Kellie","Andrew Hoan",
"Portland Business Alliance","08/22/2023","Telephone","Business and Economic Development","Follow up on previous day conversation that was interrupted
","Torres, Kellie","Andrew Hoan",
"Portland Business Alliance","07/07/2023","Telephone","Business and Economic Development","Discussion on ongoing challenges with security in Downtown 
","Lee, Bobby","Andrew Hoan",
"Portland Business Alliance","07/25/2023","Telephone","Business and Economic Development","Assistance with connections to real estate for sheltering 
","Lee, Bobby","Andrew Hoan",
"Portland Business Alliance","08/09/2023","Telephone","Business and Economic Development","Discussion regarding first meeting of Portland Central City Taskforce","Lee, Bobby","Andrew Hoan",
"Portland Business Alliance","09/13/2023","Telephone","Business and Economic Development","Portland Central City Taskforce - Taxes for services committee discussion","Lee, Bobby","Andrew Hoan",
"Portland Business Alliance","07/10/2023","Telephone","Business and Economic Development","Business recovery in downtown 
","Schoene, Jillian","Andrew Hoan",
"Portland Business Alliance","07/27/2023","Telephone","Business and Economic Development","Business recovery in downtown, Follow up from meeting
","Schoene, Jillian","Andrew Hoan",
"Portland Business Alliance","08/22/2023","Telephone","Business and Economic Development","Attendance for Commissioner Ryan at Best Practices Trip 
","McHugh, Thomas","Andrew Hoan",
"Portland Business Alliance","09/13/2023","Telephone","Business and Economic Development","Follow up on Taxes for Services Committee
","Branam, Kimberly","Andrew Hoan",
"Portland Business Alliance","07/31/2023","Telephone","Business and Economic Development","Follow up on scheduling meeting about homelessness","Brocker-Knapp, Skyler","Andrew Hoan",
"Portland Business Alliance","08/16/2023","Text Message","Business and Economic Development","Mayor attendance at Midtown Beergarden opening ","Fitzpatrick, Andrew","Jay Clark",
"Portland Business Alliance","08/30/2023","Text Message","Business and Economic Development","Inquiring about business community input on project","Chase, Sam","Jay Clark",
"Portland Business Alliance","08/31/2023","Text Message","Business and Economic Development","Thank you note for testimony","Mapps, Mingus","Jay Clark",
"Portland Business Alliance","09/22/2023","Text Message","Business and Economic Development","Conversation about APICCO dinner event and new chamber staff","Ryan, Dan","Jay Clark",
"Portland Business Alliance","08/15/2023","Text Message","Business and Economic Development","Goals of governor's taskforce","Chase, Sam","Jay Clark",
"Portland Business Alliance","08/16/2023","Text Message","Business and Economic Development","Dan Ryan attendance at Midtown Beergarden opening","McHugh, Thomas","Jay Clark",
"Portland Business Alliance","08/16/2023","Text Message","Business and Economic Development","Rene Gonzalez attendance at Midtown Beergarden opening ","Smith, Shah","Jay Clark",
"Portland Business Alliance","08/16/2023","Text Message","Business and Economic Development","Mingus Mapps attendance at Midtown Beergarden opening","Meyer, Katie","Jay Clark",
"Portland Business Alliance","09/26/2023","Email","Business and Economic Development","Invite to Leadership Portland Happy Hour","Gonzalez, Rene; Mapps, Mingus; Rubio, Carmen; Ryan, Dan; Smith, Shah; Watson, Amanda; Wheeler, Ted","Jay Clark; Meikelo Cabbage",
"Portland Business Alliance","07/06/2023","Email","Business and Economic Development","cc'd on multiple emails about 911 incident for hotel
","Brocker-Knapp, Skyler; Thompson, Dakotah","Mark Wells",
"Portland Business Alliance","07/07/2023","Personal Meeting","Business and Economic Development","Director Park Grand Reopening ","Jones Darion; Ryan, Dan","Andrew Hoan; Mark Wells; Meikelo Cabbage; Steve Wytcherley; Sydney Mead",
"Portland Business Alliance","07/07/2023","Email","Business and Economic Development","referred retailed email reporting on-going drugs and crime effecting business and wants to know city action
","Thompson, Dakotah","Mark Wells",
"Portland Business Alliance","07/10/2023","Email","Business and Economic Development","sent email requesting verbiage on camping TPM ordinance for rate-payers frustration
","Bowman, Cody; Brocker-Knapp, Skyler; Howard, Stephanie; John Roble","Mark Wells; Steve Wytcherley",
"Portland Business Alliance","07/13/2023","Email","Business and Economic Development","cc'd on multiple emails for meeting to address Berg building
","Fitzpatrick, Andrew","Mark Wells; Steve Wytcherley",
"Portland Business Alliance","07/14/2023","Email","Business and Economic Development","emailed requesting follow up with Rate-payer on city questions related to BDS and security enhancements
","Thompson, Dakotah","Mark Wells; Steve Wytcherley",
"Portland Business Alliance","07/20/2023","Email","Business and Economic Development","request assistance with chronic PBOT SOW issues and signage
","Carney, Shannon","Mark Wells; Steve Wytcherley",
"Portland Business Alliance","07/24/2023","Virtual Meeting","Business and Economic Development","discuss public safety and lack of police in downtown core
","Fitzpatrick, Andrew; Howard, Stephanie; Lee, Bobby; Thompson, Dakotah","Mark Wells; Steve Wytcherley",
"Portland Business Alliance","07/24/2023","Email","Business and Economic Development","multiple emails for logistics for upcoming hotel safety summit
","Brocker-Knapp, Skyler; Fitzpatrick, Andrew; Thompson, Dakotah","Mark Wells; Steve Wytcherley",
"Portland Business Alliance","07/24/2023","Email","Business and Economic Development","mass email update on filling a fountain by Big Pink
","Thompson, Dakotah","Mark Wells; Steve Wytcherley",
