"Entity","Contact date","Contact type","Subject","Action of interest","City official(s)","Lobbyist(s)",
"Business For A Better Portland","03/18/2021","Virtual Meeting","Business and Economic Development","member forum","Ryan, Dan","Adrienne Leverette",
"Business For A Better Portland","03/19/2021","Email","Business and Economic Development","member forum follow up","Gadberry, Elizabeth; Thompson, Gwen; Torres, Kellie","Adrienne Leverette",
"Business For A Better Portland","03/19/2021","Virtual Meeting","Business and Economic Development","member forum ","Rubio, Carmen","Adrienne Leverette",
"Business For A Better Portland","03/24/2021","Email","Business and Economic Development","member forum planning","Kwon, MeeSeon","Adrienne Leverette",
"Business For A Better Portland","03/26/2021","Email","Financial Administration and Management","City Budget","Diaz, Sam","Elizabeth Ashley Henry",
"Business For A Better Portland","03/22/2021","Email","COVID-19 Issues","Action Tables","Adams, Sam; Diaz, Sam","Elizabeth Ashley Henry",
"Business For A Better Portland","03/18/2021","Email","COVID-19 Issues","Mayor Forum","Becker, Tim","Elizabeth Ashley Henry",
"Business For A Better Portland","03/19/2021","Email","COVID-19 Issues","Follow up to Commissioner Rubio forum","Lujan-Valerio, Ricardo","Elizabeth Ashley Henry",
"Business For A Better Portland","03/18/2021","Email","Financial Administration and Management","City Budget","Diaz, Sam; Tran, Khanh","Elizabeth Ashley Henry",
"Business For A Better Portland","03/17/2021","Email","COVID-19 Issues","Action Tables","Adams, Sam","Elizabeth Ashley Henry",
"Business For A Better Portland","03/17/2021","Email","COVID-19 Issues","Action Tables","Tran, Khanh","Elizabeth Ashley Henry",
"Business For A Better Portland","03/16/2021","Email","COVID-19 Issues","Action Tables","Adams, Sam; Tran, Khanh","Elizabeth Ashley Henry",
"Business For A Better Portland","03/16/2021","Email","COVID-19 Issues","Action Tables","Adams, Sam; Tran, Khanh","Elizabeth Ashley Henry",
"Business For A Better Portland","03/15/2021","Email","COVID-19 Issues","Action Tables","Tran, Khanh","Elizabeth Ashley Henry",
"Business For A Better Portland","03/12/2021","Email","COVID-19 Issues","Action Tables","Tran, Khanh","Elizabeth Ashley Henry",
"Business For A Better Portland","03/12/2021","Email","COVID-19 Issues","Action Tables","Tran, Khanh","Elizabeth Ashley Henry",
"Business For A Better Portland","03/12/2021","Email","COVID-19 Issues","Action Tables","Tran, Khanh","Elizabeth Ashley Henry",
"Business For A Better Portland","03/11/2021","Email","COVID-19 Issues","Economic recovery","Branam, Kimberly; Lee, Bobby","Elizabeth Ashley Henry",
"Business For A Better Portland","03/10/2021","Email","COVID-19 Issues","Action Tables","Adams, Sam; Tran, Khanh","Elizabeth Ashley Henry",
"Business For A Better Portland","03/10/2021","Email","COVID-19 Issues","Action Tables","Adams, Sam; Tran, Khanh","Elizabeth Ashley Henry",
"Business For A Better Portland","03/08/2021","Email","Housing and Community Development","Homeless Services","Allen, Seraphie","Elizabeth Ashley Henry",
"Business For A Better Portland","03/08/2021","Email","COVID-19 Issues","Action Tables","Adams, Sam; Tran, Khanh","Elizabeth Ashley Henry",
"Business For A Better Portland","03/07/2021","Email","COVID-19 Issues","Action Tables","Adams, Sam; Lee, Bobby; Tran, Khanh","Elizabeth Ashley Henry",
"Business For A Better Portland","03/04/2021","Email","Business and Economic Development","Economic Recovery Plan","Lee, Bobby","Elizabeth Ashley Henry",
"Business For A Better Portland","03/04/2021","Email","COVID-19 Issues","Action Tables","Adams, Sam; Tran, Khanh","Elizabeth Ashley Henry",
"Business For A Better Portland","03/01/2021","Email","COVID-19 Issues","Action Tables","Adams, Sam; Lee, Bobby","Elizabeth Ashley Henry",
"Business For A Better Portland","03/01/2021","Email","COVID-19 Issues","Economic recovery","Lee, Bobby; Tran, Khanh","Elizabeth Ashley Henry",
"Business For A Better Portland","03/01/2021","Email","COVID-19 Issues","Economic recovery","Lee, Bobby; Tran, Khanh","Elizabeth Ashley Henry",
"Business For A Better Portland","02/22/2021","Email","COVID-19 Issues","Economic recovery","Tran, Khanh","Elizabeth Ashley Henry",
"Business For A Better Portland","02/22/2021","Email","COVID-19 Issues","Economic recovery","Tran, Khanh","Elizabeth Ashley Henry",
"Business For A Better Portland","02/16/2021","Email","COVID-19 Issues","Economic recovery","Adams, Sam","Elizabeth Ashley Henry",
"Business For A Better Portland","02/12/2021","Email","COVID-19 Issues","Economic recovery","Adams, Sam","Elizabeth Ashley Henry",
"Business For A Better Portland","02/10/2021","Email","Business and Economic Development","Economic recovery","Adams, Sam; Tran, Khanh","Elizabeth Ashley Henry",
"Business For A Better Portland","02/07/2021","Email","Housing and Community Development","Homeless Services","Bond, Mark","Elizabeth Ashley Henry",
"Business For A Better Portland","02/04/2021","Email","Business and Economic Development","Economic recovery","Adams, Sam; Schmanski, Sonia","Elizabeth Ashley Henry",
"Business For A Better Portland","01/28/2021","Email","Business and Economic Development","City Budget","Adams, Sam; Tran, Khanh","Elizabeth Ashley Henry",
"Business For A Better Portland","01/25/2021","Email","Business and Economic Development","City Budget","Adams, Sam; Tran, Khanh","Elizabeth Ashley Henry",
"Business For A Better Portland","01/22/2021","Email","Business and Economic Development","Economic recovery","Diaz, Sam","Elizabeth Ashley Henry",
"Business For A Better Portland","01/16/2021","Email","Business and Economic Development","City Budget","Adams, Sam; Tran, Khanh","Elizabeth Ashley Henry",
"Business For A Better Portland","01/11/2021","Email","Business and Economic Development","Economic Recovery","Lujan-Valerio, Ricardo","Elizabeth Ashley Henry",
"Business For A Better Portland","01/06/2021","Email","Housing and Community Development","Homeless Services","Montez, Chariti","Elizabeth Ashley Henry",
"Coalition of Communities of Color","01/08/2021","Personal Meeting","Environment: natural","Meet and greet to discuss City's legislative/policy agenda, priorities around racial equity, environmental justice, and community engagement, and Nikita's role at Coalition of Communities of Color. ","Diaz, Sam; Watson, Amanda","Nikita Daryanani",
"Coalition of Communities of Color","01/26/2021","Meeting Preparation","Other: Racial equity","COVID relief, housing/homelessness, policing/community safety, budget and revenue","Wheeler, Ted","Elona Wilson; Jenny Lee",
"Coalition of Communities of Color","01/29/2021","Virtual Meeting","Other: Racial equity","COVID relief, housing/homelessness, policing/community safety, budget and revenue","Diaz, Sam; Wheeler, Ted","Elona Wilson; Jenny Lee; Marcus Mundy",
"Coalition of Communities of Color","02/02/2021","Virtual Meeting","Other: Civic engagement","Strategies for civic engagement for groups representing communities of color","Rhee, Suk","Jenny Lee",
"Coalition of Communities of Color","02/02/2021","Virtual Meeting","Other: Community safety","Debrief of earlier meeting with Mayor discussing community safety","Diaz, Sam; Washington, Mustafa","Jenny Lee",
"Coalition of Communities of Color","03/02/2021","Virtual Meeting","Other: Racial equity","Advocacy for BIPOC engagement in community safety, transportation, civic engagement, and policing","Hardesty, Jo Ann; Miller, Andre","Elona Wilson; Jenny Lee; Marcus Mundy",
"Coalition of Communities of Color","03/18/2021","Virtual Meeting","Police and Public Safety","Investments in community-based organizations to address youth gun violence","Adriana Miranda; Lujan-Valerio, Ricardo; Rubio, Carmen","Elona Wilson; Jenny Lee; Marcus Mundy",
"Coalition of Communities of Color","03/19/2021","Telephone","Business and Economic Development","City plans for spending ARP funds and plans for engaging BIPOC community-based organizations","Diaz, Sam","Jenny Lee",
"Coalition of Communities of Color","03/25/2021","Virtual Meeting","Housing and Community Development","Asking for funding and culturally-specific approaches from community-based organizations to address housing and homelessness needs","Bond, Mark; Montez, Chariti","Elona Wilson; Jenny Lee; Marcus Mundy",
"Coalition of Communities of Color","03/30/2021","Telephone","Police and Public Safety","Strategies for investments in culturally-specific community based organizations to address youth gun violence","Adriana Miranda; Lujan-Valerio, Ricardo","Jenny Lee",
"Coalition of Communities of Color","03/30/2021","Meeting Preparation","Other: Racial equity","Planning for discussion of CCC member organizations' priorities around housing/homelessness, ARP funds, community safety","Mapps, Mingus","Jenny Lee",
"Coalition of Communities of Color","01/14/2021","Telephone","Environment: natural","30 mins: Discussion of Portland Clean Energy Fund upcoming grants","Diaz, Sam","Anissa Pemberton",
"Coalition of Communities of Color","02/02/2021","Virtual Meeting","Environment: natural","30 mins: Discussion of upcoming Portland Clean Energy Fund grants. ","Ryan, Dan","Anissa Pemberton",
"Coalition of Communities of Color","01/26/2021","Virtual Meeting","Environment: natural","30 mins: Discussion of upcoming Portland Clean Energy Fund grants","Hardesty, Jo Ann","Anissa Pemberton",
"Coalition of Communities of Color","03/18/2021","Telephone","COVID-19 Issues","30 mins: Discussion of possible Portland Clean Energy Fund Coalition engagement with American Rescue Plan distribution of funds","Diaz, Sam","Anissa Pemberton",
"Coalition of Communities of Color","03/19/2021","Telephone","COVID-19 Issues","10 mins: Follow up discussion of involvement of other community based orgs in American Rescue Plan funds distribution","Diaz, Sam","Anissa Pemberton",
"Coalition of Communities of Color","03/26/2021","Virtual Meeting","Environment: natural","30 mins: Discussion of upcoming Portland Clean Energy Fund grants","Jill Weir; Matt Glazewski","Anissa Pemberton",
"Coalition of Communities of Color","02/18/2021","Virtual Meeting","Environment: natural","Update regarding Climate Justice x Design project. Discussion of progress made and next steps.","Durbin, Andrea","Taren Evans",
"Lyft, Inc.","01/28/2021","Telephone","Transportation: streets, sidewalks and street lighting","Lyft statewide bill","Bradley, Derek","Michelle Plambeck",
"Lyft, Inc.","01/28/2021","Email","Transportation: streets, sidewalks and street lighting","Lyft statewide bill","Bradley, Derek","Michelle Plambeck",
"Lyft, Inc.","02/03/2021","Telephone","Transportation: streets, sidewalks and street lighting","Lyft operations, statewide bill","Bradley, Derek","Michelle Plambeck",
"Lyft, Inc.","02/16/2021","Virtual Meeting","Transportation: streets, sidewalks and street lighting","Lyft operations, statewide bill, TNC drivers committee","Bradley, Derek","Michelle Plambeck",
"NW Natural","01/08/2021","Email","Sustainable Development: energy","Restart/Revision of  Healthy Fee process and plan","Durbin, Andrea; Hardesty, Jo Ann; Mapps, Mingus; Rubio, Carmen; Ryan, Dan; Wheeler, Ted","Jennifer Yocom; Nina Carlson",
"NW Natural","02/26/2021","Virtual Meeting","Sustainable Development: energy","Discussion of Low Carbon Pathway, Vision 2050, and concerns on Healthy Climate Fee","Mapps, Mingus","Jennifer Yocom; Nina Carlson",
"Oregon Museum of Science and Industry ","01/20/2021","Email","Development Services","OMSI Redevelopment ","Jill Weir; Matt Glazewski","Rachael Wiggins Emory",
"Oregon Museum of Science and Industry ","02/15/2021","Email","Transportation: streets, sidewalks and street lighting","OMSI Redevelopment ","Martin, Lyne","Rachael Wiggins Emory",
"Oregon Museum of Science and Industry ","02/22/2021","Telephone","Development Services","OMSI Redevelopment  ","Adams, Sam","Dan Bates",
"Oregon Museum of Science and Industry ","03/26/2021","Email","Development Services","OMSI Redevelopment ","Kwon, MeeSeon","Rachael Wiggins Emory",
"Oregon Museum of Science and Industry ","03/26/2021","Personal Meeting","Development Services","OMSI Redevelopment ","Mapps, Mingus; Matt Glazewski; Meyer, Katie","Erin Graham; Preston Greene; Rachael Wiggins Emory",
"Oregon Museum of Science and Industry ","03/05/2021","Telephone","Development Services","OMSI Redevelopment ","Durbin, Andrea","Dan Bates",
"Oregon Museum of Science and Industry ","03/11/2021","Personal Meeting","Transportation: streets, sidewalks and street lighting","OMSI Redevelopment ","Bradley, Derek; Hardesty, Jo Ann","Dan Bates; Erin Graham; Preston Greene; Rachael Wiggins Emory",
"Oregon Museum of Science and Industry ","03/11/2021","Email","Transportation: streets, sidewalks and street lighting","OMSI Redevelopment ","Bradley, Derek; Hardesty, Jo Ann","Erin Graham",
"Oregon Museum of Science and Industry ","03/25/2021","Personal Meeting","Business and Economic Development","Portland Recovery workgroup ","Diaz, Sam","Erin Graham",
"Oregon Smart Growth","01/07/2021","Telephone","Development Services","BDS budget, development work session","Diaz, Sam","Michelle Plambeck",
"Oregon Smart Growth","01/08/2021","Virtual Meeting","Development Services","BDS budget, development work session","Montez, Chariti","Michelle Plambeck",
"Oregon Smart Growth","01/13/2021","Virtual Meeting","Development Services","BDS budget","Montez, Chariti; Ryan, Dan","Amy Ruiz; Michelle Plambeck",
"Oregon Smart Growth","01/15/2021","Email","Development Services","Development/permitting work session","Diaz, Sam; Montez, Chariti","Michelle Plambeck",
"Oregon Smart Growth","01/26/2021","Telephone","Development Services","Development/permitting work session, BDS budget","Diaz, Sam","Michelle Plambeck",
"Oregon Smart Growth","01/26/2021","Telephone","Development Services","BDS budget, housing production/development","Montez, Chariti","Michelle Plambeck",
"Oregon Smart Growth","01/28/2021","Telephone","Development Services","BDS budget","Bradley, Derek","Michelle Plambeck",
"Oregon Smart Growth","01/28/2021","Email","Development Services","BDS budget","Bradley, Derek","Michelle Plambeck",
"Oregon Smart Growth","01/28/2021","Email","Development Services","Pre-issuance list; historic FAR","Montez, Chariti","Michelle Plambeck",
"Oregon Smart Growth","02/03/2021","Telephone","Development Services","BDS budget","Bradley, Derek","Michelle Plambeck",
"Oregon Smart Growth","02/03/2021","Text Message","Business and Economic Development","Permitting","Adams, Sam","Amy Ruiz",
"Oregon Smart Growth","02/04/2021","Virtual Meeting","Development Services","BDS budget","Watson, Amanda; Wheeler, Ted","Amy Ruiz; Michelle Plambeck",
"Oregon Smart Growth","02/12/2021","Virtual Meeting","Development Services","BDS budget","Carney, Shannon; Mapps, Mingus; Meyer, Katie","Amy Ruiz; Michelle Plambeck",
"Oregon Smart Growth","02/22/2021","Telephone","Business Licenses","BDS budget, economic development","Tran, Khanh","Michelle Plambeck",
"Oregon Smart Growth","02/26/2021","Text Message","Business and Economic Development","Permitting","Adams, Sam","Amy Ruiz",
"Oregon Smart Growth","03/02/2021","Virtual Meeting","Development Services","BDS budget","Bradley, Derek","Amy Ruiz",
"Oregon Smart Growth","03/16/2021","Email","Development Services","BDS budget","Adams, Sam; Lee, Bobby; Schmanski, Sonia; Watson, Amanda; Wheeler, Ted","Michelle Plambeck",
"Oregon Smart Growth","03/16/2021","Email","Development Services","BDS budget","Montez, Chariti; Ryan, Dan; Torres, Kellie","Michelle Plambeck",
"Oregon Smart Growth","03/16/2021","Email","Development Services","BDS budget","Carney, Shannon; Mapps, Mingus; Meyer, Katie","Michelle Plambeck",
"Oregon Smart Growth","03/16/2021","Email","Development Services","BDS budget","Bradley, Derek; Edwards, Karly; Hardesty, Jo Ann","Michelle Plambeck",
"Oregon Smart Growth","03/16/2021","Email","Development Services","BDS budget","Adriana Miranda; Kwon, MeeSeon; Lujan-Valerio, Ricardo; Rubio, Carmen","Michelle Plambeck",
"Oregon Smart Growth","03/17/2021","Email","Development Services","BDS budget","Carney, Shannon; Mapps, Mingus; Meyer, Katie","Michelle Plambeck",
"Oregon Smart Growth","03/18/2021","Text Message","Business and Economic Development","Permitting","Adams, Sam","Amy Ruiz",
"Oregon Smart Growth","03/22/2021","Email","Development Services","BDS budget","Adriana Miranda; Kwon, MeeSeon; Lujan-Valerio, Ricardo; Rubio, Carmen","Michelle Plambeck",
"Oregon Smart Growth","03/23/2021","Text Message","Business and Economic Development","Permitting","Adams, Sam","Amy Ruiz",
"Oregon Smart Growth","03/23/2021","Virtual Meeting","Business and Economic Development","Permitting","Adams, Sam","Amy Ruiz",
"Port of Portland","01/04/2021","Telephone","Transportation: streets, sidewalks and street lighting","General check-in regarding transportation.","Warner Chris","Curtis Robinhold",
"Port of Portland","01/05/2021","Email","Other: Climate","Public comment letter re: proposed climate fees.","Adriana Miranda; Dennis, Kristin; Durbin, Andrea; Edwards, Karly; Hardesty, Jo Ann; Mapps, Mingus; Meyer, Katie; Rubio, Carmen; Ryan, Dan; Schmanski, Sonia; Torres, Kellie; Wheeler, Ted","Emerald Bogue",
"Port of Portland","02/04/2021","Virtual Meeting","Other: Port of Portland","Introduction to the Port of Portland.","Bradley, Derek; Hardesty, Jo Ann","Curtis Robinhold; Emerald Bogue; Kristen Leonard",
"Port of Portland","02/17/2021","Telephone","Other: Shared prosperity","Shared prosperity.","Adams, Sam","Emerald Bogue",
"Port of Portland","02/19/2021","Virtual Meeting","Other: Economic recovery, homelessness","Economic recovery, homelessness.","Adams, Sam; Tran, Khanh","Emerald Bogue; Kristen Leonard",
"Port of Portland","02/19/2021","Virtual Meeting","Other: Port of Portland","Introduction to the Port of Portland.","Mapps, Mingus; Matt Glazewski; Meyer, Katie","Curtis Robinhold; Emerald Bogue; Kristen Leonard",
"Port of Portland","03/04/2021","Virtual Meeting","Other: Port of Portland","Introduction to the Port of Portland.","Montez, Chariti; Ryan, Dan","Curtis Robinhold; Emerald Bogue; Kristen Leonard",
"Port of Portland","03/18/2021","Telephone","Planning","Property development plans - Port properties.","Durbin, Andrea","Curtis Robinhold",
"Port of Portland","03/13/2021","Email","Other: Scheduling","Scheduling meeting between Mayor Wheeler and Curtis Robinhold.","Adams, Sam; Lee, Bobby","Emerald Bogue",
"Portland Business Alliance","02/19/2021","Virtual Meeting","Business and Economic Development","Economic and pandemic recovery.","Adams, Sam; Branam, Kimberly; Middaugh, Jim; Tran, Khanh","Amy Lewin; Amy Rathfelder; Jon Isaacs",
"Portland Business Alliance","02/25/2021","Virtual Meeting","Neighborhood Livability: general","Downtown Portland Clean & Safe Renewal.","Tran, Khanh","Amy Rathfelder; Jon Isaacs",
"Portland Business Alliance","03/09/2021","Virtual Meeting","Urban Renewal","Sam Adams invited to Downtown Retail Council meeting to discuss Central City recovery.","Adams, Sam","Amy Rathfelder; Jon Isaacs; Mark Wells; Maureen Fisher",
"Portland Business Alliance","03/09/2021","Committee Meeting","Neighborhood Livability: general","Participated in Mayor's Office Clean & Green Action Table.","Adams, Sam; Diaz, Sam; Watson, Amanda","Amy Rathfelder; Jon Isaacs",
"Portland Business Alliance","03/11/2021","Virtual Meeting","Neighborhood Livability: general","Downtown Portland Clean & Safe Renewal","Tran, Khanh","Amy Rathfelder; Jon Isaacs; Mark Wells; Maureen Fisher",
"Portland Business Alliance","03/12/2021","Virtual Meeting","Environment: natural","City of Portland climate policy.","Rubio, Carmen","Jon Isaacs",
"Portland Business Alliance","03/16/2021","Virtual Meeting","Neighborhood Livability: general","Participation in Mayor's Office Clean & Green Action Table.","Adams, Sam; Diaz, Sam; Watson, Amanda","Amy Rathfelder; Jon Isaacs",
"Portland Business Alliance","03/18/2021","Virtual Meeting","Business and Economic Development","Economic recovery, houselessness, public safety.","Mapps, Mingus; Meyer, Katie","Amy Rathfelder; Andrew Hoan; Jon Isaacs",
"Portland Business Alliance","01/11/2021","Telephone","Development Services","Business permitting.","Torres, Kellie","Jon Isaacs",
"Portland Business Alliance","01/15/2021","Telephone","Urban Renewal","PBOT and O'Bryant Square revitalization.","Bradley, Derek","Jon Isaacs",
"Portland Business Alliance","02/04/2021","Telephone","Environment: natural","Climate policy.","Rubio, Carmen","Jon Isaacs",
"Portland Business Alliance","02/16/2021","Telephone","Environment: natural","Climate policy and public safety.","Rubio, Carmen","Jon Isaacs",
"Portland Business Alliance","02/19/2021","Telephone","Police and Public Safety","Public safety for businesses.","Ryan, Dan; Torres, Kellie","Jon Isaacs",
"Portland Business Alliance","03/14/2021","Telephone","Environment: natural","Climate policy.","Rubio, Carmen","Jon Isaacs",
"Portland Business Alliance","03/21/2021","Telephone","Environment: natural","Climate policy.","Rubio, Carmen","Jon Isaacs",
"Portland Business Alliance","03/22/2021","Telephone","Environment: natural","Climate policy.","Rubio, Carmen","Jon Isaacs",
"Portland Business Alliance","03/15/2021","Text Message","Police and Public Safety","Public safety.","Lee, Bobby","Jon Isaacs",
"Portland Business Alliance","03/16/2021","Text Message","Housing and Community Development","Houselessness.","Adams, Sam","Jon Isaacs",
"Portland Business Alliance","03/17/2021","Text Message","Environment: natural","Climate policy.","Rubio, Carmen","Jon Isaacs",
"Portland Business Alliance","03/19/2021","Text Message","Housing and Community Development"," Houselessness.","Lee, Bobby","Jon Isaacs",
"Portland Business Alliance","01/27/2021","Email","Development Services","Pioneer Place.","Montez, Chariti; Ryan, Dan","Jon Isaacs",
"Portland Business Alliance","01/27/2021","Email","Urban Renewal","Downtown recovery.","Adams, Sam","Jon Isaacs",
"Portland Business Alliance","02/02/2021","Email","Other: Legislative session.","State of Oregon legislative session.","Rinehart, Tom","Jon Isaacs",
"Portland Business Alliance","02/02/2021","Email","Business and Economic Development","Results of Downtown Retail Sentiment Survey.","Hardesty, Jo Ann; Mapps, Mingus; Rubio, Carmen; Ryan, Dan; Wheeler, Ted","Jon Isaacs",
"Portland Business Alliance","02/03/2021","Email","Transportation: streets, sidewalks and street lighting","Parking meters.","Rinehart, Tom","Jon Isaacs",
"Portland Business Alliance","02/17/2021","Email","Neighborhood Livability: general","Action tables planning.","Adams, Sam; Tran, Khanh","Jon Isaacs",
"Portland Business Alliance","02/17/2021","Email","Urban Renewal","O'Bryant Square revitalization.","Bradley, Derek","Jon Isaacs",
"Portland Business Alliance","02/23/2021","Email","Other: Scheduling","RSVP list for presentation.","Adams, Sam","Jon Isaacs",
"Portland Business Alliance","02/23/2021","Email","Business and Economic Development","Downtown Clean & Safe information.","Hardesty, Jo Ann; Mapps, Mingus; Rubio, Carmen; Ryan, Dan; Wheeler, Ted","Jon Isaacs",
"Portland Business Alliance","03/08/2021","Email","Business and Economic Development","Action tables planning.","Adams, Sam; Tran, Khanh","Jon Isaacs",
"Portland Business Alliance","03/09/2021","Email","Business and Economic Development","Action tables planning.","Adams, Sam","Jon Isaacs",
"Portland Business Alliance","03/09/2021","Email","Business and Economic Development","Action tables planning.","Adams, Sam","Jon Isaacs",
"Portland Business Alliance","03/15/2021","Email","COVID-19 Issues","Vaccination events.","Tran, Khanh","Jon Isaacs",
"Portland Business Alliance","03/01/2021","Telephone","Other: Meet and greet","Welcoming to new role/meet and greet.","Lee, Bobby","Andrew Hoan",
"Portland Business Alliance","03/12/2021","Telephone","Business and Economic Development","Economic recovery post-COVID-19.","Lee, Bobby","Andrew Hoan",
"Portland Business Alliance","03/13/2021","Telephone","Other: Meet and greet","Priorities in new role.","Lee, Bobby","Andrew Hoan",
"Portland Business Alliance","03/14/2021","Telephone","Business and Economic Development","Post-COVID economic recovery.","Lee, Bobby","Andrew Hoan",
"Portland Business Alliance","03/19/2021","Telephone","Business and Economic Development","Economic recovery and urban revitalization.","Lee, Bobby","Andrew Hoan",
"Portland Business Alliance","02/23/2021","Telephone","Business and Economic Development","Economic recovery and urban revitalization.","Lee, Bobby","Andrew Hoan",
