"Entity","Contact date","Contact type","Subject","Action of interest","City official(s)","Lobbyist(s)",
"ESCO Corporation","08/13/2015","Personal Meeting","Planning","ESCO lobbyists met with commissioners to educate them about why ESCO is pursuing a zoning change from Heavy Industrial to General Employment. ","Saltzman, Dan","Christe White",
"ESCO Corporation","08/25/2015","Personal Meeting","Planning","ESCO lobbyists met with commissioners to educate them about why ESCO is pursuing a zoning change from Heavy Industrial to General Employment.","Dingfelder, Jackie","Christe White",
"ESCO Corporation","09/25/2015","Personal Meeting","Planning","ESCO lobbyists met with commissioners to educate them about why ESCO is pursuing a zoning change from Heavy Industrial to General Employment.","Fish, Nick","Christe White",
"ESCO Corporation","09/28/2015","Personal Meeting","Planning","ESCO lobbyists met with commissioners to educate them about why ESCO is pursuing a zoning change from Heavy Industrial to General Employment.","Fritz, Amanda","Christe White",
"League of Women Voters of Portland","09/02/2015","Email","Housing and Community Development","Increase TIF set aside for affordable housing to 50 percent","Blair, Aja; Fish, Nick","Debbie Aiona; Margaret Noel; Mary McWilliams",
"League of Women Voters of Portland","08/18/2015","Personal Meeting","Police Oversight","Improvements to Independent Police Review Division","Hull Caballero, Mary","Carol Cushman; Debbie Aiona",
"League of Women Voters of Portland","09/11/2015","Personal Meeting","Housing and Community Development","Increase TIF set aside for affordable housing to 50 percent","Dunphy, Jamie; Fish, Nick; Schmanski, Sonia","Debbie Aiona",
"League of Women Voters of Portland","09/25/2015","Personal Meeting","Other","Auditor's Office overview","Hull Caballero, Mary","Carol Cushman; Debbie Aiona; Kathleen Hersh; Mary McWilliams; Norman Turrill",
"Lyft, Inc.","07/06/2015","Telephone","Transportation: streets, sidewalks and street lighting","TNC regulations","Hockaday Bryan","Amy Ruiz; Annabel Chang; Tony Albert",
"Lyft, Inc.","07/08/2015","Email","Transportation: streets, sidewalks and street lighting","TNC regulations","Hockaday Bryan","Amy Ruiz",
"Lyft, Inc.","07/09/2015","Personal Meeting","Transportation: streets, sidewalks and street lighting","TNC regulations","Frost, Liam","Amy Ruiz; Annabel Chang",
"Lyft, Inc.","07/09/2015","Email","Transportation: streets, sidewalks and street lighting","TNC regulations","Adamsick, Claire; Alpert, Josh; Finn, Brendan; Fish, Nick; Fritz, Amanda; Frost, Liam; Grumm, Matthew; Hales, Charlie; Hockaday Bryan; Novick, Steve; Saltzman, Dan; Warner, Chris","Amy Ruiz; Andrea Lobato; Annabel Chang; Tony Albert; Veronica Juarez",
"Lyft, Inc.","07/10/2015","Telephone","Transportation: streets, sidewalks and street lighting","TNC regulations","Hockaday Bryan","Amy Ruiz",
"Lyft, Inc.","07/15/2015","Telephone","Transportation: streets, sidewalks and street lighting","TNC regulations","Hockaday Bryan","Amy Ruiz",
"Lyft, Inc.","07/14/2015","Email","Transportation: streets, sidewalks and street lighting","TNC regulations","Hockaday Bryan; Treat, Leah","Amy Ruiz; Andrea Lobato; Annabel Chang; Tony Albert",
"Lyft, Inc.","07/14/2015","Email","Transportation: streets, sidewalks and street lighting","TNC regulations","Adamsick, Claire","Amy Ruiz; Annabel Chang",
"Lyft, Inc.","07/15/2015","Telephone","Transportation: streets, sidewalks and street lighting","TNC regulations","Hockaday Bryan","Amy Ruiz; Annabel Chang",
"Lyft, Inc.","07/15/2015","Personal Meeting","Transportation: streets, sidewalks and street lighting","TNC regulations","Finn, Brendan; Grumm, Matthew","Amy Ruiz; Annabel Chang",
"Lyft, Inc.","07/15/2015","Email","Transportation: streets, sidewalks and street lighting","TNC regulations","Adamsick, Claire","Amy Ruiz; Annabel Chang",
"Lyft, Inc.","07/16/2015","Telephone","Transportation: streets, sidewalks and street lighting","TNC regulations","Hockaday Bryan","Amy Ruiz",
"Lyft, Inc.","07/29/2015","Telephone","Transportation: streets, sidewalks and street lighting","TNC regulations","Hockaday Bryan","Amy Ruiz; Andrea Lobato; Tony Albert",
"Lyft, Inc.","07/30/2015","Email","Transportation: streets, sidewalks and street lighting","TNC regulations","Hockaday Bryan","Amy Ruiz; Andrea Lobato; Annabel Chang; Tony Albert",
"Lyft, Inc.","08/03/2015","Email","Transportation: streets, sidewalks and street lighting","TNC regulations","Hockaday Bryan","Amy Ruiz; Andrea Lobato",
"Lyft, Inc.","08/04/2015","Personal Meeting","Transportation: streets, sidewalks and street lighting","TNC regulations","Hockaday Bryan; Novick, Steve","Amy Ruiz",
"Lyft, Inc.","08/04/2015","Email","Transportation: streets, sidewalks and street lighting","TNC regulations","Hockaday Bryan","Amy Ruiz; Andrea Lobato",
"Lyft, Inc.","08/05/2015","Email","Transportation: streets, sidewalks and street lighting","TNC regulations","Hockaday Bryan","Andrea Lobato",
"Lyft, Inc.","08/05/2015","Personal Meeting","Transportation: streets, sidewalks and street lighting","TNC regulations","Hockaday Bryan","Amy Ruiz; Andrea Lobato",
"Lyft, Inc.","08/17/2015","Personal Meeting","Transportation: streets, sidewalks and street lighting","TNC regulations","Hockaday Bryan; Novick, Steve; Warner, Chris","Amy Ruiz; Annabel Chang; Tony Albert",
"Lyft, Inc.","08/17/2015","Email","Transportation: streets, sidewalks and street lighting","TNC regulations","Hockaday Bryan; Novick, Steve","Amy Ruiz; Annabel Chang; Tony Albert",
"Lyft, Inc.","08/27/2015","Email","Transportation: streets, sidewalks and street lighting","TNC regulations","Hockaday Bryan","Amy Ruiz",
"Lyft, Inc.","09/02/2015","Email","Transportation: streets, sidewalks and street lighting","TNC regulations","Hockaday Bryan","Amy Ruiz",
"Lyft, Inc.","09/15/2015","Personal Meeting","Transportation: streets, sidewalks and street lighting","TNC regulations","Hockaday Bryan; Novick, Steve; Warner, Chris","Amy Ruiz; Annabel Chang; Tommy Hayes",
"Lyft, Inc.","09/15/2015","Personal Meeting","Transportation: streets, sidewalks and street lighting","TNC regulations","Hales, Charlie; Pierce, Tera","Amy Ruiz; Annabel Chang; Tommy Hayes",
"Lyft, Inc.","09/15/2015","Personal Meeting","Transportation: Local Improvement District (LID)","TNC regulations","Finn, Brendan","Amy Ruiz",
"Lyft, Inc.","09/15/2015","Email","Transportation: streets, sidewalks and street lighting","TNC regulations","Finn, Brendan; Grumm, Matthew","Amy Ruiz",
"Lyft, Inc.","09/15/2015","Personal Meeting","Transportation: streets, sidewalks and street lighting","Transportation and Communities Summit panel","Treat, Leah","Tommy Hayes",
"Lyft, Inc.","09/16/2015","Email","Transportation: streets, sidewalks and street lighting","TNC regulations","Hockaday Bryan","Amy Ruiz; Annabel Chang",
"Lyft, Inc.","09/16/2015","Email","Transportation: streets, sidewalks and street lighting","TNC regulations - insurance","Hockaday Bryan","Amy Ruiz; Annabel Chang",
"Lyft, Inc.","09/17/2015","Personal Meeting","Transportation: streets, sidewalks and street lighting","TNC regulations","Alpert, Josh; Pierce, Tera","Amy Ruiz",
"Lyft, Inc.","09/17/2015","Telephone","Transportation: streets, sidewalks and street lighting","TNC/WAV regulations","Hockaday Bryan","Amy Ruiz; Tony Albert",
"Lyft, Inc.","09/17/2015","Email","Transportation: streets, sidewalks and street lighting","TNC environmental impact","Hockaday Bryan","Amy Ruiz",
"Lyft, Inc.","09/17/2015","Email","Transportation: streets, sidewalks and street lighting","TNC regulations","Hockaday Bryan","Amy Ruiz",
"Lyft, Inc.","09/21/2015","Email","Transportation: streets, sidewalks and street lighting","TNC first aid kits","Hockaday Bryan","Amy Ruiz",
"Lyft, Inc.","09/24/2015","Personal Meeting","Transportation: streets, sidewalks and street lighting","discuss TNC/WAV regulations","Hockaday Bryan","Amy Ruiz",
"Lyft, Inc.","09/29/2015","Telephone","Transportation: streets, sidewalks and street lighting","discuss TNC data report","Hockaday Bryan","Amy Ruiz; Annabel Chang",
"Lyft, Inc.","09/29/2015","Email","Transportation: streets, sidewalks and street lighting","discuss TNC data report","Hockaday Bryan","Amy Ruiz; Annabel Chang",
"Lyft, Inc.","09/29/2015","Telephone","Transportation: streets, sidewalks and street lighting","TNC data report","Hockaday Bryan","Amy Ruiz",
"Nike, Inc.","08/10/2015","Personal Meeting","Parks and Recreation: community centers","Portland Parks Partnership","Abbate, Mike; Crail, Tim; Fritz, Amanda","Christe White; Greg Peden; Julia Brim-Edwards",
"Nike, Inc.","08/24/2015","Personal Meeting","Parks and Recreation: community centers","Portland parks Partnership","Novick, Steve","Christe White; Greg Peden; Julia Brim-Edwards",
"Nike, Inc.","08/24/2015","Personal Meeting","Parks and Recreation: community centers","Portland Parks partnership ","Schmanski, Sonia","Greg Peden; Julia Brim-Edwards",
"Nike, Inc.","09/01/2015","Telephone","Parks and Recreation: community centers","Portland Parks partnership ","Quinton, Patrick","Greg Peden",
"Nike, Inc.","09/02/2015","Personal Meeting","Parks and Recreation: community centers","Portland Parks partnership ","Finn, Brendan; Grumm, Matthew","Greg Peden; Julia Brim-Edwards",
"Nike, Inc.","09/18/2015","Personal Meeting","Parks and Recreation: community centers","Portland Parks partnership ","Alpert, Josh; Detweiler, Jillian; Hales, Charlie","Christe White; Greg Peden; Julia Brim-Edwards",
"Nike, Inc.","09/23/2015","Personal Meeting","Parks and Recreation: community centers","Portland Parks partnership ","Novick, Steve; Warner, Chris","Greg Peden; Julia Brim-Edwards",
"Nike, Inc.","09/23/2015","Personal Meeting","Parks and Recreation: community centers","Portland Parks partnership ","Finn, Brendan; Grumm, Matthew","Greg Peden; Julia Brim-Edwards",
"Nike, Inc.","07/01/2015","Telephone","Parks and Recreation: community centers","Portland Parks partnership ","Fish, Nick","Christe White",
"Nike, Inc.","07/07/2015","Telephone","Parks and Recreation: community centers","Portland Parks partnership ","Fish, Nick","Christe White",
"Nike, Inc.","08/28/2015","Telephone","Parks and Recreation: community centers","Portland Parks partnership ","Fish, Nick","Christe White",
"Nike, Inc.","09/02/2015","Personal Meeting","Parks and Recreation: community centers","Portland Parks partnership ","Fritz, Amanda","Christe White; Julia Brim-Edwards",
"Nike, Inc.","09/04/2015","Telephone","Parks and Recreation: community centers","Portland Parks partnership ","Fish, Nick","Christe White",
"Nike, Inc.","09/22/2015","Personal Meeting","Parks and Recreation: community centers","Portland Parks partnership ","Fish, Nick","Christe White",
"Nike, Inc.","09/25/2015","Personal Meeting","Parks and Recreation: community centers","Portland Parks partnership ","Fish, Nick","Christe White",
"Nike, Inc.","09/28/2015","Telephone","Parks and Recreation: community centers","Portland Parks partnership ","Fish, Nick","Christe White",
"Nike, Inc.","09/24/2015","Telephone","Parks and Recreation: community centers","Portland Parks partnership ","Warner, Chris","Dan Bates",
"Nike, Inc.","09/25/2015","Telephone","Parks and Recreation: community centers","Portland Parks partnership ","Alpert, Josh","Dan Bates",
"Nike, Inc.","09/25/2015","Telephone","Parks and Recreation: community centers","Portland Parks partnership ","Warner, Chris","Dan Bates",
"Nike, Inc.","09/25/2015","Telephone","Parks and Recreation: community centers","Portland Parks partnership ","Finn, Brendan","Dan Bates",
"Nike, Inc.","09/28/2015","Telephone","Parks and Recreation: community centers","Portland Parks partnership ","Alpert, Josh","Dan Bates",
"Nike, Inc.","09/28/2015","Telephone","Parks and Recreation: natural areas ","Portland Parks partnership ","Finn, Brendan","Dan Bates",
"Nike, Inc.","09/30/2015","Telephone","Parks and Recreation: community centers","Portland Parks partnership ","Warner, Chris","Dan Bates",
"Nike, Inc.","09/28/2015","Telephone","Parks and Recreation: community centers","Portland Parks partnership ","Warner, Chris","Amy Ruiz",
"Nike, Inc.","07/09/2015","Telephone","Parks and Recreation: community centers","Portland Parks partnership ","Fritz, Amanda","Julia Brim-Edwards",
"Nike, Inc.","07/14/2015","Telephone","Parks and Recreation: community centers","Portland Parks partnership ","Hales, Charlie","Julia Brim-Edwards",
"Nike, Inc.","07/27/2015","Telephone","Parks and Recreation: community centers","Portland Parks partnership ","Abbate, Mike","Julia Brim-Edwards",
"Nike, Inc.","07/27/2015","Telephone","Parks and Recreation: community centers","Portland Parks partnership ","Alpert, Josh","Julia Brim-Edwards",
"Nike, Inc.","07/29/2015","Email","Parks and Recreation: community centers","Portland Parks partnership ","Fritz, Amanda","Julia Brim-Edwards",
"Nike, Inc.","08/06/2015","Personal Meeting","Parks and Recreation: community centers","Portland Parks partnership ","Saltzman, Dan","Christe White; Greg Peden; Julia Brim-Edwards",
"Nike, Inc.","08/25/2015","Telephone","Parks and Recreation: community centers","Portland Parks partnership ","Miller, Fred","Julia Brim-Edwards",
"Nike, Inc.","08/26/2015","Telephone","Parks and Recreation: community centers","Portland Parks partnership","Novick, Steve","Julia Brim-Edwards",
"Nike, Inc.","09/14/2015","Personal Meeting","Parks and Recreation: community centers","Portland Parks partnership ","Kelly, Tom","Julia Brim-Edwards",
"Nike, Inc.","09/18/2015","Personal Meeting","Parks and Recreation: community centers","Portland Parks partnership ","Fritz, Amanda","Christe White; Greg Peden; Julia Brim-Edwards",
"Nike, Inc.","09/18/2015","Personal Meeting","Parks and Recreation: community centers","Portland Parks partnership ","Alpert, Josh","Christe White; Greg Peden; Julia Brim-Edwards",
"Nike, Inc.","09/23/2015","Telephone","Parks and Recreation: community centers","Portland Parks partnership ","Alpert, Josh","Julia Brim-Edwards",
"Nike, Inc.","09/16/2015","Personal Meeting","Parks and Recreation: community centers","Portland Parks partnership ","Detweiler, Jillian","Julia Brim-Edwards",
"Nike, Inc.","09/28/2015","Telephone","Parks and Recreation: community centers","Portland Parks partnership","Alpert, Josh","Julia Brim-Edwards",
"Oregon Citizens' Utility Board","07/02/2015","Telephone","Other: Sewer","PUB Implementation","Frost, Liam","Janice Thompson",
"Oregon Citizens' Utility Board","07/02/2015","Personal Meeting","Other: Sewer","PUB Implementation","Jordan, Michael","Janice Thompson",
"Oregon Citizens' Utility Board","07/08/2015","Personal Meeting","Other: Sewer","PUB Implementation","Scott, Andrew","Janice Thompson",
"Oregon Citizens' Utility Board","07/13/2015","Telephone","Water","Mt. Tabor resolution","Frost, Liam","Janice Thompson",
"Oregon Citizens' Utility Board","07/09/2015","Personal Meeting","Other: Sewer","PUB Implementation","Dingfelder, Jackie","Janice Thompson",
"Oregon Citizens' Utility Board","07/28/2015","Personal Meeting","Other: Sewer","PUB Implementation","Frost, Liam","Janice Thompson",
"Oregon Citizens' Utility Board","07/30/2015","Personal Meeting","Other: Sewer","PUB Implementation","Blackwood, Jim; Frost, Liam","Janice Thompson",
"Oregon Citizens' Utility Board","09/01/2015","Personal Meeting","Other: Sewer","PUB Implementation","Blackwood, Jim; Frost, Liam; Jordan, Michael; Stuhr, Michael","Janice Thompson",
"Oregon Citizens' Utility Board","07/08/2015","Telephone","Water","Wholesale Cost Allocation Audit","Shaff, David","Janice Thompson",
"Oregon Citizens' Utility Board","07/13/2015","Telephone","Water","Mt. Tabor Resolution","Shaff, David","Janice Thompson",
"Oregon Citizens' Utility Board","09/22/2015","Personal Meeting","Other: Sewer","PUB Meeting","Blackwood, Jim; Frost, Liam; Jordan, Michael; Stuhr, Michael","Janice Thompson",
"Oregon Citizens' Utility Board","09/02/2015","Personal Meeting","Water","Introductory Meeting with new PWB Director","Stuhr, Michael","Janice Thompson",
"Oregon Food Bank","09/21/2015","Personal Meeting","Parks and Recreation: natural areas ","Waterfront Blues Festival changes","Crail, Tim","Anneliese Koehler",
"Oregon Health & Science University","07/01/2015","Telephone","Planning","Revisions to Floor Area Ratio policies","Detweiler, Jillian","Michael Harrison",
"Oregon Health & Science University","07/01/2015","Telephone","Planning","Revisions to Floor Area Ratio policies","Shriver, Katie","Michael Harrison",
"Oregon Health & Science University","07/06/2015","Telephone","Planning","Revisions to Floor Area Ratio policies","Detweiler, Jillian","Michael Harrison",
"Oregon Health & Science University","07/06/2015","Meeting Preparation","Planning","Revisions to Floor Area Ratio policies","Callahan, Shannon","Brian Newman; Michael Harrison",
"Oregon Health & Science University","07/07/2015","Meeting Preparation","Planning","Revisions to Floor Area Ratio policies","Callahan, Shannon","Brian Newman; Michael Harrison",
"Oregon Health & Science University","07/07/2015","Meeting Preparation","Transportation: streets, sidewalks and street lighting","Right-of-way easement for future development","Hales, Charlie","Brian Newman; Michael Harrison",
"Oregon Health & Science University","07/07/2015","Personal Meeting","Planning","Revisions to Floor Area Ratio policies","Callahan, Shannon","Michael Harrison",
"Oregon Health & Science University","07/07/2015","Personal Meeting","Planning","Revisions to Floor Area Ratio policies","Shriver, Katie","Michael Harrison",
"Oregon Health & Science University","07/08/2015","Email","Planning","Revisions to Floor Area Ratio policies","Callahan, Shannon","Michael Harrison",
"Oregon Health & Science University","07/08/2015","Email","Planning","Revisions to Floor Area Ratio policies","Schmanski, Sonia","Michael Harrison",
"Oregon Health & Science University","07/08/2015","Email","Planning","Revisions to Floor Area Ratio policies","Shriver, Katie","Michael Harrison",
"Oregon Health & Science University","07/08/2015","Meeting Preparation","Planning","Revisions to Floor Area Ratio policies","Saltzman, Dan","Abby Tibbs; Michael Harrison",
"Oregon Health & Science University","07/09/2015","Personal Meeting","Transportation: streets, sidewalks and street lighting","Right-of-way easement for future development","Detweiler, Jillian; Hales, Charlie","Brian Newman; Michael Harrison",
"Oregon Health & Science University","07/09/2015","Telephone","Planning","Revisions to Floor Area Ratio policies","Saltzman, Dan","Abby Tibbs; Michael Harrison",
"Oregon Health & Science University","07/15/2015","Personal Meeting","Planning","Revisions to Floor Area Ratio policies","Callahan, Shannon","Michael Harrison",
"Oregon Health & Science University","07/22/2015","Telephone","Planning","Proposed Comprehensive Plan and zoning designations of Marquam Hill campus","Dingfelder, Jackie","Michael Harrison",
"Oregon Health & Science University","09/04/2015","Personal Meeting","Transportation: streets, sidewalks and street lighting","Improve SW Trail #1 between Terwilliger and Barbur","Fish, Nick","Michael Harrison",
"Oregon Health & Science University","09/14/2015","Telephone","Planning","Revisions to Floor Area Ratio policies","Finn, Brendan","Michael Harrison",
"Oregon Health & Science University","09/15/2015","Email","Transportation: streets, sidewalks and street lighting","Safety on SW Fairmount","Hanson, Laura","Michael Harrison",
"Oregon Health & Science University","09/16/2015","Telephone","Other: Parking Policies","Off-street parking ratio changes","Warner, Chris","Michael Harrison",
"Oregon Health & Science University","09/22/2015","Personal Meeting","Planning","Revisions to Floor Area Ratio policies, nexus fees and urban renewal funding","Schmanski, Sonia","Michael Harrison",
"Oregon Health & Science University","09/23/2015","Telephone","Planning","Revisions to Floor Area Ratio policies, nexus fees and urban renewal funding","Detweiler, Jillian","Michael Harrison",
"Oregon Health & Science University","09/23/2015","Email","Transportation: streets, sidewalks and street lighting","Sheridan Street Congestion and Duniway Park parking reconfiguration","Fritz, Amanda; Novick, Steve","Abby Tibbs; Michael Harrison",
"Oregon Health & Science University","09/24/2015","Email","Transportation: streets, sidewalks and street lighting","Sheridan Street Congestion and Duniway Park parking reconfiguration","Fritz, Amanda; Novick, Steve","Abby Tibbs; Michael Harrison",
"Oregon Health & Science University","09/24/2015","Telephone","Transportation: streets, sidewalks and street lighting","Sheridan Street Congestion and Duniway Park parking reconfiguration","Warner, Chris","Abby Tibbs",
"Oregon Health & Science University","09/24/2015","Email","Transportation: streets, sidewalks and street lighting","Sheridan Street Congestion and Duniway Park parking reconfiguration","Adamsick, Claire","Michael Harrison",
"Oregon Health & Science University","09/24/2015","Email","Transportation: streets, sidewalks and street lighting","Sheridan Street Congestion and Duniway Park parking reconfiguration","Warner, Chris","Michael Harrison",
"Oregon Health & Science University","09/30/2015","Email","Transportation: streets, sidewalks and street lighting","Hospital directional signage","Nebel, Erika","Michael Harrison",
"Pacific Power","07/13/2015","Personal Meeting","Sustainable Development: energy","Mayor's priorities on Climate Action Plan","Dingfelder, Jackie","Sheila Holden",
"Pacific Power","08/20/2015","Personal Meeting","Sustainable Development: energy","Meeting with Sustainable Development To Address opportunities to work together on the climate action plan where there is common interests and be transparent with positions on we are not.","Alpert, Josh; Anderson, Susan; Dingfelder, Jackie","Alisa Dunlap; Scott Bolton; Sheila Holden",
"Pacific Power","08/21/2015","Telephone","Other: 8/21/15","Follow-up on 8/20 meeting","Anderson, Susan","Sheila Holden",
"Pacific Power","08/24/2015","Telephone","Sustainable Development: energy","City Resolution to intervene in the qualifying facilities docket","Dingfelder, Jackie","Sheila Holden",
"Pacific Power","08/26/2015","Meeting Preparation","Sustainable Development: energy","Company preparation for 9/27 meeting with city staff on City Resolution to intervene in the Oregon Public Utilities docket on qualifying facilities ","Alpert, Josh","Alisa Dunlap; Annette Price; Scott Bolton; Sheila Holden",
"Pacific Power","08/27/2015","Personal Meeting","Sustainable Development: energy","Discussion of City Resolution to intervene in the Oregon Public Utilities docket on qualifying facilities ","Alpert, Josh; Dingfelder, Jackie","Alisa Dunlap; Annette Price; Sheila Holden",
"Pacific Power","09/01/2015","Email","Sustainable Development: energy","Email to Commissioners on company's position on the wording of Resolution 833","Fish, Nick; Fritz, Amanda; Hales, Charlie; Novick, Steve; Saltzman, Dan","Scott Bolton",
"Pacific Power","09/03/2015","Email","Sustainable Development: energy","Email to the Commissioners on the open interaction with staff and Sustainable Development","Alpert, Josh; Anderson, Susan; Dingfelder, Jackie; Fish, Nick; Fritz, Amanda; Hales, Charlie; Novick, Steve; Saltzman, Dan","Sheila Holden",
"Portland Business Alliance","07/01/2015","Committee Meeting","Business and Economic Development","Home for everyone coordinating board","Callahan, Shannon; Detweiler, Jillian","Raihana Ansary",
"Portland Business Alliance","07/02/2015","Personal Meeting","Business and Economic Development","Pub, Ban the box, Camping, Middle income","Blackwood, Jim; Fish, Nick; Schmanski, Sonia","Lynnae Berg; Marion Haynes; Raihana Ansary; Sandra McDonough",
"Portland Business Alliance","07/07/2015","Personal Meeting","Business and Economic Development","Meeting with Mayor's Chief of staff","Alpert, Josh","Lynnae Berg",
"Portland Business Alliance","07/07/2015","Committee Meeting","Business and Economic Development","Old Town entertainment district","Stover, Chad","Lisa Frisch",
"Portland Business Alliance","07/07/2015","Personal Meeting","Business and Economic Development","Downtown marketing initiative, Sidewalks, Ban the box","Alpert, Josh","Lynnae Berg; Marion Haynes; Sandra McDonough",
"Portland Business Alliance","07/08/2015","Personal Meeting","Business and Economic Development","Ban the box, Sidewalks","Alpert, Josh","Marion Haynes",
"Portland Business Alliance","07/08/2015","Email","Business and Economic Development","Mayor's complaint regarding sidewalk scene in front of Bijou","Hales, Charlie","Sandra McDonough",
"Portland Business Alliance","07/09/2015","Text Message","Business and Economic Development","Text from Mayor re: street scene at Bijou","Hales, Charlie","Lynnae Berg",
"Portland Business Alliance","07/09/2015","Personal Meeting","Business and Economic Development","DMT funding","Treat, Leah","Lisa Frisch; Lynnae Berg; Marion Haynes",
"Portland Business Alliance","07/09/2015","Personal Meeting","Business and Economic Development","Downtown marketing initiative","Treat, Leah; Warner, Chris","Lisa Frisch; Lynnae Berg; Marion Haynes",
"Portland Business Alliance","07/09/2015","Committee Meeting","Business and Economic Development","Private-for-hire meeting","Hockaday Bryan","Raihana Ansary",
"Portland Business Alliance","07/10/2015","Telephone","Business and Economic Development","Downtown marketing initiative","Warner, Chris","Marion Haynes",
"Portland Business Alliance","07/13/2015","Personal Meeting","Business and Economic Development","Ban the box","Novick, Steve","Marion Haynes",
"Portland Business Alliance","07/13/2015","Direct Mail","Business and Economic Development","R2DToo letter to Mayor Hales re: city council","Hales, Charlie","Sandra McDonough",
"Portland Business Alliance","07/14/2015","Telephone","Business and Economic Development","Downtown marketing initiative","Warner, Chris","Marion Haynes",
"Portland Business Alliance","07/14/2015","Personal Meeting","Business and Economic Development","Livability campaign","Saltzman, Dan","Mitch Hornecker",
"Portland Business Alliance","07/14/2015","Committee Meeting","Business and Economic Development","Private-for-hire meeting","Hockaday Bryan","Raihana Ansary",
"Portland Business Alliance","07/16/2015","Telephone","Business and Economic Development","Downtown marketing initiative","Warner, Chris","Marion Haynes",
"Portland Business Alliance","07/20/2015","Telephone","Business and Economic Development","Livability campaign","Alpert, Josh","Marion Haynes",
"Portland Business Alliance","07/21/2015","Telephone","Business and Economic Development","Livability campaign","Alpert, Josh","Marion Haynes",
"Portland Business Alliance","07/21/2015","Committee Meeting","Business and Economic Development","Private-for-hire meeting","Hockaday Bryan","Raihana Ansary",
"Portland Business Alliance","07/23/2015","Telephone","Business and Economic Development","Downtown marketing initiative","Warner, Chris","Marion Haynes",
"Portland Business Alliance","07/23/2015","Personal Meeting","Business and Economic Development","Street fee, Homeless, Business round table","Alpert, Josh","Marion Haynes",
"Portland Business Alliance","07/24/2015","Personal Meeting","Business and Economic Development","Transportation","Treat, Leah; Warner, Chris","Marion Haynes",
"Portland Business Alliance","07/27/2015","Committee Meeting","Business and Economic Development","Central city parking policy stakeholder advisory committee","Treat, Leah","Raihana Ansary",
"Portland Business Alliance","07/28/2015","Telephone","Business and Economic Development","Pile driving ordinance","Crail, Tim","Raihana Ansary",
"Portland Business Alliance","07/28/2015","Committee Meeting","Business and Economic Development","Private-for-hire meeting","Hockaday Bryan","Raihana Ansary",
"Portland Business Alliance","07/28/2015","Telephone","Business and Economic Development","Street fund","Novick, Steve","Sandra McDonough",
"Portland Business Alliance","07/29/2015","Telephone","Business and Economic Development","Noise ordinance","Alpert, Josh","Marion Haynes",
"Portland Business Alliance","07/31/2015","Telephone","Business and Economic Development","Voice Mail re:livability","Hales, Charlie","Lynnae Berg",
"Portland Business Alliance","07/31/2015","Telephone","Business and Economic Development","Voice Mail re: livability","Hales, Charlie","Lynnae Berg",
"Portland Business Alliance","07/31/2015","Email","Business and Economic Development","Email from mayor re: street people in SW and response","Hales, Charlie","Sandra McDonough",
"Portland Business Alliance","07/31/2015","Email","Business and Economic Development","Email to Josh Alpert re: street people","Alpert, Josh","Sandra McDonough",
